user_id,month,year,total_fuel_liters,bill_amount,vehicle_type,daily_distance_km,office_days,weekend_trip_km,holiday_trip_km,fuel_price_per_liter,avg_trip_duration,occupancy_days,predicted_next_month
U953,Oct,2024,59,6107,Petrol,31,15,0,277,103.51,32,18,59
U537,Feb,2024,118,12259,Petrol,42,24,52,201,103.89,19,18,109
U660,Oct,2023,100,10768,Petrol,66,15,5,224,107.68,54,19,93
U509,Dec,2023,41,4340,Petrol,22,18,36,82,105.86,20,22,40
U733,Aug,2025,48,4842,Hybrid,68,17,1,45,100.88,26,24,44
U599,May,2025,87,8847,Petrol,34,25,122,88,101.7,26,31,81
U647,Dec,2023,0,0,Electric,53,22,68,185,107.8,87,20,0
U804,Nov,2023,101,10686,Diesel,45,26,12,188,105.81,36,23,97
U708,Jul,2024,52,5580,Diesel,17,26,68,245,107.32,63,24,54
U631,Feb,2023,56,5736,Diesel,38,21,65,45,102.43,64,22,51
U904,Aug,2023,102,10804,Petrol,29,25,58,256,105.93,18,29,109
U652,Nov,2025,146,15433,Petrol,70,21,67,60,105.71,64,19,155
U554,Jun,2023,57,5834,Petrol,22,22,58,104,102.36,17,15,60
U620,Aug,2025,22,2297,Diesel,9,24,116,13,104.41,30,16,21
U661,Jan,2023,45,4725,Petrol,23,21,9,76,105.02,28,24,47
U908,Jan,2024,93,9658,Diesel,46,24,140,229,103.85,78,20,87
U616,Dec,2023,54,5757,Petrol,22,16,129,166,106.62,55,25,49
U575,Jul,2023,64,6826,Petrol,36,18,14,65,106.66,82,30,58
U613,Aug,2023,57,6087,Petrol,25,25,45,31,106.8,73,22,62
U956,Mar,2025,25,2660,Hybrid,14,20,137,95,106.43,16,18,24
U920,May,2024,65,6753,Diesel,41,17,149,57,103.9,24,25,70
U922,Dec,2023,88,9068,Petrol,53,17,88,103,103.05,89,24,83
U604,Jan,2025,34,3626,Diesel,17,20,76,133,106.65,40,30,36
U840,Jul,2024,106,11015,Petrol,59,15,135,216,103.92,18,26,114
U754,May,2025,0,0,Electric,21,15,148,66,101.97,42,17,0
U727,Aug,2025,39,4058,Diesel,13,19,149,177,104.06,16,25,38
U612,Aug,2024,96,9708,Petrol,48,15,109,246,101.13,80,30,103
U973,Sep,2023,119,12558,Diesel,50,24,96,293,105.53,30,17,129
U599,Jul,2025,49,5031,Petrol,12,22,44,234,102.69,71,24,47
U653,Nov,2025,0,0,Electric,41,16,90,130,102.09,37,30,0
U849,Jan,2023,61,6566,Petrol,23,20,113,111,107.65,37,21,63
U902,Mar,2023,115,12215,Diesel,67,24,149,53,106.22,35,29,110
U884,Aug,2024,124,13181,Petrol,50,24,72,289,106.3,39,29,130
U866,Mar,2024,108,11338,Diesel,75,19,34,238,104.99,72,24,98
U838,Aug,2024,59,6295,Diesel,30,24,41,239,106.71,51,17,59
U694,Jan,2023,113,11985,Diesel,50,26,132,294,106.07,63,20,104
U810,May,2025,92,9640,Diesel,50,26,26,111,104.79,29,19,88
U663,Apr,2025,80,8615,Hybrid,79,18,31,87,107.69,42,30,76
U708,May,2024,64,6497,Petrol,18,15,135,227,101.53,81,27,68
U945,Aug,2023,135,14519,Petrol,67,17,102,289,107.55,18,17,126
U669,Oct,2025,212,21880,Petrol,76,26,84,207,103.21,61,29,225
U984,Apr,2024,0,0,Electric,7,18,145,273,104.23,64,20,0
U661,Nov,2025,59,5957,Petrol,32,16,77,69,100.98,74,18,58
U568,Apr,2025,72,7511,Diesel,33,26,142,219,104.32,76,29,68
U789,Mar,2023,36,3776,Diesel,22,16,43,230,104.89,81,23,34
U898,Jul,2023,95,10258,Petrol,39,16,31,289,107.98,86,18,94
U777,Mar,2025,146,15738,Petrol,51,25,27,254,107.8,57,30,131
U804,Dec,2024,30,3231,Petrol,9,15,76,141,107.73,72,19,30
U904,Mar,2023,191,19632,Petrol,79,24,17,68,102.79,66,27,208
U884,Nov,2025,117,12627,Petrol,63,16,102,88,107.93,83,20,108
U892,Oct,2023,148,15338,Petrol,79,20,69,135,103.64,60,26,150
U635,May,2023,52,5554,Hybrid,63,17,118,142,106.81,39,29,56
U695,May,2023,0,0,Electric,51,24,138,186,101.73,39,23,0
U901,Jun,2025,43,4474,Petrol,17,19,147,10,104.05,49,21,46
U628,Aug,2024,73,7864,Petrol,37,15,96,147,107.73,75,28,77
U533,Oct,2024,168,18073,Petrol,66,22,135,291,107.58,29,30,161
U676,Jun,2024,29,3058,Diesel,20,18,34,37,105.47,88,18,31
U960,Dec,2023,91,9680,Diesel,48,23,68,207,106.38,49,26,99
U943,Jan,2025,144,14603,Petrol,62,18,125,209,101.41,43,22,143
U871,Aug,2023,20,2115,Petrol,10,16,98,0,105.77,52,31,19
U970,Aug,2024,28,2938,Diesel,19,17,77,64,104.94,83,17,27
U875,Sep,2024,18,1813,Diesel,8,19,148,0,100.73,38,18,17
U522,Sep,2025,153,15439,Petrol,60,26,110,242,100.91,33,24,144
U738,Feb,2023,119,12003,Diesel,68,24,16,24,100.87,60,30,121
U658,Feb,2024,169,17878,Petrol,72,20,145,49,105.79,63,16,171
U538,Mar,2025,97,9809,Petrol,38,21,139,240,101.13,58,26,96
U730,Jan,2023,72,7469,Diesel,60,18,143,31,103.74,87,30,66
U865,Apr,2023,51,5245,Diesel,36,21,3,32,102.86,40,24,54
U551,Apr,2024,63,6577,Petrol,13,24,91,199,104.4,39,19,58
U938,Sep,2024,60,6339,Hybrid,67,17,74,233,105.65,49,26,55
U764,Sep,2023,179,18880,Petrol,76,21,102,25,105.48,50,17,183
U783,Sep,2023,48,4997,Diesel,37,18,23,41,104.12,28,26,47
U527,Oct,2024,65,6741,Petrol,25,22,64,60,103.71,70,15,59
U726,Jul,2023,61,6293,Hybrid,59,23,116,40,103.18,20,16,59
U777,Feb,2024,68,7269,Hybrid,61,21,81,129,106.9,46,25,71
U786,Oct,2023,27,2771,Petrol,6,22,5,197,102.65,40,26,27
U597,May,2024,35,3572,Hybrid,17,22,65,286,102.07,29,21,34
U784,Apr,2025,23,2436,Diesel,8,16,66,150,105.95,63,15,21
U867,Dec,2024,89,9156,Diesel,54,23,71,203,102.88,70,27,91
U948,Nov,2024,131,13988,Petrol,52,20,94,181,106.78,51,27,141
U981,Aug,2025,71,7286,Diesel,34,25,47,206,102.62,67,16,73
U953,Feb,2023,38,4013,Hybrid,33,18,69,146,105.62,72,24,40
U817,Jun,2025,42,4215,Petrol,12,19,77,203,100.36,50,15,42
U804,May,2024,0,0,Electric,16,24,66,47,103.08,25,21,0
U647,Dec,2023,108,11097,Petrol,45,19,64,257,102.75,41,27,116
U504,Feb,2025,71,7563,Petrol,30,21,62,138,106.53,16,16,74
U535,Nov,2023,99,10666,Diesel,54,23,45,171,107.74,36,21,107
U692,Oct,2023,28,2903,Diesel,6,21,146,100,103.69,80,31,27
U549,Jan,2025,101,10766,Diesel,59,23,72,186,106.6,31,19,109
U517,Aug,2023,131,13833,Petrol,60,18,70,293,105.6,18,25,134
U672,Feb,2025,0,0,Electric,18,24,109,20,107.74,28,25,0
U720,Jul,2024,52,5537,Petrol,10,24,62,297,106.49,21,25,47
U658,Sep,2023,98,9860,Petrol,65,18,40,9,100.62,30,31,101
U977,Sep,2024,52,5496,Petrol,16,20,6,186,105.71,80,22,55
U546,Aug,2024,41,4275,Diesel,17,22,136,132,104.28,33,28,38
U873,Nov,2023,23,2302,Hybrid,23,23,3,32,100.13,15,24,23
U506,Dec,2025,67,6834,Diesel,48,15,88,68,102.01,45,21,71
U599,Oct,2023,90,9663,Diesel,63,15,133,79,107.37,18,16,86
U880,Sep,2024,107,11492,Petrol,41,22,81,190,107.41,72,31,104
U733,Feb,2024,51,5425,Diesel,29,25,20,100,106.39,70,15,51
U537,Jun,2025,85,9167,Petrol,20,21,142,284,107.85,67,27,85
U780,Apr,2023,108,11496,Petrol,42,23,127,220,106.45,57,28,98
U849,Apr,2024,115,11509,Petrol,47,25,104,52,100.08,88,28,105
U997,May,2024,39,3989,Diesel,18,17,103,159,102.3,63,29,35
U802,Dec,2024,23,2305,Diesel,10,24,67,41,100.24,74,28,21
U681,Mar,2025,50,5037,Diesel,27,26,109,46,100.75,30,19,47
U595,Jan,2024,142,14448,Petrol,64,19,65,158,101.75,87,30,148
U599,Aug,2024,43,4473,Petrol,16,17,26,183,104.03,74,19,43
U688,May,2023,40,4271,Diesel,17,19,59,245,106.78,61,27,42
U981,Mar,2023,37,3955,Petrol,10,24,117,10,106.9,29,30,33
U616,Oct,2024,63,6610,Hybrid,67,15,43,153,104.93,77,29,62
U691,Jul,2024,101,10850,Diesel,42,25,35,219,107.43,42,19,97
U753,Jul,2023,109,11336,Petrol,54,18,18,154,104.0,34,20,116
U969,Jan,2025,0,0,Electric,56,20,90,282,107.11,77,27,0
U916,Dec,2025,57,5906,Diesel,44,16,44,186,103.63,47,30,61
U971,Sep,2025,36,3679,Petrol,12,21,148,61,102.22,50,24,32
U661,Feb,2025,128,13738,Diesel,65,22,97,147,107.33,27,16,133
U756,May,2025,31,3196,Petrol,12,15,18,143,103.1,76,27,31
U823,May,2025,64,6657,Diesel,38,18,40,102,104.03,82,31,68
U628,Aug,2025,144,14778,Diesel,64,25,25,299,102.63,37,15,144
U518,Aug,2025,0,0,Electric,61,18,27,92,105.3,86,18,0
U781,Jul,2023,89,9608,Diesel,50,19,63,285,107.96,27,20,81
U990,Jul,2025,69,6913,Petrol,26,26,67,118,100.2,54,26,71
U723,Dec,2025,86,9219,Diesel,44,26,79,28,107.2,44,27,82
U554,Nov,2025,87,8702,Petrol,49,18,50,29,100.03,39,16,78
U558,Jun,2024,125,12863,Diesel,59,23,101,287,102.91,87,31,114
U823,Jun,2023,102,10337,Diesel,55,21,9,137,101.35,40,24,111
U860,Nov,2023,23,2439,Petrol,9,16,99,50,106.06,38,19,22
U674,Sep,2023,69,6927,Petrol,17,15,121,291,100.4,53,26,74
U780,Jun,2025,44,4594,Hybrid,32,23,146,233,104.43,75,23,48
U614,Dec,2025,56,5732,Hybrid,66,15,63,54,102.36,63,25,60
U788,Feb,2024,85,8590,Petrol,28,20,123,291,101.07,55,18,91
U931,Feb,2023,34,3609,Petrol,11,16,18,239,106.17,84,24,36
U842,May,2025,88,8953,Petrol,42,18,75,35,101.74,34,15,84
U651,Apr,2023,45,4580,Hybrid,41,20,61,88,101.79,58,16,41
U950,Nov,2024,144,14716,Petrol,72,19,140,211,102.2,30,23,148
U627,Feb,2024,109,11411,Diesel,46,25,24,244,104.69,35,30,108
U655,Mar,2024,30,3158,Petrol,9,20,88,86,105.28,29,28,27
U990,Jul,2023,113,11315,Diesel,68,17,91,239,100.14,53,18,117
U886,Aug,2025,123,12537,Petrol,54,19,41,187,101.93,56,16,124
U974,Dec,2025,35,3620,Diesel,19,16,116,56,103.45,75,26,37
U773,Jun,2024,143,14680,Petrol,77,21,38,112,102.66,18,19,146
U604,Nov,2025,97,10385,Diesel,57,17,132,222,107.07,38,18,98
U917,May,2024,61,6484,Petrol,29,15,80,69,106.3,17,29,60
U893,Jan,2023,42,4410,Diesel,13,22,145,226,105.01,15,17,41
U799,Aug,2024,61,6264,Hybrid,42,22,106,255,102.7,27,31,66
U746,Mar,2023,68,7181,Petrol,26,17,110,179,105.61,68,22,63
U676,Jun,2024,67,7152,Hybrid,53,21,20,183,106.75,54,26,66
U539,Mar,2025,117,12256,Diesel,72,23,49,190,104.76,25,22,120
U977,Jul,2025,67,7120,Petrol,19,22,120,231,106.28,56,19,66
U670,Jul,2024,149,15792,Petrol,69,17,133,275,105.99,18,20,142
U747,Dec,2025,121,12652,Petrol,58,16,49,232,104.57,39,19,115
U526,Sep,2025,63,6457,Diesel,34,24,114,53,102.5,50,22,59
U855,May,2025,46,4874,Diesel,24,21,0,256,105.97,78,18,44
U806,Aug,2023,86,8741,Petrol,37,21,29,89,101.65,58,18,92
U909,Oct,2025,45,4780,Diesel,11,23,106,225,106.24,54,19,45
U908,Oct,2023,37,3938,Diesel,12,19,47,246,106.44,59,29,35
U513,Aug,2024,34,3623,Hybrid,32,18,86,150,106.58,22,20,33
U816,Jan,2025,76,7887,Diesel,49,22,128,112,103.78,49,30,70
U891,Dec,2025,0,0,Electric,77,18,18,268,101.54,58,28,0
U813,May,2025,113,11390,Diesel,78,18,45,156,100.8,32,28,110
U536,Mar,2024,85,9005,Petrol,15,26,129,298,105.95,61,30,93
U673,Jan,2023,79,8460,Diesel,35,26,55,158,107.09,39,18,76
U520,Apr,2023,58,6102,Petrol,16,16,144,224,105.21,55,25,61
U821,Aug,2025,74,7485,Petrol,55,15,91,13,101.15,19,22,70
U764,Mar,2024,109,11715,Petrol,48,18,81,108,107.48,78,24,99
U994,Oct,2024,80,8632,Diesel,54,21,78,95,107.91,76,19,72
U900,Feb,2024,61,6311,Diesel,21,26,149,194,103.47,86,30,62
U642,Nov,2024,87,9114,Petrol,39,23,104,57,104.76,17,17,83
U960,Sep,2024,39,4142,Petrol,5,23,26,293,106.22,51,24,38
U871,Oct,2023,112,11859,Petrol,33,26,54,153,105.89,55,27,119
U971,May,2023,84,9050,Diesel,55,24,59,63,107.74,34,21,79
U643,Jul,2023,133,13422,Petrol,68,15,108,157,100.92,81,26,127
U592,Nov,2025,34,3558,Diesel,8,19,119,264,104.65,54,28,36
U854,Nov,2024,71,7493,Petrol,32,21,84,120,105.54,22,24,70
U822,Feb,2025,82,8783,Petrol,20,21,85,287,107.12,19,23,87
U788,Sep,2024,155,16583,Petrol,67,24,116,10,106.99,39,26,151
U715,Sep,2023,120,12938,Petrol,57,20,107,213,107.82,53,17,117
U947,Apr,2025,30,3123,Hybrid,21,25,74,161,104.1,51,27,28
U842,Apr,2023,108,11518,Petrol,44,24,118,104,106.65,19,20,116
U551,Jun,2024,58,5998,Petrol,17,18,144,146,103.42,22,20,62
U653,Oct,2024,97,10027,Petrol,56,17,6,181,103.38,18,21,106
U686,Oct,2024,153,15610,Petrol,62,26,147,36,102.03,55,18,150
U563,Oct,2023,94,10015,Petrol,41,23,74,81,106.55,74,19,99
U690,Jun,2024,144,15536,Petrol,65,26,57,11,107.89,68,15,141
U625,Dec,2023,70,7143,Diesel,38,24,15,3,102.05,36,31,69
U650,Jan,2025,105,10547,Diesel,74,18,26,42,100.45,33,23,111
U814,Sep,2024,49,5219,Petrol,21,22,50,50,106.52,82,23,45
U558,Feb,2024,55,5772,Petrol,24,15,74,260,104.96,47,24,51
U842,May,2024,0,0,Electric,77,21,143,133,107.68,36,31,0
U805,Sep,2025,144,14690,Petrol,63,26,86,86,102.02,79,27,152
U680,Apr,2024,131,13174,Petrol,73,20,122,55,100.57,25,18,127
U670,Nov,2023,101,10497,Petrol,37,26,75,216,103.94,30,23,98
U826,Mar,2023,34,3423,Petrol,21,15,39,67,100.68,82,17,37
U771,Jul,2024,71,7248,Diesel,61,18,66,43,102.09,58,21,69
U554,Jun,2024,33,3333,Petrol,5,26,129,142,101.01,23,29,31
U991,Aug,2025,29,2951,Diesel,17,19,101,41,101.79,86,23,29
U944,Mar,2025,106,10690,Petrol,31,25,92,138,100.85,76,23,112
U601,May,2025,184,19803,Petrol,74,22,109,72,107.63,29,18,168
U981,Oct,2024,110,11245,Diesel,63,18,81,266,102.23,20,31,112
U764,Apr,2025,46,4763,Petrol,10,17,77,193,103.55,15,20,41
U553,Apr,2025,44,4716,Diesel,27,16,1,154,107.19,34,21,44
U560,Apr,2023,45,4743,Petrol,14,18,64,245,105.42,50,24,42
U992,Oct,2025,102,10703,Diesel,55,25,19,217,104.94,16,24,98
U608,Aug,2023,80,8451,Petrol,23,24,33,252,105.64,84,20,79
U505,Jun,2023,54,5758,Hybrid,55,18,40,276,106.63,16,20,58
U603,Mar,2025,184,19691,Petrol,72,24,22,276,107.02,17,22,191
U696,Oct,2023,50,5257,Hybrid,46,19,37,71,105.14,21,23,54
U762,May,2024,120,12854,Petrol,61,21,66,128,107.12,78,15,123
U865,Jun,2024,133,13869,Diesel,72,23,61,185,104.28,55,30,119
U980,May,2025,70,7155,Petrol,42,16,139,12,102.22,68,20,66
U872,Jun,2024,72,7706,Hybrid,66,19,29,219,107.04,55,22,77
U850,Aug,2023,33,3442,Petrol,11,25,86,5,104.33,19,29,33
U547,Jul,2024,181,19412,Petrol,75,24,147,238,107.25,77,26,198
U855,May,2025,148,14847,Petrol,54,23,117,111,100.32,15,24,137
U811,Oct,2025,134,13826,Petrol,56,26,5,227,103.18,39,30,128
U924,Jun,2023,62,6669,Petrol,30,17,74,16,107.58,60,29,60
U808,Apr,2025,29,2958,Hybrid,30,15,131,72,102.0,29,25,27
U644,Dec,2024,0,0,Electric,23,16,92,11,107.53,83,21,0
U769,Sep,2025,28,3013,Petrol,13,20,9,85,107.63,31,22,27
U870,Apr,2023,72,7708,Hybrid,65,19,50,179,107.06,35,25,74
U624,Jan,2025,42,4389,Diesel,24,15,92,121,104.51,67,23,40
U606,Jul,2024,89,9361,Petrol,54,15,37,203,105.18,69,21,81
U658,Jul,2023,65,6952,Diesel,26,25,128,69,106.96,24,29,67
U647,Apr,2024,36,3823,Diesel,17,18,135,107,106.21,71,29,35
U645,Mar,2023,0,0,Electric,16,26,101,200,105.04,79,30,0
U620,Aug,2025,34,3667,Petrol,14,18,80,51,107.86,51,17,33
U819,May,2023,110,11603,Diesel,69,20,82,36,105.49,21,30,118
U775,Oct,2023,85,9163,Petrol,34,20,142,116,107.8,54,29,85
U592,Jul,2025,46,4621,Petrol,12,24,30,258,100.46,64,15,49
U558,Apr,2024,68,6875,Petrol,25,20,20,263,101.11,15,28,68
U939,Apr,2025,0,0,Electric,26,15,130,63,103.61,34,25,0
U846,Aug,2023,48,4947,Diesel,22,24,125,41,103.08,45,17,46
U729,Aug,2025,123,13069,Diesel,70,23,34,42,106.26,82,23,123
U974,Feb,2023,112,11343,Diesel,52,25,143,124,101.28,26,20,112
U617,Feb,2025,118,12721,Petrol,48,21,44,269,107.81,36,30,122
U818,Mar,2025,54,5536,Petrol,13,21,58,232,102.52,15,25,51
U779,Dec,2024,172,17789,Petrol,71,25,11,131,103.43,15,31,177
U627,Dec,2023,116,11855,Petrol,58,21,139,1,102.2,17,31,122
U893,Mar,2024,38,3975,Diesel,30,16,32,114,104.63,35,17,39
U896,Jan,2023,37,3717,Diesel,30,16,20,0,100.47,27,29,36
U629,Mar,2025,74,7488,Petrol,38,20,59,64,101.2,75,24,81
U558,Jun,2023,36,3814,Petrol,12,21,51,124,105.97,27,22,35
U622,Aug,2024,65,6596,Petrol,14,17,122,255,101.49,47,31,59
U501,Dec,2024,123,12531,Petrol,52,18,105,142,101.88,20,18,130
U739,Oct,2024,81,8613,Hybrid,59,26,99,245,106.34,39,22,76
U790,Jun,2023,80,8060,Diesel,58,17,70,115,100.75,37,16,83
U596,May,2024,85,8797,Diesel,44,21,134,89,103.5,40,22,79
U626,Apr,2024,79,7914,Petrol,19,21,61,295,100.18,18,21,71
U618,Mar,2024,53,5446,Petrol,22,18,87,41,102.77,49,23,49
U548,Apr,2025,49,5173,Petrol,27,21,23,34,105.59,89,31,47
U589,Jul,2025,56,5640,Hybrid,66,19,39,40,100.72,39,15,51
U988,Jan,2023,62,6640,Diesel,50,15,75,123,107.11,34,26,58
U737,Jul,2023,98,10513,Petrol,43,24,135,56,107.28,15,18,103
U873,Jan,2024,41,4134,Diesel,19,18,8,293,100.84,82,31,43
U885,Feb,2025,122,13167,Petrol,57,21,2,234,107.93,37,21,129
U772,Apr,2024,85,8702,Diesel,68,16,20,95,102.38,36,17,90
U689,Jan,2024,57,5738,Hybrid,67,16,94,131,100.67,76,15,56
U987,Nov,2025,36,3601,Diesel,20,15,15,175,100.04,15,16,38
U692,Dec,2025,92,9500,Diesel,74,16,106,51,103.27,73,20,92
U947,Nov,2025,191,20062,Petrol,70,24,92,37,105.04,82,25,189
U569,Nov,2023,50,5133,Petrol,17,22,132,4,102.66,33,18,52
U778,Sep,2023,169,18030,Petrol,51,25,138,212,106.69,44,15,159
U849,Dec,2024,45,4757,Petrol,13,22,78,119,105.73,15,25,47
U747,Jun,2023,105,10794,Diesel,67,22,69,208,102.8,62,30,103
U951,Jan,2025,57,6034,Diesel,38,15,47,216,105.87,33,20,52
U576,Jan,2025,43,4623,Petrol,33,15,14,23,107.52,66,25,39
U654,Jun,2023,82,8260,Diesel,41,26,33,204,100.74,36,22,76
U644,Apr,2024,127,13011,Petrol,47,24,59,225,102.45,64,15,136
U935,Apr,2024,142,14726,Petrol,68,18,1,217,103.71,80,28,155
U985,Nov,2023,68,7070,Petrol,28,20,79,210,103.98,20,16,66
U586,Jun,2024,177,18468,Petrol,75,22,18,25,104.34,78,20,169
U685,Dec,2024,78,7987,Petrol,38,16,48,251,102.41,35,23,73
U785,Nov,2024,84,8848,Petrol,52,17,77,2,105.34,33,28,89
U962,Jul,2025,32,3365,Petrol,16,20,27,1,105.16,51,22,30
U720,Sep,2025,0,0,Electric,27,24,47,91,104.62,77,17,0
U569,Oct,2023,37,3733,Petrol,17,18,95,1,100.91,43,24,38
U547,May,2025,125,12977,Petrol,49,26,108,149,103.82,74,23,134
U997,Sep,2024,102,10490,Petrol,69,16,72,70,102.85,48,23,103
U594,Apr,2025,69,7171,Diesel,51,21,99,3,103.93,15,27,71
U738,Oct,2023,113,12132,Petrol,62,18,28,37,107.37,62,15,115
U946,Feb,2025,22,2284,Diesel,9,22,57,69,103.84,35,31,23
U1000,Mar,2024,34,3403,Diesel,9,22,47,200,100.11,48,18,36
U953,Nov,2024,95,9833,Diesel,64,21,22,251,103.51,40,18,96
U704,Jan,2023,64,6820,Diesel,25,24,26,286,106.57,50,30,65
U900,Jun,2025,88,9349,Petrol,28,23,6,291,106.24,37,30,95
U718,Jun,2025,48,4997,Petrol,22,18,48,153,104.11,61,29,52
U974,Jan,2025,68,6936,Petrol,25,21,108,132,102.0,58,20,70
U932,Nov,2024,100,10372,Diesel,58,24,67,73,103.72,34,19,90
U841,Mar,2023,68,7106,Petrol,14,24,72,273,104.51,41,24,62
U539,May,2025,99,10692,Petrol,28,26,100,270,108.0,75,21,106
U600,Mar,2024,0,0,Electric,64,15,7,184,105.15,51,21,0
U789,Oct,2024,103,10871,Petrol,61,18,52,4,105.55,66,24,97
U754,Mar,2024,62,6443,Diesel,27,16,141,292,103.93,89,24,58
U722,Oct,2025,63,6478,Diesel,26,23,134,85,102.84,76,29,64
U857,Mar,2025,164,17466,Petrol,72,19,136,213,106.5,80,20,166
U523,May,2025,58,6029,Petrol,38,17,2,14,103.96,38,16,55
U750,May,2025,177,19108,Petrol,74,18,77,272,107.96,26,22,166
U510,Apr,2025,53,5493,Diesel,32,20,144,50,103.66,30,29,55
U746,Jan,2025,90,9048,Diesel,43,24,85,252,100.54,50,19,97
U825,May,2025,47,4956,Diesel,46,15,45,44,105.46,16,18,42
U600,Oct,2025,44,4416,Hybrid,27,21,89,190,100.37,76,24,40
U790,May,2025,116,11832,Diesel,74,22,141,121,102.0,78,28,119
U680,Apr,2024,28,2879,Petrol,6,21,8,186,102.83,43,27,29
U723,Jun,2025,86,9109,Petrol,28,21,114,213,105.92,88,24,91
U894,Oct,2023,44,4573,Diesel,21,23,129,148,103.95,45,20,45
U750,Apr,2024,150,15034,Petrol,69,18,74,169,100.23,29,27,161
U647,Jul,2025,165,17313,Petrol,74,21,80,208,104.93,69,25,155
U942,Jul,2023,132,13634,Diesel,73,23,127,81,103.29,47,29,121
U596,Feb,2025,130,13958,Petrol,64,19,33,195,107.37,66,16,132
U757,Mar,2023,56,5824,Hybrid,54,16,146,245,104.0,34,29,59
U825,Jan,2023,28,2958,Diesel,16,19,38,39,105.67,87,31,28
U993,Aug,2023,95,9666,Petrol,51,18,12,167,101.75,52,20,103
U504,Sep,2023,75,7956,Hybrid,71,22,132,42,106.09,17,29,79
U516,Apr,2024,132,13961,Petrol,69,19,49,210,105.77,68,31,137
U780,Jun,2024,94,10079,Petrol,31,23,22,178,107.23,80,23,85
U836,Sep,2023,129,12934,Petrol,52,23,121,22,100.27,32,26,118
U747,Jun,2025,116,12015,Petrol,66,17,119,94,103.58,21,19,122
U758,Dec,2023,142,14971,Petrol,48,24,87,159,105.43,49,28,133
U997,Dec,2024,70,7053,Petrol,23,20,111,243,100.76,74,22,63
U976,Dec,2025,145,14975,Petrol,63,20,110,16,103.28,38,31,156
U884,Sep,2024,38,4086,Petrol,12,18,71,111,107.54,53,23,40
U660,Apr,2024,98,10142,Diesel,59,25,56,102,103.49,26,17,92
U975,Aug,2025,80,8630,Diesel,51,24,0,85,107.88,67,21,84
U840,Sep,2023,21,2109,Petrol,6,17,112,34,100.45,78,26,19
U652,Apr,2023,60,6344,Petrol,43,15,61,29,105.74,18,17,57
U896,May,2023,129,13499,Petrol,49,26,46,191,104.65,19,23,132
U678,Aug,2023,91,9464,Petrol,36,21,77,178,104.0,30,28,95
U663,Dec,2025,88,9483,Diesel,69,19,105,103,107.77,41,25,79
U880,Oct,2025,81,8184,Diesel,42,24,125,164,101.04,18,18,78
U533,Jun,2025,38,4072,Petrol,15,21,4,121,107.17,86,22,35
U917,Dec,2024,34,3588,Petrol,14,15,30,133,105.53,62,27,37
U945,Jul,2025,138,14085,Petrol,63,22,36,289,102.07,22,18,142
U679,Mar,2023,92,9863,Diesel,59,17,78,223,107.21,60,24,90
U927,Jul,2024,71,7343,Petrol,24,21,142,24,103.43,58,22,64
U601,Dec,2023,0,0,Electric,21,26,51,12,106.51,81,26,0
U768,Aug,2023,120,12373,Diesel,72,17,138,229,103.11,66,26,123
U823,Oct,2025,28,2990,Petrol,9,17,42,101,106.81,48,16,29
U565,Jun,2025,107,11244,Diesel,64,24,39,202,105.09,76,22,102
U917,Oct,2023,41,4146,Hybrid,27,23,62,266,101.13,35,27,44
U668,Sep,2023,85,8942,Diesel,50,16,129,221,105.2,38,15,83
U830,Jun,2024,100,10153,Petrol,56,18,86,103,101.53,58,17,95
U543,Dec,2025,41,4235,Petrol,14,20,72,110,103.3,55,16,39
U544,Sep,2024,67,6791,Diesel,50,17,103,68,101.36,43,22,67
U785,Apr,2024,76,7613,Diesel,32,26,15,257,100.18,20,17,82
U897,Aug,2024,81,8237,Diesel,47,24,58,167,101.7,70,29,84
U512,Nov,2023,50,5214,Hybrid,30,24,46,292,104.29,28,16,50
U595,Apr,2024,72,7477,Hybrid,59,21,115,48,103.85,64,31,67
U802,Feb,2024,70,7280,Hybrid,52,21,108,249,104.01,66,20,65
U886,Oct,2023,60,6118,Petrol,33,19,8,74,101.98,15,15,60
U753,Nov,2025,50,5274,Diesel,31,17,64,200,105.48,26,18,52
U999,Sep,2025,32,3380,Diesel,22,16,58,33,105.63,38,21,33
U742,May,2024,102,10491,Diesel,64,18,101,110,102.86,51,28,96
U535,Apr,2023,112,11989,Diesel,78,18,135,236,107.05,84,28,103
U715,Feb,2025,170,17875,Petrol,73,25,122,31,105.15,17,24,166
U837,Jan,2024,143,15115,Diesel,78,22,145,208,105.7,41,21,154
U590,Nov,2024,46,4702,Diesel,25,22,90,131,102.22,67,30,46
U764,Jul,2023,58,5800,Petrol,28,19,95,105,100.0,31,18,55
U593,Jun,2024,22,2352,Petrol,7,20,57,32,106.92,29,21,21
U910,Feb,2025,135,14388,Petrol,66,22,31,42,106.58,53,29,125
U958,Aug,2023,25,2524,Petrol,6,15,47,106,100.99,18,31,24
U590,Nov,2025,139,14315,Petrol,70,19,44,264,102.99,31,17,147
U918,Apr,2025,107,11266,Petrol,46,18,99,225,105.29,25,30,117
U615,Aug,2025,70,7365,Diesel,38,18,99,178,105.22,26,16,70
U605,Jul,2024,87,9298,Diesel,46,25,45,221,106.88,46,21,81
U891,May,2024,39,3943,Diesel,24,16,143,124,101.12,41,30,40
U696,Oct,2025,160,16550,Diesel,72,24,125,275,103.44,58,23,168
