user_id,month,year,total_liters,bill_amount,bathroom_liters,kitchen_liters,garden_liters,washing_machine_liters,holiday_days
U347,Dec,2023,24334,1014.95,8889,4855,4421,6169,6
U204,Feb,2025,24417,1002.32,7705,6641,4817,5254,2
U235,Nov,2023,22591,927.8,9024,4954,5100,3513,5
U392,Oct,2023,17073,713.7,5627,2895,4937,3614,1
U249,Jan,2025,20012,836.68,9251,3714,3167,3880,0
U217,Aug,2023,13645,562.79,5241,2040,2908,3456,4
U372,Feb,2025,20249,842.67,9172,3948,4059,3070,7
U420,Jul,2024,13129,544.11,6444,1534,3030,2121,0
U358,Sep,2023,13353,555.92,6274,2086,2418,2575,1
U677,Sep,2024,12767,534.46,6259,2330,1976,2202,6
U246,Aug,2024,15895,652.96,6573,2386,3974,2962,7
U573,Nov,2023,20874,872.07,6952,5115,4450,4357,4
U206,Dec,2025,15454,641.23,7527,2606,2868,2453,4
U299,Oct,2023,22200,922.72,10516,3265,3484,4935,5
U580,Sep,2024,19329,805.13,9140,2900,4054,3235,7
U433,Feb,2024,23334,978.22,10235,5045,3652,4402,0
U237,Jun,2025,13790,566.17,5860,1931,2978,3021,6
U480,Apr,2023,21669,889.07,6564,5115,5971,4019,5
U549,Apr,2024,12885,530.58,5793,2421,2320,2351,3
U697,May,2024,19734,828.56,6281,5172,4804,3477,0
U502,Dec,2024,15906,663.52,5598,3531,3173,3604,0
U381,Mar,2025,16492,686.31,6766,3082,3235,3409,3
U295,Jan,2024,21730,891.95,8482,5040,4908,3300,1
U299,Aug,2024,14073,589.36,4266,3587,3478,2742,7
U388,May,2023,12312,514.8,5722,2262,1925,2403,7
U681,Mar,2023,18269,761.17,8691,1978,4141,3459,1
U316,Oct,2024,17317,715.87,7556,2681,3542,3538,4
U391,Jul,2024,12810,526.11,5229,2474,2746,2361,2
U453,Jul,2023,22427,932.52,11037,3467,3294,4629,5
U669,Jan,2025,18841,786.04,6104,3360,4620,4757,2
U616,Dec,2025,23049,947.18,10316,2914,4525,5294,4
U671,Sep,2025,22955,955.7,7475,4808,6226,4446,7
U361,Feb,2025,14032,579.33,5281,2250,3849,2652,2
U456,May,2025,21699,906.24,9050,3119,5224,4306,0
U523,May,2025,24737,1027.57,11067,3824,5299,4547,0
U328,Aug,2025,22762,936.18,6845,5683,4733,5501,3
U218,Aug,2025,22086,917.15,7776,4258,4888,5164,3
U481,Jul,2023,19129,791.86,7797,2757,4503,4072,4
U690,Jul,2025,14705,605.56,5978,1949,3181,3597,4
U423,Dec,2025,20788,869.8,8887,3567,4728,3606,6
U254,Nov,2025,14147,580.18,5103,3245,3406,2393,4
U258,Jun,2024,12615,521.15,5148,2468,2146,2853,0
U523,Jun,2023,12947,530.99,4375,2112,3148,3312,2
U560,Nov,2023,17677,726.45,5963,3365,3926,4423,5
U374,Sep,2023,16651,687.64,6915,3612,3299,2825,6
U480,Jun,2025,24565,1008.5,10737,3256,5557,5015,6
U314,Dec,2025,23956,996.49,7763,4961,6555,4677,7
U488,Feb,2024,19866,816.23,6447,3639,4192,5588,6
U631,Feb,2023,14013,584.37,5788,1849,3071,3305,4
U542,May,2025,15697,644.4,5557,2129,4673,3338,4
U351,Apr,2023,12490,512.83,4727,2415,2349,2999,0
U650,Nov,2024,16350,675.34,6215,2069,4124,3942,5
U327,Feb,2024,14428,604.48,4843,2115,3339,4131,0
U355,Mar,2024,16987,707.36,5100,3203,5189,3495,5
U690,Jul,2023,20733,866.02,9757,2290,5162,3524,0
U586,Aug,2025,21479,883.68,9515,3350,4875,3739,2
U674,Dec,2025,21825,913.03,9561,2772,5295,4197,7
U473,Jun,2024,16920,693.86,6925,2698,3264,4033,4
U304,Nov,2025,14926,615.15,6570,2993,2460,2903,1
U617,May,2024,21544,896.58,10494,3594,3555,3901,1
U593,Jan,2023,19282,797.8,8351,3159,3288,4484,7
U499,Aug,2024,16376,687.53,5781,2313,4560,3722,4
U446,Mar,2023,21490,881.74,8899,4077,3569,4945,6
U376,Jun,2024,16868,708.43,6552,2400,3310,4606,4
U239,Mar,2025,18986,790.27,7808,2406,4502,4270,4
U677,Jul,2025,18862,783.88,7611,3744,4363,3144,7
U370,Jul,2024,24159,991.96,11397,4880,3584,4298,4
U447,Dec,2025,16423,677.83,7067,2733,3528,3095,6
U226,Sep,2025,22450,941.21,7582,3095,5193,6580,5
U555,May,2025,18870,780.35,5898,4878,4592,3502,7
U506,Aug,2023,24839,1034.83,9559,3260,5916,6104,2
U609,Oct,2025,20159,846.67,6110,5247,4387,4415,1
U608,Oct,2023,14073,580.7,5117,2493,3749,2714,7
U213,Aug,2024,18170,755.44,6788,3108,4364,3910,3
U516,Jan,2025,12701,529.59,4764,2449,3200,2288,1
U591,Dec,2025,22111,910.19,10964,4363,3440,3344,1
U513,May,2025,20113,827.62,7256,4882,3441,4534,6
U236,Mar,2024,18825,780.41,6646,3581,4695,3903,0
U373,Jan,2023,22652,937.47,7381,5179,4512,5580,4
U220,Apr,2023,24454,1020.08,9835,4620,5633,4366,4
U521,Aug,2025,19867,815.93,6570,4503,4092,4702,4
U464,Mar,2024,16264,682.64,6883,3432,2481,3468,0
U694,Oct,2024,19968,818.97,6610,2763,5671,4924,6
U600,Feb,2024,20146,838.1,8367,3123,3635,5021,7
U342,Nov,2024,24516,1018.95,11406,5137,3978,3995,2
U660,Sep,2024,19776,813.48,6100,5331,4479,3866,2
U571,Oct,2023,20558,845.98,7893,2561,4251,5853,6
U671,May,2023,20719,865.9,8126,3025,5680,3888,3
U343,Jul,2023,16886,707.31,7737,3648,3270,2231,2
U292,Nov,2025,23910,987.08,9410,4329,4883,5288,6
U554,Nov,2024,23801,986.26,9841,4391,4217,5352,7
U522,Feb,2025,15935,658.99,7302,2013,2977,3643,2
U488,Sep,2024,16619,682.58,6846,3702,3547,2524,4
U415,Sep,2023,17191,716.4,6389,2660,3338,4804,5
U647,Apr,2025,22345,934.58,7087,3630,5342,6286,6
U542,Apr,2023,18875,779.63,8417,2568,3237,4653,1
U251,Jun,2024,22100,927.98,10480,4461,3825,3334,2
U353,Oct,2024,23204,953.12,11463,3998,3572,4171,2
U386,Oct,2024,19856,827.24,9636,3615,2828,3777,0
U263,Oct,2023,17401,721.24,7995,2590,3571,3245,3
U390,Jun,2024,24420,1012.13,10468,5327,3511,5114,5
U325,Dec,2023,15022,622.78,6854,2923,2870,2375,7
U350,Jan,2025,23675,976.8,9148,5086,5069,4372,0
U514,Sep,2024,22912,955.79,9599,5247,3355,4711,4
U258,Feb,2024,17738,740.06,6558,3054,3300,4826,1
U542,May,2024,17984,742.42,6570,3677,4201,3536,3
U505,Sep,2025,13770,576.07,6214,2886,2675,1995,0
U380,Apr,2024,24305,1004.21,9498,5303,4260,5244,6
U370,Nov,2023,21969,916.66,7522,4517,4112,5818,2
U526,Mar,2023,24404,1003.52,8306,3464,6063,6571,2
U471,Jul,2024,20989,864.09,9903,3664,3512,3910,3
U254,Jun,2024,15215,628.62,6626,2622,2670,3297,2
U691,Aug,2025,23980,997.42,9812,3355,6157,4656,6
U644,Mar,2025,18694,778.52,7107,4361,2929,4297,0
U301,May,2025,14976,619.95,5783,2469,3545,3179,0
U681,Oct,2024,15737,646.44,4901,3006,3715,4115,2
U464,Apr,2025,21903,906.21,8563,4461,4496,4383,2
U253,Apr,2025,12752,531.62,5854,2053,2454,2391,4
U260,Apr,2023,22661,944.31,8556,3072,5070,5963,1
U692,Oct,2025,24161,994.47,9101,4178,4365,6517,7
U308,Aug,2023,13392,549.18,4059,2042,3414,3877,3
U205,Jun,2023,18789,784.5,7357,2722,3843,4867,0
U303,Mar,2025,22797,937.1,6954,3191,7522,5130,3
U396,Oct,2023,12677,520.8,5249,1754,2485,3189,4
U462,May,2024,12105,496.34,4858,1928,2873,2446,0
U565,Jun,2024,23479,972.8,10988,3842,4971,3678,4
U680,May,2025,16753,695.3,6975,3753,3479,2546,4
U572,Jun,2024,13946,580.68,5085,2729,2846,3286,5
U550,Aug,2023,17544,724.5,7074,3571,2763,4136,2
U247,Jul,2024,13095,546.2,5761,1991,2494,2849,6
U555,May,2025,18985,781.6,6052,4530,4601,3802,5
U511,Oct,2025,13782,576.53,5846,2572,3001,2363,7
U624,Jun,2023,16541,687.64,7994,2495,2995,3057,3
U508,Apr,2025,15257,634.45,5489,2332,4365,3071,6
U344,Dec,2024,18213,750.55,7746,2728,4026,3713,3
U469,Sep,2025,22189,911.39,10301,3853,3751,4284,2
U570,Apr,2023,16869,699.47,6787,2875,2930,4277,6
U324,Jan,2025,13561,564.35,6015,2851,2418,2277,5
U306,Jul,2024,16006,657.77,5797,2521,4305,3383,3
U358,Jul,2023,21867,917.33,7898,2997,4790,6182,5
U347,Apr,2024,21314,894.77,9239,3838,3717,4520,2
U345,Mar,2023,15981,663.94,7048,3369,2382,3182,6
U320,Aug,2025,21493,901.63,10475,3007,4463,3548,6
U519,May,2023,17682,728.13,6099,3817,4031,3735,0
U475,Oct,2023,17782,729.51,6999,2655,3282,4846,4
U292,Jul,2025,12943,531.17,4531,2621,3292,2499,4
U258,Apr,2024,16550,688.27,5230,4045,3389,3886,5
U639,Apr,2025,21137,867.92,8045,4888,4534,3670,6
U546,Aug,2023,12600,528.68,4722,1741,3069,3068,3
U429,Aug,2025,22892,941.82,8105,4011,4741,6035,5
U674,Feb,2023,18376,759.02,6604,3860,3975,3937,5
U317,Feb,2025,21609,903.74,8040,2808,4724,6037,1
U518,Mar,2025,13524,557.44,6731,2296,2315,2182,7
U479,Dec,2024,15766,650.24,7198,2618,2381,3569,6
U327,Dec,2023,12250,510.12,3849,2165,3199,3037,4
U593,Mar,2024,21736,897.18,10313,4145,4150,3128,6
U596,Jan,2023,12078,497.82,5153,1786,2671,2468,2
U329,Mar,2025,15123,623.89,7230,3143,2145,2605,5
U258,Jun,2023,21089,875.0,7767,4839,3652,4831,1
U322,Aug,2024,19064,800.04,7490,3953,3872,3749,1
U201,Dec,2024,20417,854.09,9784,2257,4030,4346,4
U439,Oct,2024,13209,545.33,4682,3247,2276,3004,4
U490,Jun,2023,17153,709.51,8286,3174,2490,3203,4
U296,May,2024,16898,700.67,7869,2219,3191,3619,2
U326,Apr,2024,14178,595.18,7033,1989,2254,2902,1
U318,Mar,2024,22871,941.65,8344,3685,5257,5585,3
U248,Apr,2025,19610,811.02,6807,5081,4627,3095,2
U289,Jul,2025,23077,962.99,8450,5424,5446,3757,0
U688,Jan,2023,22998,965.09,11290,4519,2905,4284,7
U437,Jul,2023,20895,859.95,7660,4734,4855,3646,7
U573,Jan,2024,14544,599.61,6007,2486,3142,2909,5
U585,Feb,2025,17522,722.36,6671,2616,3404,4831,7
U472,Apr,2024,14370,589.47,5449,2155,3796,2970,4
U389,Jan,2024,15281,635.75,5175,2327,3355,4424,1
U687,Nov,2025,16710,696.32,6807,3063,2985,3855,7
U392,Dec,2025,12328,512.88,5792,2509,1622,2405,5
U647,Nov,2025,17579,721.99,5447,4832,3969,3331,7
U269,Nov,2023,16228,666.47,7754,2181,3379,2914,6
U478,Sep,2023,18794,774.51,8139,3616,2953,4086,2
U549,Dec,2024,12120,500.44,5130,2232,2633,2125,0
U447,Jun,2023,18749,783.46,7971,3209,3712,3857,6
U651,Jan,2025,12964,533.59,4657,2767,2541,2999,2
U276,Jan,2025,16224,665.9,6214,2745,3964,3301,2
U354,Jun,2023,15675,648.85,7208,3292,2134,3041,3
U344,Apr,2024,17694,732.82,6392,3854,3478,3970,7
U635,Apr,2024,14076,583.46,5546,2992,3271,2267,5
U685,Nov,2023,18865,789.06,5733,3263,5654,4215,3
U286,Jun,2024,17643,725.09,7881,2281,4204,3277,2
U385,Dec,2024,20524,855.93,7871,3528,5028,4097,7
U485,Nov,2024,23560,973.92,9543,4952,4115,4950,0
U662,Jul,2025,17249,712.56,5570,4528,4164,2987,1
U420,Sep,2025,13316,558.37,6635,1907,2530,2244,1
U269,Oct,2023,13196,544.31,4757,2994,2275,3170,7
U247,May,2025,15170,631.72,6477,2556,2999,3138,6
U697,Sep,2024,21621,892.41,8999,3269,5116,4237,5
U294,Apr,2025,12355,512.82,5646,2333,1788,2588,4
U438,Oct,2023,24426,1020.67,8763,5633,5528,4502,4
U646,Feb,2025,21718,909.59,9798,2867,3794,5259,1
U700,Mar,2024,24089,1007.85,9069,3920,5049,6051,2
U653,Nov,2024,12028,500.15,4597,2221,2355,2855,2
U404,Jan,2023,13013,536.77,5654,1746,2510,3103,3
U600,Jun,2025,22894,953.79,10459,4797,3809,3829,7
U418,Jun,2025,21019,876.7,9109,3790,3550,4570,5
U674,Jan,2025,24638,1010.42,11825,2873,4302,5638,7
U632,Nov,2024,14024,581.14,5007,2135,3634,3248,7
U541,Mar,2023,20490,857.37,9837,4163,3375,3115,3
U239,May,2025,17839,740.13,5818,4178,3312,4531,4
U300,Mar,2024,22057,911.21,9526,4346,4053,4132,7
U489,Oct,2024,24208,1013.63,9913,3066,4791,6438,1
U454,Mar,2024,17791,732.2,7097,4053,3153,3488,6
U422,Oct,2025,22303,919.03,8077,4107,4871,5248,7
U557,Mar,2025,12754,531.68,5111,2537,3032,2074,2
U223,May,2025,20961,866.79,6966,5485,4634,3876,7
U450,May,2025,15735,656.35,5882,2167,3840,3846,1
U210,Apr,2025,13238,544.85,4232,2669,3058,3279,0
U446,Jan,2025,22405,924.26,9283,2754,4914,5454,1
U525,May,2025,13906,572.32,4438,2839,3028,3601,0
U300,Oct,2025,19399,813.84,6441,3245,4554,5159,3
U490,May,2025,19961,826.49,6329,5210,3624,4798,3
U380,Apr,2024,21756,899.33,8185,3795,5288,4488,4
U423,Jun,2025,21410,878.11,10028,3719,3615,4048,1
U594,Oct,2023,16601,683.19,7991,3203,3189,2218,1
U450,Apr,2024,21549,892.58,6774,5861,4493,4421,0
U347,Jul,2025,24031,986.92,10259,4142,5262,4368,3
U642,Jul,2023,13460,558.73,5880,2206,2816,2558,0
U296,Feb,2025,19669,815.38,8000,2510,4846,4313,3
U457,Mar,2023,24177,1009.8,10478,2774,6423,4502,0
U525,Jan,2023,13416,558.91,4651,2820,3013,2932,3
U693,Aug,2023,23045,955.12,9170,2956,4380,6539,0
U204,Sep,2023,19766,814.85,7475,3393,4807,4091,6
U216,Apr,2024,13428,560.31,4269,1838,3315,4006,3
U480,Jun,2024,16378,683.09,6962,3041,3127,3248,5
U536,Sep,2023,19529,803.68,7792,3346,4489,3902,0
U447,Jun,2025,16474,690.5,5848,2395,4792,3439,1
U458,Dec,2023,24485,1005.46,9665,3842,6113,4865,4
U697,Dec,2024,23254,954.69,10581,3978,3858,4837,5
U676,Dec,2025,15071,620.73,6937,2695,2960,2479,5
U584,Sep,2024,12555,526.17,5397,2093,2893,2172,0
U360,Apr,2024,20547,853.11,8086,4495,4252,3714,4
U675,Aug,2025,13563,566.77,5630,1764,2981,3188,1
U540,Sep,2023,23692,976.77,8931,3201,5310,6250,5
U352,Apr,2023,13040,541.03,4242,1837,3638,3323,1
U596,May,2023,14686,607.39,5538,2809,3172,3167,3
U378,Aug,2023,24666,1031.73,10016,4999,4913,4738,7
U363,Dec,2025,24967,1024.21,10480,3275,6708,4504,6
U580,Oct,2025,14553,600.22,7089,2446,2614,2404,7
U233,Jun,2025,13779,567.04,6275,2216,2552,2736,7
U617,Dec,2024,12075,505.45,3989,3213,2369,2504,4
U645,Jul,2025,16326,677.0,5466,3730,3209,3921,6
U379,Mar,2023,17835,738.44,5708,4020,3778,4329,2
U627,Jul,2024,17057,707.0,7635,2959,3520,2943,3
U301,Dec,2023,23511,986.8,10373,5248,4331,3559,4
U468,Aug,2023,14349,600.51,7135,2857,2210,2147,0
U523,Oct,2025,14773,616.13,5974,2706,2763,3330,6
U265,Jun,2025,14262,588.88,6635,2219,3144,2264,0
U617,Oct,2023,15229,626.9,6324,2604,2586,3715,1
U368,Sep,2023,22308,935.18,10592,3346,4113,4257,7
U530,Jun,2024,12392,513.31,5504,2109,2575,2204,5
U243,Dec,2025,13108,541.08,5617,1908,2576,3007,6
U244,Sep,2024,16362,678.55,6757,3701,3490,2414,2
U485,Apr,2024,17188,720.48,7641,2845,3372,3330,0
U597,Aug,2024,20802,860.93,7986,4721,4071,4024,4
U212,Nov,2023,17057,708.93,5446,3425,4647,3539,6
U295,Apr,2024,22967,960.09,7073,5462,4513,5919,6
U502,Feb,2024,15998,662.75,6332,2584,3121,3961,5
U586,Oct,2023,20864,860.3,8759,3933,4654,3518,5
U453,Nov,2025,18566,779.67,5862,3807,4691,4206,4
U699,Sep,2025,15677,657.75,5602,2754,4246,3075,5
U442,May,2024,17796,744.65,6484,4256,3037,4019,0
U235,Apr,2023,18363,765.52,7575,2400,4491,3897,4
U415,Feb,2025,20123,830.98,7157,3855,4667,4444,7
U537,Jan,2024,20222,847.57,6453,3289,5610,4870,4
U290,Nov,2024,19690,812.72,6556,4888,4437,3809,1
U464,Jul,2023,13400,560.13,4486,2234,3010,3670,2
U293,Jun,2024,16071,673.67,7529,2790,2592,3160,6
U610,Feb,2025,20808,865.68,7425,3119,5096,5168,1
U658,Aug,2023,24826,1037.8,10996,3885,4659,5286,2
U290,Nov,2025,14786,617.93,6115,3293,2677,2701,4
U618,Apr,2025,19169,789.63,9496,2255,4409,3009,6
U315,Aug,2025,12870,536.27,4563,2763,3254,2290,5
U305,Jul,2024,16196,665.55,5371,2607,4301,3917,2
U591,May,2024,23796,987.72,7386,4646,5295,6469,4
U396,Oct,2025,21604,889.27,7522,4338,4067,5677,4
U514,Oct,2025,14739,610.44,6438,2618,3377,2306,1
U314,Dec,2023,12940,541.32,4102,2832,3162,2844,1
U693,Aug,2023,12340,518.12,4305,2635,2999,2401,5
U275,Sep,2024,23100,954.44,10881,3107,3982,5130,7
U613,May,2024,19422,806.63,8091,3175,3514,4642,3
U576,Oct,2023,16133,669.7,5064,2296,4902,3871,0
U620,May,2025,12659,531.1,3918,3092,2587,3062,3
U417,Feb,2024,22225,921.86,6939,5616,4387,5283,3
U477,May,2025,21752,907.04,10623,2669,4777,3683,6
U449,Mar,2023,15457,647.99,7264,1968,3196,3029,7
U364,Jul,2024,21848,903.93,10246,2417,4372,4813,6
U594,Oct,2024,14975,627.48,7260,3040,2781,1894,5
U557,May,2023,21241,890.37,8518,4598,4218,3907,6
U657,Aug,2024,12453,522.16,4351,2204,3357,2541,2
U608,Jan,2023,21896,903.66,8326,4021,4695,4854,5
U392,Mar,2024,20184,835.62,8957,2900,3593,4734,5
U427,Mar,2023,17442,730.3,8288,2924,3085,3145,4
U377,Sep,2024,22976,950.27,8892,4837,5482,3765,4
U299,May,2025,12818,533.23,5217,2200,3209,2192,4
U696,Dec,2025,16868,693.58,8203,3246,2596,2823,0
U236,Sep,2025,12012,493.17,3861,2473,3035,2643,2
U666,Sep,2024,24171,1000.97,11419,2918,4775,5059,2
U697,Jan,2024,19727,820.23,6546,4276,5052,3853,4
U687,Feb,2025,12920,534.79,5126,2279,2453,3062,3
U296,May,2025,16920,703.5,5815,4299,2912,3894,0
U352,Apr,2023,14418,598.56,6064,2325,2546,3483,3
U351,Oct,2023,21506,896.49,8854,3549,4909,4194,1
U390,Sep,2023,18475,769.48,6946,3806,3614,4109,2
U424,Jul,2025,23869,988.76,11281,3844,4759,3985,2
U237,Jun,2025,14017,580.65,6054,2188,2585,3190,3
U468,Jul,2025,19957,821.05,8865,4414,3846,2832,0
U569,Jan,2023,21420,889.21,7071,3737,4749,5863,2
U383,Jan,2024,16792,698.33,8003,2245,3351,3193,3
U213,Aug,2025,18830,781.0,6278,4680,3377,4495,5
U479,Feb,2024,14434,596.5,4973,1898,3421,4142,5
U417,Dec,2024,14868,620.32,4841,2408,3998,3621,6
U555,Oct,2024,22707,932.68,8811,4420,3974,5502,0
U561,Nov,2023,13438,563.25,6417,1632,2929,2460,3
U486,Sep,2024,24356,999.1,8536,6283,3878,5659,6
U473,Jul,2025,15543,652.22,5824,2846,3070,3803,5
U569,Jun,2023,23367,968.85,10964,3962,3393,5048,0
U262,Jan,2025,13781,570.71,5837,1843,3595,2506,7
U284,Jan,2025,18343,756.77,8260,2600,4080,3403,6
U568,Feb,2023,14263,584.93,4889,3027,2868,3479,7
U417,Jun,2025,22161,914.69,9823,3823,3539,4976,4
U542,Jun,2025,12211,501.99,4219,2852,3055,2085,0
U597,Feb,2023,20699,862.32,10296,2640,4658,3105,1
U387,Jan,2025,18159,750.31,7481,3531,3922,3225,4
U219,Oct,2024,19027,794.7,8355,2755,3400,4517,6
U377,May,2025,12331,508.12,3991,2646,2543,3151,3
U300,May,2024,18860,790.24,6603,3934,4428,3895,4
U596,Feb,2025,20044,832.29,6573,3022,6266,4183,4
U645,Jun,2023,20169,829.24,7624,3885,4236,4424,6
U433,Sep,2023,20742,858.74,7401,2700,5879,4762,3
U603,Feb,2025,17720,730.18,7913,2944,3095,3768,3
U276,Oct,2023,21133,870.67,6799,4866,4836,4632,5
U465,Feb,2025,12727,528.25,5732,1500,2552,2943,1
U655,Mar,2023,16975,707.38,5247,4547,3085,4096,3
U484,Jul,2024,23054,966.23,7847,4436,5309,5462,2
U406,Jun,2025,15243,632.62,6987,3200,2694,2362,2
U423,Dec,2024,12648,530.78,5673,1544,2423,3008,1
U584,Aug,2024,17095,716.99,6757,4031,3450,2857,0
U252,Aug,2025,18614,779.28,5770,2849,4215,5780,6
U539,Jun,2024,22929,951.55,9675,3874,5495,3885,0
U567,Dec,2025,22939,943.73,8747,5500,3763,4929,2
U344,Nov,2024,19135,788.7,6951,3003,5341,3840,3
U573,Oct,2025,13009,541.79,5568,1539,3475,2427,1
U269,Mar,2025,13550,561.26,5248,2977,2809,2516,0
U299,Mar,2023,20995,863.88,6686,4567,3982,5760,0
U596,Jan,2025,24272,1006.78,11727,3798,3528,5219,7
U225,Jul,2025,19492,799.51,8882,2194,4710,3706,6
U636,May,2024,24501,1022.52,7626,5579,6442,4854,4
U579,Apr,2025,24456,1004.5,9904,3409,5900,5243,2
U669,Oct,2023,15401,641.13,4877,4064,3441,3019,3
U684,Apr,2024,19447,812.75,9090,3491,3077,3789,1
U253,Apr,2024,17424,716.7,7363,3434,3388,3239,0
U351,Jun,2023,16241,674.3,5432,2664,3617,4528,6
U344,Aug,2024,24803,1036.25,7543,6492,4849,5919,4
U257,Aug,2024,15161,625.55,4644,3234,3528,3755,2
U239,May,2024,24740,1018.37,9932,5499,4034,5275,2
U309,Jun,2024,16155,667.8,7219,2271,3739,2926,6
U381,Apr,2023,19478,809.4,6314,4621,4850,3693,7
U242,Dec,2023,20719,861.4,7132,4278,4188,5121,1
U386,Nov,2024,23490,966.16,8584,3125,6492,5289,0
U623,Sep,2024,21215,879.52,7289,3914,6002,4010,1
U598,Aug,2023,18617,768.29,7042,2740,3690,5145,6
U423,Oct,2023,17660,738.93,7274,2823,3596,3967,6
U322,Dec,2023,23926,988.47,10455,3727,4980,4764,1
U333,Oct,2024,20624,862.88,10162,3086,3355,4021,5
U363,Jan,2024,13176,545.86,6405,2167,2456,2148,4
U415,Feb,2025,19956,832.7,8262,3674,3283,4737,2
U421,Sep,2023,20592,854.78,9201,2367,5291,3733,5
U435,Aug,2024,22296,928.0,10928,3980,3486,3902,3
U531,Mar,2023,23242,962.11,7360,6191,4309,5382,2
U346,Aug,2024,14233,594.49,4285,2683,3678,3587,2
U439,Dec,2023,22637,937.74,6926,3707,5390,6614,4
U276,Jan,2024,16700,692.34,6891,3021,2815,3973,3
U209,Oct,2025,23027,956.03,10421,4298,3749,4559,0
U274,Apr,2025,17906,749.04,6686,3767,4011,3442,3
U642,Mar,2023,19860,827.36,8123,3784,3879,4074,0
U692,Jun,2024,19526,807.38,7874,2671,3752,5229,7
U601,Jul,2024,17559,731.69,5600,4393,3861,3705,7
U453,Apr,2023,18732,780.05,6824,3395,3948,4565,3
U430,Jul,2024,14513,608.54,4410,2468,3871,3764,1
U207,Sep,2023,19830,829.72,6388,2920,6058,4464,6
U374,Nov,2024,21965,914.79,10155,3346,4980,3484,3
U341,Feb,2023,18944,783.17,8825,3274,2804,4041,5
U368,Nov,2024,19910,831.83,9166,3578,3422,3744,5
U370,Mar,2023,17649,733.76,7860,3842,3445,2502,4
U593,May,2024,13096,549.84,6006,1635,2338,3117,6
U634,Mar,2025,21120,871.15,9170,4745,3570,3635,6
U483,Nov,2024,13951,573.1,6054,2613,2355,2929,0
U322,Aug,2023,22165,910.31,9607,3652,5118,3788,2
U394,Dec,2025,21746,905.5,8759,4904,3384,4699,4
U205,Oct,2024,22970,963.34,8560,4883,4591,4936,5
U229,Aug,2025,24613,1009.18,10978,3677,4505,5453,5
U365,Aug,2024,21186,884.0,7621,5111,5020,3434,7
U622,Dec,2025,19799,824.77,8089,3903,4192,3615,0
U539,Dec,2023,20804,868.2,8044,4335,4605,3820,5
U336,Sep,2024,22785,942.28,8096,5571,3740,5378,5
U696,Apr,2024,12595,526.73,6233,1842,2545,1975,0
U565,May,2023,19875,815.76,6991,4269,3951,4664,5
U521,May,2025,21033,878.24,7610,4683,5170,3570,2
U542,Aug,2023,16439,678.39,5462,3191,4364,3422,1
U700,Jul,2023,17972,745.42,8349,2085,4013,3525,4
U345,Sep,2025,12858,537.76,5365,2654,2135,2704,2
U527,Aug,2023,17519,723.03,7403,2119,3535,4462,2
U417,Feb,2024,19385,798.38,8996,3569,2793,4027,1
U501,Oct,2024,20636,860.14,7606,4979,3355,4696,7
U332,Dec,2024,21980,912.9,7445,3915,6199,4421,6
U492,Apr,2023,16317,677.39,5542,2374,3647,4754,4
U270,Jun,2024,15454,637.58,6900,2109,3286,3159,7
U452,Dec,2024,24144,990.75,10208,4354,4090,5492,7
U615,Feb,2024,24879,1030.25,8490,6367,5835,4187,2
U475,Jul,2024,13030,535.62,4287,2644,2656,3443,5
U645,Mar,2024,21487,900.43,6964,3232,6415,4876,7
U564,Mar,2024,19906,816.97,8471,3722,4113,3600,1
U382,Nov,2023,22255,922.06,6677,5398,6050,4130,6
U367,Feb,2024,13447,552.03,4083,2609,3886,2869,4
U291,Nov,2024,22237,913.84,8403,4763,4634,4437,3
U402,Aug,2025,24811,1033.6,10873,3693,4471,5774,0
U546,Jun,2023,14850,618.46,6519,2980,2383,2968,5
U219,Jan,2023,24016,985.45,9270,3955,5967,4824,1
U239,Dec,2023,22260,912.69,9754,3141,5335,4030,0
U326,Jan,2023,23953,983.96,9682,5363,4652,4256,6
U651,Jul,2024,20106,839.69,9960,3142,2966,4038,6
U373,Aug,2024,22467,934.28,7470,3854,6483,4660,3
U341,May,2025,19151,785.92,8045,4298,3346,3462,7
U442,Dec,2025,22000,912.74,8761,4477,5102,3660,2
U420,Nov,2023,21503,896.93,7287,3470,5438,5308,2
U326,May,2025,18952,793.5,8528,3366,4056,3002,4
U258,Apr,2025,16055,673.25,5701,3873,3785,2696,1
U348,Jun,2023,17402,719.18,6549,3681,4030,3142,1
U676,Jun,2023,22643,931.44,8490,3523,5836,4794,7
U656,Mar,2025,21281,877.56,7423,4569,5061,4228,6
U517,Sep,2024,13672,571.16,5279,2717,2674,3002,4
U583,Dec,2025,23867,1001.73,9419,5261,5412,3775,7
U561,Nov,2025,16532,685.52,7420,2147,4067,2898,0
U623,Jul,2024,16924,699.05,7666,3147,3436,2675,2
U201,Jan,2024,24546,1016.92,8142,3370,5548,7486,2
U587,Jul,2023,22195,916.76,9289,4378,4045,4483,6
U661,May,2023,18085,746.12,8667,3692,2600,3126,1
U548,May,2025,24390,1014.47,7847,3885,6658,6000,6
U390,Feb,2024,19734,809.4,7786,3133,4914,3901,7
U391,Apr,2023,16864,695.8,7589,2936,3756,2583,1
U569,Dec,2025,21316,888.05,9001,4266,4043,4006,4
U609,Jun,2024,13221,542.48,4232,2416,3189,3384,7
U512,Oct,2025,14860,610.5,5636,3070,2589,3565,3
