user_id,num_people,num_children,bedrooms,has_ac,has_geyser,has_iron,has_washing_machine,has_dishwasher,has_induction,has_microwave,has_kettle,has_vacuum,has_room_heater,home_area_sqft,has_pool,has_garden,vacation_month,vacation_days,climate,city,electricity_provider,electricity_consumption_kwh
10995,6,4,3,1,1,1,1,1,0,1,0,0,0,1470,0,0,Dec,14,Moderate,Mumbai,MSEDCL,363.57
10996,1,0,2,1,0,1,0,0,1,0,1,0,0,1168,0,0,Mar,0,Hot,Kolkata,CESC,521.02
10997,8,5,5,1,1,1,1,1,1,1,1,1,0,2068,0,0,Jun,24,Hot,Chennai,TANGEDCO,191.18
10998,5,0,3,1,0,1,0,1,0,0,1,0,0,1315,0,0,Mar,0,Hot,Kolkata,CESC,638.31
10999,5,3,2,1,0,0,0,0,1,0,0,1,0,991,0,0,Nov,0,Hot,Chennai,TANGEDCO,548.88
11000,3,1,1,0,0,0,0,0,0,1,0,0,0,403,0,0,Dec,12,Cold,Delhi,BSES Yamuna,110.92
11001,6,0,4,1,0,1,1,0,0,1,1,0,0,1674,0,0,May,12,Hot,Kolkata,CESC,427.49
11002,5,2,2,0,1,1,0,1,0,0,0,1,1,1097,0,0,Dec,19,Cold,Delhi,BSES Yamuna,210.08
11003,6,2,3,1,0,1,1,0,0,0,0,0,0,1440,0,0,Sep,6,Hot,Chennai,TANGEDCO,479.28
11004,2,1,2,0,0,0,1,0,0,1,0,0,0,829,0,0,Jul,0,Moderate,Bangalore,BESCOM,209.71
11005,4,3,2,0,0,0,0,0,1,0,0,0,0,942,0,0,Jun,24,Hot,Chennai,TANGEDCO,60.0
11006,4,0,3,0,1,1,1,0,0,0,0,0,0,1525,0,0,May,6,Moderate,Bangalore,BESCOM,326.09
11007,2,1,1,0,0,0,0,0,0,0,0,0,0,582,0,0,Dec,24,Moderate,Bangalore,BESCOM,60.0
11008,5,2,2,0,0,0,0,1,1,1,0,0,0,815,0,0,Apr,0,Hot,Chennai,TANGEDCO,397.09
11009,2,0,3,0,0,1,1,0,0,1,1,0,0,1310,0,0,Oct,9,Moderate,Mumbai,MSEDCL,188.43
11010,2,0,2,0,1,0,0,0,1,1,1,0,1,1159,0,1,May,23,Cold,Delhi,BSES Yamuna,133.94
11011,3,0,3,1,1,0,1,0,0,1,0,0,0,1400,0,0,Sep,4,Moderate,Mumbai,MSEDCL,473.67
11012,7,2,4,1,1,1,1,1,0,1,1,0,0,1706,0,0,Apr,8,Hot,Chennai,TANGEDCO,693.42
11013,4,1,3,1,0,1,1,0,1,1,0,0,0,1578,0,0,May,18,Hot,Chennai,TANGEDCO,281.64
11014,2,0,1,0,0,0,0,0,1,0,0,0,0,561,0,0,Nov,0,Hot,Kolkata,CESC,206.48
11015,2,1,2,0,1,0,0,0,0,0,1,1,0,1082,0,0,Jun,12,Moderate,Bangalore,BESCOM,195.97
11016,5,2,3,1,0,1,0,0,1,0,1,0,0,1468,0,0,May,22,Hot,Chennai,TANGEDCO,143.81
11017,8,5,5,1,1,1,0,0,1,1,1,0,0,2154,0,0,Sep,7,Hot,Kolkata,CESC,733.5
11018,7,1,4,1,0,1,1,0,0,1,1,1,0,1672,0,0,May,7,Hot,Delhi,BSES Yamuna,591.7
11019,5,4,4,1,0,1,1,0,1,1,1,0,0,1796,0,0,May,7,Hot,Chennai,TANGEDCO,615.38
11020,4,1,2,0,0,0,0,0,0,0,0,0,0,1042,0,0,Jun,18,Hot,Kolkata,CESC,108.76
11021,4,0,2,0,0,1,0,0,0,0,1,0,0,885,0,0,Dec,17,Moderate,Bangalore,BESCOM,81.79
11022,3,0,2,1,0,0,0,1,0,0,0,0,0,1086,0,0,Oct,13,Moderate,Mumbai,MSEDCL,219.56
11023,1,0,2,0,0,0,0,0,0,1,1,0,0,1058,0,0,Jan,9,Hot,Chennai,TANGEDCO,222.37
11024,4,0,1,0,0,0,1,0,0,0,0,0,0,685,0,0,Sep,0,Hot,Chennai,TANGEDCO,225.09
11025,7,5,5,1,0,1,1,1,0,1,1,0,0,2148,0,0,Jun,17,Hot,Chennai,TANGEDCO,381.89
11026,1,0,2,0,0,1,0,0,0,1,1,0,1,1154,0,0,Apr,0,Cold,Delhi,BSES Yamuna,411.39
11027,1,0,2,1,0,0,1,0,0,0,1,0,0,1189,0,0,Oct,24,Hot,Chennai,TANGEDCO,101.41
11028,1,0,1,0,0,0,0,0,0,0,0,0,0,589,0,0,May,22,Hot,Chennai,TANGEDCO,60.0
11029,8,3,5,1,1,1,1,0,0,0,1,0,1,2216,0,0,May,20,Moderate,Mumbai,MSEDCL,265.39
11030,3,0,3,1,0,1,1,0,0,1,1,1,0,1554,0,0,Feb,0,Hot,Chennai,TANGEDCO,671.65
11031,6,4,3,1,0,0,1,0,0,1,1,0,0,1285,0,0,Dec,13,Hot,Kolkata,CESC,349.6
11032,6,1,4,0,1,1,1,1,0,0,0,1,1,1815,0,1,Sep,3,Cold,Delhi,BSES Yamuna,685.5
11033,4,0,2,0,0,0,0,0,1,1,1,1,0,1119,0,0,Mar,0,Moderate,Mumbai,MSEDCL,290.66
11034,2,1,3,1,0,1,1,0,0,0,0,1,0,1317,0,1,May,6,Hot,Kolkata,CESC,476.36
11035,4,2,1,0,0,0,0,0,0,1,0,1,0,769,0,0,May,21,Hot,Kolkata,CESC,73.82
11036,5,1,2,0,1,1,0,0,0,0,0,0,0,886,0,1,Jan,0,Moderate,Bangalore,BESCOM,352.47
11037,7,4,4,1,1,1,1,0,0,0,1,0,0,1639,0,0,Nov,0,Moderate,Mumbai,MSEDCL,621.96
11038,6,1,3,1,1,1,1,0,1,1,0,0,0,1360,0,0,Oct,5,Moderate,Bangalore,BESCOM,538.61
11039,3,1,2,0,0,1,0,0,0,0,1,1,0,990,0,0,Dec,24,Hot,Kolkata,CESC,60.0
11040,4,3,2,1,0,0,1,0,1,0,1,0,0,824,0,0,Apr,0,Moderate,Mumbai,MSEDCL,434.46
11041,3,1,3,1,1,1,0,0,0,1,1,1,0,1351,0,0,Jul,0,Hot,Delhi,BSES Yamuna,770.39
11042,4,3,1,0,0,1,1,0,0,0,1,0,0,494,0,1,Mar,4,Moderate,Bangalore,BESCOM,231.37
11043,4,3,2,1,0,0,0,1,0,0,0,0,0,845,0,0,May,12,Moderate,Mumbai,MSEDCL,226.36
11044,3,2,2,1,1,1,0,0,1,0,0,0,0,937,0,0,Oct,6,Moderate,Bangalore,BESCOM,402.99
11045,4,2,2,1,1,1,0,0,0,1,1,0,0,1087,0,0,Jan,0,Hot,Chennai,TANGEDCO,713.98
11046,3,2,4,1,1,1,1,0,0,0,1,1,0,1952,0,1,May,18,Moderate,Bangalore,BESCOM,281.85
11047,5,4,2,0,1,0,1,0,0,1,0,0,0,963,0,0,May,9,Moderate,Mumbai,MSEDCL,287.1
11048,5,3,2,1,0,1,1,0,1,0,0,0,0,1199,0,0,Jul,3,Hot,Kolkata,CESC,571.41
11049,4,0,3,0,0,1,0,0,0,1,0,0,0,1215,0,1,Apr,0,Hot,Chennai,TANGEDCO,368.47
11050,7,3,4,1,0,0,1,0,0,1,1,0,0,1617,0,0,Apr,0,Hot,Kolkata,CESC,710.37
11051,1,0,2,1,0,0,0,0,0,0,0,0,0,935,0,0,Jul,7,Hot,Chennai,TANGEDCO,270.81
11052,3,0,1,0,0,1,1,0,0,0,0,1,0,646,0,0,Jun,17,Hot,Delhi,BSES Yamuna,130.54
11053,2,0,2,0,0,0,0,0,0,0,1,0,0,1047,0,0,Sep,0,Hot,Chennai,TANGEDCO,199.68
11054,6,0,3,0,1,1,1,1,0,1,0,1,0,1530,0,0,Apr,0,Moderate,Bangalore,BESCOM,520.54
11055,5,0,3,1,1,1,1,0,0,1,0,0,0,1397,0,0,Jan,0,Hot,Chennai,TANGEDCO,801.06
11056,3,2,4,0,1,1,1,1,0,1,1,0,0,1600,0,0,Oct,8,Moderate,Mumbai,MSEDCL,369.28
11057,4,3,5,1,1,1,1,0,1,1,1,1,0,2189,0,0,Apr,0,Moderate,Bangalore,BESCOM,722.37
11058,6,5,3,1,0,1,1,0,0,0,1,1,0,1580,0,0,May,21,Hot,Delhi,BSES Yamuna,208.57
11059,3,1,3,1,1,1,1,0,0,1,0,1,0,1493,0,0,May,14,Hot,Delhi,BSES Yamuna,416.29
11060,4,0,2,0,0,1,1,1,0,0,0,0,0,844,0,0,Apr,0,Moderate,Bangalore,BESCOM,298.13
11061,2,0,1,1,0,1,0,0,0,0,0,0,0,736,0,0,Jun,11,Hot,Chennai,TANGEDCO,275.07
11062,6,4,6,1,0,1,0,0,1,1,1,1,0,2784,0,0,Nov,7,Hot,Chennai,TANGEDCO,638.2
11063,5,3,2,0,1,0,0,0,0,1,0,0,0,831,0,0,May,5,Moderate,Bangalore,BESCOM,302.24
11064,4,0,2,0,1,1,0,0,0,0,1,0,1,1191,0,0,Jun,17,Cold,Delhi,BSES Yamuna,217.25
11065,6,4,3,1,0,0,1,1,0,1,1,0,0,1317,0,0,May,11,Hot,Delhi,BSES Yamuna,476.1
11066,5,0,2,1,1,1,1,0,0,1,1,1,0,1095,0,0,Dec,13,Moderate,Bangalore,BESCOM,354.23
11067,2,0,3,1,1,0,1,0,1,0,0,0,0,1383,0,0,Apr,0,Moderate,Mumbai,MSEDCL,533.09
11068,6,5,3,1,0,1,1,0,1,1,0,1,0,1390,0,0,Mar,0,Hot,Kolkata,CESC,769.3
11069,3,1,2,1,1,0,1,0,0,0,0,0,0,1034,0,0,Mar,0,Moderate,Mumbai,MSEDCL,485.66
11070,6,2,4,0,0,1,1,0,0,1,1,0,0,1837,0,0,May,18,Moderate,Mumbai,MSEDCL,105.76
11071,1,0,2,1,1,0,0,0,0,1,0,1,0,1015,0,0,Jun,19,Moderate,Mumbai,MSEDCL,146.93
11072,4,3,2,1,0,0,1,0,0,0,0,0,0,873,0,0,Jul,8,Moderate,Mumbai,MSEDCL,283.83
11073,2,1,3,1,0,0,1,0,1,0,1,0,0,1310,0,0,Jun,5,Hot,Kolkata,CESC,476.79
11074,4,3,3,1,1,1,1,0,1,0,0,0,0,1302,0,0,Nov,0,Hot,Kolkata,CESC,776.05
11075,6,2,3,1,1,1,1,1,0,0,1,0,0,1558,0,0,May,24,Hot,Chennai,TANGEDCO,174.72
11076,1,0,2,0,0,1,0,0,0,1,0,0,1,873,0,0,Aug,3,Cold,Delhi,BSES Yamuna,308.32
11077,2,1,3,1,0,1,1,0,1,1,1,1,0,1451,0,0,May,8,Moderate,Mumbai,MSEDCL,416.46
11078,1,0,2,0,1,0,1,1,1,0,0,0,1,913,0,0,Jul,0,Moderate,Bangalore,BESCOM,554.07
11079,6,5,5,0,1,1,1,1,0,1,1,0,0,2378,0,0,Nov,2,Moderate,Mumbai,MSEDCL,573.33
11080,4,0,2,1,0,1,0,0,0,1,0,0,0,1112,0,0,Dec,10,Hot,Chennai,TANGEDCO,348.09
11081,4,1,3,0,0,1,1,0,1,0,0,1,0,1529,0,0,Aug,0,Moderate,Bangalore,BESCOM,325.21
11082,1,0,1,1,0,0,0,1,1,0,1,0,0,738,0,0,Nov,0,Hot,Kolkata,CESC,531.71
11083,1,0,2,0,1,0,0,0,0,0,0,0,1,1037,0,0,Jul,7,Cold,Delhi,BSES Yamuna,323.72
11084,5,3,2,1,0,0,1,0,0,1,0,1,0,972,0,0,Dec,12,Hot,Chennai,TANGEDCO,373.26
11085,5,4,4,0,0,1,1,0,0,0,1,1,0,1678,0,0,Oct,20,Hot,Chennai,TANGEDCO,130.63
11086,4,0,3,1,0,1,0,1,1,0,1,1,0,1585,0,0,Mar,3,Hot,Delhi,BSES Yamuna,643.4
11087,5,0,5,0,1,1,1,1,0,1,0,1,0,2092,0,0,May,9,Moderate,Bangalore,BESCOM,393.07
11088,4,0,2,1,0,1,1,0,0,1,0,0,0,849,0,0,May,14,Hot,Kolkata,CESC,295.08
11089,2,0,2,1,0,1,1,0,0,1,0,0,0,1084,0,0,Jan,3,Hot,Chennai,TANGEDCO,507.28
11090,2,1,1,0,0,1,1,0,1,0,0,0,0,622,0,0,May,24,Moderate,Mumbai,MSEDCL,60.0
11091,4,3,4,1,0,1,1,0,1,0,1,1,0,1680,0,0,Mar,0,Hot,Chennai,TANGEDCO,734.42
11092,4,2,2,0,1,1,1,0,0,1,0,1,0,1065,0,0,Jan,0,Moderate,Bangalore,BESCOM,456.64
11093,7,3,4,0,1,1,1,0,0,1,0,0,0,1754,0,0,May,23,Moderate,Bangalore,BESCOM,119.72
11094,7,0,4,0,1,1,1,0,0,1,1,0,1,1972,0,0,Apr,0,Cold,Delhi,BSES Yamuna,738.5
11095,7,0,5,1,1,1,1,0,1,1,1,0,0,2232,0,1,Nov,8,Moderate,Mumbai,MSEDCL,580.93
11096,5,3,3,1,0,1,1,1,1,0,0,0,0,1598,0,0,Oct,8,Hot,Kolkata,CESC,545.0
11097,4,2,3,0,1,1,1,0,0,1,0,1,0,1515,0,0,Dec,15,Moderate,Mumbai,MSEDCL,233.61
11098,4,2,3,1,1,1,1,0,1,0,0,1,0,1435,0,0,Oct,9,Hot,Kolkata,CESC,572.98
11099,3,2,1,1,0,0,1,0,1,0,0,0,0,558,0,0,Aug,0,Moderate,Bangalore,BESCOM,421.75
11100,4,0,3,0,1,0,0,0,1,0,0,0,0,1515,0,1,Jun,17,Moderate,Mumbai,MSEDCL,164.47
11101,2,1,1,0,0,0,0,0,0,0,0,0,0,650,0,1,Feb,0,Hot,Kolkata,CESC,193.8
11102,1,0,2,0,1,0,1,0,0,0,1,0,0,1113,0,0,May,11,Hot,Chennai,TANGEDCO,249.28
11103,1,0,2,0,0,0,1,0,1,0,1,0,0,1100,0,0,Aug,0,Hot,Chennai,TANGEDCO,331.75
11104,5,0,2,0,0,1,0,0,1,0,0,0,0,1179,0,0,May,15,Hot,Chennai,TANGEDCO,158.7
11105,1,0,2,1,0,0,0,0,0,1,0,0,0,1081,0,0,May,13,Hot,Chennai,TANGEDCO,254.34
11106,1,0,2,1,0,0,0,0,1,0,0,0,0,901,0,0,Mar,0,Hot,Kolkata,CESC,440.27
11107,4,3,3,1,0,1,1,1,0,0,1,0,0,1250,0,0,Feb,0,Moderate,Mumbai,MSEDCL,514.31
11108,3,2,1,0,0,1,0,0,0,0,0,0,0,451,0,0,Apr,0,Moderate,Bangalore,BESCOM,126.92
11109,5,0,3,1,0,1,1,0,0,1,0,0,0,1408,0,0,Oct,9,Moderate,Bangalore,BESCOM,354.82
11110,3,1,2,1,1,0,1,0,0,0,0,0,0,1106,0,0,Jul,0,Hot,Kolkata,CESC,608.94
11111,5,0,3,1,0,0,1,0,0,0,0,1,0,1330,0,0,May,16,Hot,Chennai,TANGEDCO,265.13
11112,5,2,3,1,1,1,1,0,1,0,0,0,0,1469,0,0,Feb,0,Moderate,Mumbai,MSEDCL,599.85
11113,2,0,3,0,1,1,0,0,0,0,0,0,0,1404,0,0,Apr,5,Moderate,Mumbai,MSEDCL,244.79
11114,4,3,3,1,0,1,0,0,1,1,0,0,0,1418,0,1,May,14,Hot,Delhi,BSES Yamuna,346.86
11115,1,0,2,0,0,1,0,0,1,0,1,0,1,1056,0,0,Apr,6,Cold,Delhi,BSES Yamuna,322.58
11116,4,3,3,1,0,1,0,0,1,1,0,0,0,1384,0,0,Sep,7,Hot,Delhi,BSES Yamuna,507.87
11117,1,0,2,1,0,0,0,0,0,0,0,0,0,944,0,0,Sep,0,Hot,Kolkata,CESC,391.36
11118,1,0,2,0,0,1,0,0,0,0,1,0,0,977,0,0,Mar,2,Hot,Chennai,TANGEDCO,204.79
11119,2,0,3,1,1,1,0,0,0,0,0,0,0,1213,0,0,Aug,3,Moderate,Mumbai,MSEDCL,427.55
11120,2,1,1,0,0,1,0,0,0,0,0,1,0,645,0,0,Jun,21,Hot,Kolkata,CESC,60.0
11121,6,3,3,1,0,1,1,0,0,0,1,0,0,1386,0,0,Dec,6,Hot,Chennai,TANGEDCO,471.48
11122,2,0,3,1,0,1,1,1,0,0,0,0,0,1536,0,0,Sep,0,Hot,Chennai,TANGEDCO,634.84
11123,2,1,2,1,0,0,1,1,0,1,0,1,0,1058,0,0,Jun,20,Hot,Chennai,TANGEDCO,210.84
11124,2,0,1,1,1,1,0,0,0,0,0,0,0,753,0,0,Jun,10,Hot,Chennai,TANGEDCO,406.45
11125,2,1,1,0,0,1,0,0,0,0,0,0,0,439,0,0,Apr,0,Moderate,Bangalore,BESCOM,136.25
11126,7,5,5,0,1,1,1,0,0,1,1,1,1,2088,0,0,Oct,18,Cold,Delhi,BSES Yamuna,307.16
11127,2,1,3,0,0,1,1,0,0,0,0,0,0,1324,0,0,Jun,17,Hot,Kolkata,CESC,123.18
11128,3,2,1,0,0,1,1,0,0,0,0,0,0,750,0,0,Jun,15,Hot,Delhi,BSES Yamuna,158.84
11129,2,1,2,0,0,1,0,0,0,0,1,0,0,808,0,0,Jun,12,Moderate,Mumbai,MSEDCL,97.09
11130,5,0,3,0,1,1,1,0,1,1,1,0,0,1549,0,0,May,6,Moderate,Mumbai,MSEDCL,419.61
11131,4,1,4,1,1,1,1,0,1,0,1,1,0,1683,0,0,Oct,23,Moderate,Bangalore,BESCOM,158.39
11132,3,0,1,0,0,0,0,0,0,0,1,0,1,420,0,0,Oct,5,Hot,Delhi,BSES Yamuna,334.69
11133,5,1,2,1,0,1,0,0,0,0,0,0,0,1080,0,0,May,19,Hot,Kolkata,CESC,216.28
11134,3,0,4,1,1,1,1,1,0,0,1,1,0,1957,0,1,May,13,Moderate,Mumbai,MSEDCL,374.01
11135,1,0,1,0,1,1,0,0,0,1,1,0,0,777,0,0,Apr,0,Moderate,Bangalore,BESCOM,304.01
11136,5,4,2,1,0,1,1,0,0,0,0,0,0,971,0,0,Apr,7,Hot,Kolkata,CESC,441.55
11137,6,5,5,1,0,1,1,0,0,1,1,0,0,2024,0,0,May,6,Hot,Chennai,TANGEDCO,585.72
11138,4,1,3,0,1,1,1,0,0,0,1,0,1,1592,0,0,Nov,0,Cold,Delhi,BSES Yamuna,623.06
11139,3,1,2,0,0,1,1,1,0,0,0,0,0,902,0,0,Jun,6,Hot,Delhi,BSES Yamuna,275.99
11140,4,3,1,0,0,1,1,1,0,1,1,1,0,589,0,0,Jun,21,Hot,Delhi,BSES Yamuna,140.43
11141,2,0,1,1,0,0,1,0,1,0,0,0,0,635,0,0,Nov,0,Hot,Chennai,TANGEDCO,476.0
11142,1,0,2,0,1,0,0,1,0,1,1,1,0,1112,0,0,Sep,0,Moderate,Mumbai,MSEDCL,371.47
11143,5,1,4,1,1,1,1,0,0,1,0,0,0,1636,0,0,Jan,7,Moderate,Bangalore,BESCOM,498.87
11144,1,0,2,1,0,1,0,0,0,1,0,0,0,1071,0,0,Mar,0,Hot,Delhi,BSES Yamuna,467.34
11145,2,0,3,1,1,0,1,0,0,1,0,0,0,1492,0,1,Apr,0,Moderate,Mumbai,MSEDCL,587.53
11146,3,2,4,1,0,1,1,0,1,1,1,0,0,1931,0,0,May,9,Hot,Chennai,TANGEDCO,502.46
11147,3,0,2,1,1,0,0,0,1,1,0,0,0,951,0,0,Oct,18,Moderate,Bangalore,BESCOM,213.36
11148,3,1,2,0,0,1,1,0,0,1,0,0,0,1081,0,0,Sep,0,Moderate,Bangalore,BESCOM,267.61
11149,3,2,3,1,0,1,1,0,0,0,1,0,0,1219,0,0,Mar,0,Hot,Chennai,TANGEDCO,553.57
11150,5,2,4,1,0,1,1,0,0,1,0,0,0,1736,0,0,Jun,16,Hot,Chennai,TANGEDCO,318.55
11151,5,0,4,1,1,1,1,0,0,0,1,1,0,1958,0,0,Mar,2,Moderate,Bangalore,BESCOM,626.63
11152,1,0,1,0,0,0,0,0,1,1,0,0,0,428,0,0,Apr,0,Hot,Chennai,TANGEDCO,240.27
11153,3,0,3,1,0,1,1,0,1,1,0,1,0,1230,0,0,Apr,0,Moderate,Bangalore,BESCOM,503.38
11154,6,2,3,0,1,1,1,0,1,0,0,0,0,1218,0,1,Nov,0,Moderate,Bangalore,BESCOM,480.46
11155,5,3,4,1,1,0,1,0,1,1,1,0,0,1747,0,0,May,22,Moderate,Bangalore,BESCOM,198.93
11156,2,1,1,0,0,0,0,0,0,0,0,0,0,682,0,0,Nov,6,Moderate,Bangalore,BESCOM,82.02
11157,4,1,3,0,0,1,1,0,0,0,1,0,0,1549,0,0,Sep,0,Hot,Kolkata,CESC,376.96
11158,7,0,4,1,1,1,1,1,0,1,0,0,0,1940,0,0,Aug,0,Hot,Chennai,TANGEDCO,932.45
11159,1,0,2,0,0,0,1,1,0,1,1,0,0,1099,0,0,Oct,11,Hot,Chennai,TANGEDCO,229.13
11160,2,0,2,0,0,0,1,0,0,0,0,0,0,962,0,0,Feb,0,Hot,Kolkata,CESC,220.62
11161,1,0,1,0,0,0,1,0,0,0,0,1,0,512,0,0,Oct,14,Hot,Chennai,TANGEDCO,110.75
11162,4,2,2,0,0,1,0,1,0,0,0,0,0,949,0,0,May,15,Hot,Kolkata,CESC,180.1
11163,3,0,2,1,0,0,1,0,0,1,1,0,0,1129,0,0,Dec,10,Moderate,Mumbai,MSEDCL,289.92
11164,7,2,5,0,1,1,1,0,1,1,1,1,0,2254,0,0,Oct,13,Moderate,Bangalore,BESCOM,334.88
11165,3,2,2,0,1,0,1,0,0,0,0,0,0,886,0,1,Dec,10,Hot,Kolkata,CESC,307.64
11166,4,3,2,1,0,0,1,1,1,1,1,1,0,1198,0,0,Nov,0,Hot,Chennai,TANGEDCO,762.98
11167,6,4,3,1,0,1,1,0,0,1,1,0,0,1549,0,0,May,11,Hot,Chennai,TANGEDCO,453.88
11168,3,0,2,0,1,0,1,0,0,0,0,1,1,897,0,0,Nov,8,Cold,Delhi,BSES Yamuna,368.54
11169,3,2,2,0,0,1,1,0,0,0,0,1,0,1196,0,0,May,19,Hot,Kolkata,CESC,118.79
11170,5,4,3,1,0,1,0,0,0,1,1,0,0,1331,0,0,Jul,0,Moderate,Mumbai,MSEDCL,488.91
11171,4,3,4,0,1,1,1,0,1,0,1,0,0,1911,0,1,Oct,8,Moderate,Bangalore,BESCOM,347.32
11172,5,4,3,0,0,0,0,0,0,1,0,1,0,1296,0,0,May,13,Hot,Chennai,TANGEDCO,182.93
11173,4,3,3,1,1,1,0,1,1,1,1,1,0,1297,0,0,Apr,6,Moderate,Bangalore,BESCOM,541.7
11174,4,1,1,0,1,0,0,0,1,0,0,1,0,689,0,0,Oct,23,Moderate,Mumbai,MSEDCL,85.69
11175,6,2,5,1,1,1,1,0,1,1,1,0,0,2355,1,1,Mar,5,Moderate,Bangalore,BESCOM,865.69
11176,3,0,1,0,0,0,0,0,0,0,1,0,0,626,0,0,May,15,Hot,Delhi,BSES Yamuna,75.61
11177,3,0,3,0,0,0,1,0,1,1,1,0,0,1344,0,0,Jun,20,Moderate,Bangalore,BESCOM,103.1
11178,1,0,2,0,0,0,0,0,0,0,0,1,0,955,0,0,Oct,7,Hot,Kolkata,CESC,105.88
11179,5,3,5,0,1,1,1,0,1,1,0,0,0,2269,0,1,Oct,24,Moderate,Bangalore,BESCOM,112.47
11180,2,1,3,0,1,1,1,1,1,0,0,0,0,1361,0,0,Jun,13,Hot,Delhi,BSES Yamuna,342.2
11181,4,0,3,0,0,1,1,0,1,1,0,0,0,1311,0,0,Jun,8,Hot,Chennai,TANGEDCO,337.14
11182,5,3,2,0,0,1,1,0,1,0,0,0,0,1130,0,0,Oct,5,Moderate,Mumbai,MSEDCL,270.85
11183,5,4,2,0,0,1,1,0,0,0,0,0,0,984,1,0,May,19,Moderate,Bangalore,BESCOM,191.5
11184,5,0,3,1,0,0,0,0,0,0,1,0,0,1404,0,0,Jun,6,Hot,Chennai,TANGEDCO,401.81
11185,3,0,3,1,0,1,0,0,1,0,0,0,0,1296,0,0,Jan,8,Hot,Kolkata,CESC,407.22
11186,4,2,1,0,0,1,0,0,0,0,0,0,0,776,0,0,Dec,22,Hot,Chennai,TANGEDCO,71.83
11187,5,0,5,0,1,0,1,0,0,1,1,0,0,2054,0,0,Jun,19,Moderate,Bangalore,BESCOM,174.42
11188,7,4,4,1,0,1,1,1,1,1,0,0,0,1716,0,0,Aug,0,Hot,Kolkata,CESC,826.61
11189,1,0,2,1,1,1,0,0,0,0,0,0,0,892,0,0,Apr,4,Moderate,Mumbai,MSEDCL,390.53
11190,4,2,4,0,0,1,1,0,0,0,1,1,0,1892,0,1,Jul,0,Moderate,Bangalore,BESCOM,387.74
11191,2,0,3,1,0,1,1,1,0,1,1,1,0,1403,0,0,May,21,Hot,Kolkata,CESC,244.89
11192,1,0,2,1,0,1,0,0,0,0,1,0,0,1081,0,0,Mar,9,Hot,Delhi,BSES Yamuna,340.32
11193,1,0,2,0,0,1,1,0,1,0,0,1,0,988,0,0,Oct,11,Moderate,Mumbai,MSEDCL,156.3
11194,2,0,3,1,1,1,1,1,0,1,0,1,0,1522,0,0,Oct,23,Moderate,Bangalore,BESCOM,136.72
11195,5,1,3,0,0,1,1,0,1,1,0,1,0,1283,0,0,Feb,8,Hot,Kolkata,CESC,345.9
11196,4,0,2,0,0,1,1,0,1,1,0,0,0,979,0,0,May,12,Hot,Chennai,TANGEDCO,255.56
11197,6,2,3,1,1,1,1,0,0,1,0,0,0,1473,0,0,May,6,Hot,Chennai,TANGEDCO,668.85
11198,5,1,3,0,0,1,1,0,0,1,0,0,0,1380,0,0,Jun,12,Hot,Chennai,TANGEDCO,253.91
11199,3,0,3,1,1,1,1,0,0,1,0,0,0,1380,0,0,May,18,Moderate,Bangalore,BESCOM,224.95
11200,2,0,1,0,0,0,0,0,0,0,0,0,0,682,0,0,Jul,8,Hot,Kolkata,CESC,97.81
11201,6,3,4,1,1,1,1,0,0,0,1,1,0,1886,0,0,Apr,2,Moderate,Bangalore,BESCOM,600.03
11202,2,0,2,0,1,0,1,0,1,0,0,0,0,905,0,0,Apr,0,Hot,Kolkata,CESC,432.45
11203,2,1,2,0,0,0,1,0,0,0,0,1,0,928,0,0,Aug,9,Hot,Kolkata,CESC,193.95
11204,1,0,2,1,1,1,0,1,0,1,1,0,0,1061,0,0,Dec,15,Moderate,Mumbai,MSEDCL,276.17
11205,5,2,2,1,0,0,0,0,0,0,0,0,0,810,0,0,Nov,0,Hot,Delhi,BSES Yamuna,462.48
11206,3,1,4,0,0,1,0,1,1,1,0,1,0,1761,0,0,Sep,0,Moderate,Bangalore,BESCOM,347.35
11207,1,0,2,1,1,0,0,0,0,0,1,0,0,980,0,0,Feb,0,Moderate,Bangalore,BESCOM,443.24
11208,5,3,3,1,1,1,0,0,1,1,1,1,0,1412,0,0,Apr,0,Hot,Delhi,BSES Yamuna,844.79
11209,4,3,1,0,0,0,0,0,0,1,1,0,0,673,0,0,Jul,0,Moderate,Mumbai,MSEDCL,164.73
11210,4,2,2,1,1,1,1,0,0,0,0,0,0,820,0,0,May,6,Hot,Chennai,TANGEDCO,523.94
11211,6,3,6,1,0,1,1,0,1,1,1,0,0,2674,0,1,May,18,Hot,Delhi,BSES Yamuna,347.89
11212,3,2,3,1,1,0,1,1,0,0,1,0,0,1459,0,0,Dec,22,Hot,Delhi,BSES Yamuna,218.46
11213,4,3,2,1,1,1,0,0,1,1,1,1,0,1132,0,0,Feb,0,Hot,Kolkata,CESC,831.94
11214,5,4,3,1,1,0,0,0,1,1,1,0,0,1315,0,0,Oct,19,Moderate,Bangalore,BESCOM,244.47
11215,3,2,2,0,0,1,0,1,1,0,0,0,0,824,0,0,Feb,0,Moderate,Bangalore,BESCOM,265.5
11216,2,1,2,0,0,0,0,0,1,1,0,1,0,1132,0,0,May,18,Moderate,Mumbai,MSEDCL,101.9
11217,3,2,3,1,0,0,0,0,1,1,0,0,0,1453,0,0,Jun,11,Hot,Kolkata,CESC,378.1
