user_id,month,year,total_kwh,bill_amount,billing_days,ac_kwh,geyser_kwh,washing_machine_kwh,microwave_kwh,kitchen_kwh,lighting_kwh,occupancy_hours,holiday_days
U484,Aug,2024,919,8457.62,29,233,234,57,22,66,307,11,8
U466,Mar,2024,274,2541.89,31,66,35,20,8,20,125,12,1
U438,Aug,2024,469,4339.22,28,135,82,31,22,40,159,13,7
U294,Jan,2023,825,7690.24,28,299,183,50,17,44,232,18,0
U410,May,2025,261,2396.19,31,67,62,12,11,16,93,8,5
U263,Apr,2025,519,4778.76,29,127,91,17,28,61,195,17,0
U308,May,2024,301,2806.57,31,60,83,15,9,18,116,18,1
U545,Aug,2023,628,5759.44,31,199,118,16,24,43,228,24,2
U269,Oct,2025,921,8547.47,29,282,97,43,44,71,384,15,8
U584,Apr,2024,454,4164.92,28,117,67,29,16,30,195,20,4
U261,Nov,2025,731,6701.15,30,156,105,38,25,53,354,23,1
U168,Apr,2025,769,7154.84,29,236,99,51,27,51,305,9,4
U389,Mar,2023,311,2820.75,30,123,54,17,10,24,83,12,4
U498,Jul,2023,512,4677.34,28,193,78,22,19,43,157,10,0
U377,Mar,2025,660,5999.18,31,274,42,48,18,56,222,24,2
U404,Dec,2024,907,8293.29,30,183,231,28,27,73,365,23,4
U504,Mar,2023,661,6009.91,28,291,64,41,25,42,198,13,8
U484,Nov,2025,291,2686.44,28,83,72,18,6,15,97,14,0
U492,Oct,2023,251,2339.14,31,112,47,7,7,8,70,21,7
U235,May,2023,719,6697.23,31,189,177,28,17,46,262,13,0
U295,May,2023,297,2716.3,28,94,61,11,12,20,99,15,8
U501,Jun,2025,435,4087.04,28,125,48,34,21,22,185,22,5
U228,Aug,2024,573,5293.11,30,165,95,41,17,28,227,22,0
U133,Oct,2024,780,7144.61,28,320,71,32,19,47,291,22,7
U276,Jun,2024,756,7056.67,28,292,76,42,25,49,272,23,4
U560,Dec,2023,848,7879.57,30,379,118,22,21,48,260,8,6
U543,Jan,2025,433,4026.77,29,153,30,24,16,24,186,18,6
U471,Aug,2023,231,2097.12,30,72,54,15,7,11,72,12,6
U570,Aug,2024,488,4483.42,30,108,125,16,14,31,194,12,5
U475,Sep,2024,837,7821.54,31,375,90,53,21,32,266,13,7
U122,Sep,2025,778,7158.86,30,262,118,52,30,47,269,9,8
U338,Feb,2023,741,6871.58,28,277,100,53,25,31,255,13,1
U258,Feb,2024,313,2890.61,28,94,70,10,9,26,104,21,6
U138,Mar,2025,403,3762.79,28,135,72,13,15,26,142,18,1
U330,Jan,2023,228,2077.95,29,99,21,5,9,14,80,11,5
U465,Apr,2023,842,7771.82,28,203,135,61,35,48,360,16,1
U151,Apr,2024,673,6090.17,29,183,101,44,21,43,281,10,5
U538,Sep,2024,896,8311.37,28,213,232,30,21,53,347,23,1
U364,Sep,2023,452,4200.34,30,179,39,30,18,46,140,18,0
U383,Sep,2023,997,8990.08,31,214,95,54,57,129,448,11,6
U127,Oct,2024,585,5423.14,28,128,146,19,24,27,241,8,2
U326,Jul,2023,261,2392.29,29,71,61,11,6,21,91,23,3
U377,Feb,2024,714,6461.44,29,234,152,19,24,39,246,23,5
U386,Oct,2023,629,5766.65,31,189,100,25,28,33,254,18,4
U197,May,2024,779,7071.52,28,164,162,39,28,79,307,15,3
U384,Apr,2025,736,6746.34,30,323,99,42,16,30,226,8,8
U467,Dec,2024,890,8146.82,28,390,58,57,30,59,296,16,5
U548,Nov,2024,340,3160.42,28,91,61,17,15,30,126,19,5
U581,Aug,2025,942,8769.72,31,360,60,63,24,79,356,15,1
U553,Feb,2023,499,4612.16,28,171,59,28,19,54,168,24,5
U417,Jun,2025,874,7873.93,30,226,215,36,32,79,286,17,6
U404,May,2024,510,4779.93,29,135,66,37,21,54,197,14,7
U247,Dec,2023,670,6213.91,31,216,152,35,22,37,208,13,7
U104,Feb,2025,592,5336.1,30,180,66,38,25,28,255,22,8
U135,Nov,2023,841,7844.46,29,229,109,56,25,88,334,9,2
U292,Oct,2023,644,5847.59,31,258,99,33,15,59,180,21,6
U149,Jan,2025,957,8834.73,31,306,189,40,34,62,326,17,6
U117,Aug,2023,371,3408.25,29,134,53,25,8,37,114,23,0
U272,Feb,2025,775,7105.15,29,191,187,26,30,41,300,14,7
U320,Jul,2024,230,2151.85,30,76,16,19,9,15,95,15,3
U258,Sep,2023,246,2257.04,28,68,58,10,6,13,91,17,4
U577,Sep,2024,329,2970.92,28,109,32,11,14,27,136,22,5
U146,Aug,2024,551,5167.64,28,217,107,24,15,41,147,15,2
U473,Nov,2023,821,7691.3,28,322,99,35,23,51,291,20,4
U106,Dec,2025,780,7233.54,28,225,171,50,24,73,237,19,4
U199,Oct,2023,257,2361.1,30,96,43,10,10,17,81,15,0
U480,Sep,2024,305,2756.33,31,132,24,17,9,20,103,22,2
U333,Feb,2024,529,4928.32,30,188,112,18,17,42,152,19,2
U137,Jun,2025,967,8732.19,30,229,119,43,29,63,484,18,0
U380,Apr,2023,882,7962.2,30,326,89,41,22,87,317,21,6
U449,Apr,2024,582,5363.1,31,131,136,34,15,36,230,20,0
U597,May,2024,361,3272.12,30,150,26,21,14,21,129,11,6
U402,Dec,2024,485,4366.5,30,159,50,29,16,43,188,24,3
U281,Mar,2025,270,2475.7,31,79,43,22,7,27,92,16,8
U195,Jan,2024,966,8747.02,30,206,233,62,40,79,346,14,6
U199,Aug,2024,653,5918.93,28,192,63,56,20,63,259,8,4
U288,May,2023,766,6917.57,29,326,104,20,19,64,233,14,6
U581,Mar,2023,596,5412.89,30,122,131,19,23,41,260,14,8
U216,Oct,2024,714,6630.34,29,227,153,27,20,64,223,14,5
U291,Jul,2024,225,2097.8,30,97,42,5,6,12,63,15,0
U353,Jul,2023,512,4700.68,30,152,106,26,15,26,187,23,5
U569,Jan,2025,325,2990.85,28,99,59,17,10,21,119,10,0
U516,Dec,2025,607,5470.93,31,209,82,33,26,35,222,20,3
U571,Sep,2025,764,6897.18,29,241,66,56,37,48,316,17,7
U261,Feb,2025,397,3613.9,31,96,83,32,16,24,146,14,4
U356,May,2025,387,3567.2,28,79,107,27,16,20,138,12,4
U423,May,2025,897,8338.35,28,316,165,25,30,72,289,14,7
U228,Aug,2025,915,8456.43,29,393,54,39,35,73,321,24,7
U118,Aug,2025,683,6254.13,31,154,118,31,29,69,282,11,0
U381,Jul,2023,649,5871.72,28,164,123,24,30,46,262,23,4
U590,Jul,2025,722,6723.49,30,211,139,38,25,66,243,17,4
U323,Dec,2025,553,5057.47,30,222,92,25,11,24,179,10,7
U154,Nov,2025,857,7965.32,30,229,150,34,40,75,329,10,0
U158,Jun,2024,796,7327.33,31,334,71,47,30,44,270,24,6
U423,Jun,2023,299,2779.34,30,63,79,19,12,22,104,17,6
U460,Nov,2023,815,7630.78,30,354,126,17,18,44,256,24,8
U274,Sep,2023,757,7091.89,28,257,79,37,24,78,282,24,1
U380,Jun,2025,755,6956.6,28,275,86,54,22,74,244,11,2
U214,Dec,2025,477,4390.6,30,139,111,23,15,39,150,13,3
U388,Feb,2024,892,8122.79,30,352,173,31,19,40,277,19,0
U531,Feb,2023,898,8418.14,28,216,137,41,34,66,404,24,6
U442,May,2025,825,7576.11,29,175,71,43,31,120,385,24,2
U251,Apr,2023,690,6245.22,31,206,54,25,25,62,318,17,2
U550,Nov,2024,454,4164.58,31,187,45,29,16,42,135,14,2
U227,Feb,2024,580,5249.48,28,225,91,15,23,35,191,23,7
U255,Mar,2024,741,6817.95,31,244,122,29,17,79,250,20,8
U590,Jul,2023,463,4270.95,28,158,78,12,16,47,152,10,1
U486,Aug,2025,809,7390.3,28,188,173,57,20,73,298,9,0
U574,Dec,2025,528,4767.13,28,216,32,15,14,25,226,23,8
U373,Jun,2024,314,2944.5,28,124,23,13,13,22,119,13,5
U204,Nov,2025,475,4421.94,29,172,57,26,19,47,154,13,8
U517,May,2024,687,6413.52,30,217,65,36,33,78,258,20,5
U493,Jan,2023,480,4390.44,30,211,31,18,16,26,178,14,1
U399,Aug,2024,474,4410.25,29,198,71,15,17,27,146,12,0
U346,Mar,2023,972,8936.71,31,350,188,56,22,80,276,14,7
U276,Jun,2024,918,8335.84,31,268,187,68,24,69,302,9,2
U139,Mar,2025,527,4769.23,30,186,103,20,12,46,160,24,0
U577,Jul,2025,410,3746.59,31,140,71,10,16,38,135,20,7
U270,Jul,2024,926,8384.95,30,276,184,25,27,97,317,23,0
U347,Dec,2025,751,7058.88,30,207,91,57,22,43,331,9,7
U126,Sep,2025,225,2029.43,29,67,55,10,7,10,76,12,0
U455,May,2025,226,2073.88,31,77,21,16,6,11,95,14,8
U406,Aug,2023,901,8271.93,29,276,96,63,24,106,336,18,8
U509,Oct,2025,282,2571.91,30,74,35,24,8,24,117,18,8
U508,Oct,2023,881,8130.34,30,343,184,49,15,31,259,24,2
U113,Aug,2024,612,5544.71,30,203,141,34,19,31,184,23,3
U416,Jan,2025,366,3408.76,28,79,85,19,14,25,144,20,4
U491,Dec,2025,899,8210.55,28,262,163,38,26,90,320,12,5
U413,May,2025,368,3399.05,28,155,48,16,9,29,111,23,8
U136,Mar,2024,428,3974.52,29,166,89,17,14,28,114,23,3
U273,Jan,2023,808,7559.34,30,226,159,46,28,36,313,23,5
U120,Apr,2023,566,5283.22,31,245,107,14,16,43,141,21,0
U421,Aug,2025,727,6719.9,29,159,101,53,30,50,334,13,1
U364,Mar,2024,990,9063.8,29,435,101,43,25,75,311,9,7
U594,Oct,2024,846,7784.28,29,221,196,48,37,37,307,21,3
U500,Feb,2024,737,6859.62,31,149,80,37,36,48,387,23,6
U242,Nov,2024,723,6760.79,30,223,168,31,17,28,256,20,3
U560,Sep,2024,271,2450.25,28,78,43,10,9,24,107,22,8
U471,Oct,2023,844,7725.93,30,282,186,51,21,59,245,19,8
U571,May,2023,305,2839.69,30,121,33,14,8,13,116,16,3
U243,Jul,2023,931,8539.75,29,382,153,28,35,47,286,21,7
U192,Nov,2025,888,8110.01,29,266,137,26,43,94,322,11,5
U454,Nov,2024,481,4408.14,29,147,85,29,13,23,184,15,0
U422,Feb,2025,332,3068.06,28,78,57,14,12,22,149,15,6
U388,Sep,2024,733,6890.14,28,155,197,56,28,48,249,23,0
U315,Sep,2023,468,4304.29,28,168,81,22,11,42,144,17,2
U547,Apr,2025,611,5549.96,30,132,77,31,29,47,295,24,7
U442,Apr,2023,872,7904.8,29,334,176,41,27,73,221,8,8
U151,Jun,2024,818,7375.86,31,273,94,34,34,58,325,17,2
U253,Oct,2024,990,9131.29,30,247,143,79,44,75,402,11,0
U286,Oct,2024,946,8720.07,28,316,79,44,43,54,410,8,0
U163,Oct,2023,217,1970.81,31,53,53,16,9,17,69,11,6
U290,Jun,2024,953,8842.06,31,295,112,60,32,61,393,11,4
U225,Dec,2023,316,2937.68,29,126,31,21,12,24,102,11,0
U250,Jan,2025,997,9076.33,31,314,225,26,22,54,356,24,5
U414,Sep,2024,993,9073.68,28,235,228,44,31,71,384,16,5
U158,Feb,2024,343,3222.89,29,130,28,22,8,35,120,20,3
U442,May,2024,916,8381.13,31,225,202,56,35,83,315,11,6
U405,Sep,2025,750,6978.24,29,288,151,21,15,33,242,12,6
U280,Apr,2024,865,7941.64,31,276,70,44,43,82,350,20,8
U270,Nov,2023,887,8264.48,30,278,186,32,32,69,290,23,0
U426,Mar,2023,952,8860.84,30,393,132,47,19,41,320,12,4
U371,Jul,2024,621,5754.87,28,234,103,23,22,40,199,15,2
U154,Jun,2024,568,5306.21,30,118,100,28,29,40,253,23,6
U591,Aug,2025,845,7922.46,30,231,168,31,34,64,317,8,3
U544,Mar,2025,757,6988.62,30,316,47,35,18,73,268,13,3
U201,May,2025,249,2264.65,31,50,57,9,12,14,107,18,0
U581,Oct,2024,877,8032.84,31,294,63,76,38,48,358,23,0
U364,Apr,2025,305,2837.51,29,116,40,9,9,18,113,12,1
U153,Apr,2025,415,3843.05,31,147,36,32,13,45,142,23,1
U160,Apr,2023,857,7773.95,30,334,159,33,24,65,242,14,0
U592,Oct,2025,624,5628.79,31,238,68,27,27,27,237,8,7
U208,Aug,2023,271,2513.03,28,101,36,9,7,18,100,16,5
U105,Jun,2023,984,8954.82,29,398,121,52,22,54,337,20,5
U203,Mar,2025,958,8813.47,29,346,179,51,35,67,280,22,8
U296,Oct,2023,645,5997.66,31,193,99,34,16,51,252,10,4
U362,May,2024,385,3551.65,30,122,78,10,16,38,121,17,3
U465,Jun,2024,269,2429.96,29,101,19,21,8,15,105,16,5
U580,May,2025,349,3166.91,28,146,30,25,11,25,112,20,7
U472,Jun,2024,445,4044.04,28,119,77,23,12,43,171,23,0
U450,Aug,2023,973,8857.36,29,277,234,51,39,83,289,10,6
U147,Jul,2024,737,6799.68,30,318,49,35,29,49,257,22,7
U455,May,2025,851,7830.55,30,293,61,40,43,84,330,24,8
U411,Oct,2025,298,2706.22,31,72,31,11,15,24,145,21,7
U524,Jun,2023,477,4305.89,31,174,78,21,12,31,161,14,6
U408,Apr,2025,762,6910.25,29,341,84,44,19,64,210,23,2
U244,Dec,2024,862,8097.41,31,349,157,18,25,75,238,15,1
U369,Sep,2025,654,6008.57,31,252,47,38,25,60,232,11,2
U470,Apr,2023,303,2832.12,31,76,33,26,16,23,129,22,3
U224,Jan,2025,800,7471.6,28,335,81,27,24,74,259,12,3
U206,Jul,2024,852,7842.33,31,282,146,28,33,37,326,20,5
U258,Jul,2023,924,8577.19,29,390,144,49,33,35,273,13,6
U247,Apr,2024,432,3921.31,30,122,40,20,14,47,189,12,3
U245,Mar,2023,593,5500.29,31,127,156,21,26,37,226,24,5
U220,Aug,2025,700,6376.27,30,223,88,34,25,80,250,14,8
U419,May,2023,894,8343.55,31,239,182,42,37,65,329,13,5
U375,Oct,2023,450,4065.07,29,170,64,29,12,28,147,9,2
U192,Jul,2025,720,6702.66,28,316,62,38,20,57,227,18,0
U158,Apr,2024,278,2513.11,29,103,54,10,5,22,84,14,4
U539,Apr,2025,251,2347.47,28,105,44,10,9,14,69,15,2
U446,Aug,2023,980,8939.25,31,306,134,78,41,55,366,12,7
U329,Aug,2025,425,3936.25,31,166,64,11,10,37,137,23,0
U574,Feb,2023,250,2298.75,28,102,24,8,11,15,90,21,1
U217,Feb,2025,385,3521.41,29,145,65,25,12,17,121,19,2
U418,Mar,2025,233,2157.16,29,76,27,18,10,19,83,24,2
U379,Dec,2024,941,8825.65,28,335,188,28,20,42,328,12,7
U227,Dec,2023,330,2975.45,31,123,31,11,11,37,117,21,4
U493,Mar,2024,831,7784.43,28,218,63,50,41,89,370,13,7
U496,Jan,2023,642,5934.41,31,258,64,17,16,71,216,22,5
U229,Mar,2025,958,8931.36,28,419,79,53,30,56,321,14,1
U158,Jun,2023,631,5775.89,31,199,98,19,22,71,222,21,3
U222,Aug,2024,903,8297.43,28,338,85,26,27,52,375,8,8
U101,Dec,2024,696,6505.89,30,267,124,30,17,27,231,13,3
U339,Oct,2024,602,5517.9,31,220,61,46,27,26,222,10,4
U390,Jun,2023,522,4809.64,29,175,96,23,14,36,178,12,4
U196,May,2024,409,3684.3,28,171,58,15,10,17,138,19,7
U226,Apr,2024,814,7377.64,29,254,194,54,23,51,238,18,5
U218,Mar,2024,528,4887.52,28,113,145,27,20,33,190,20,6
U148,Apr,2025,571,5302.76,29,234,106,20,18,29,164,23,5
U189,Jul,2025,659,6084.57,29,242,120,26,23,48,200,24,4
U588,Jan,2023,332,3007.03,28,136,38,10,7,17,124,24,4
U337,Jul,2023,850,7801.44,28,199,187,46,29,83,306,18,2
U473,Jan,2024,320,2925.45,29,66,86,15,13,26,114,17,6
U485,Feb,2025,805,7404.6,29,349,48,31,35,81,261,23,4
U372,Apr,2024,651,6085.63,29,154,116,25,28,50,278,9,6
U289,Jan,2024,328,3053.79,31,131,30,13,8,36,110,24,1
U587,Nov,2025,290,2619.74,31,117,41,13,8,20,91,17,8
U292,Dec,2025,803,7512.97,30,302,108,21,19,86,267,20,7
U547,Nov,2025,774,7112.06,31,180,144,29,36,40,345,19,4
U169,Nov,2023,228,2119.84,31,83,34,16,5,18,72,22,1
U378,Sep,2023,921,8340.59,28,388,181,36,18,66,232,14,5
U449,Dec,2024,723,6700.97,30,221,119,21,25,36,301,20,7
U347,Jun,2023,532,4838.29,30,161,115,30,16,39,171,19,6
U551,Jan,2025,496,4550.97,31,154,61,15,18,54,194,19,7
U176,Jan,2025,329,2963.22,28,72,53,25,13,30,136,9,3
U254,Jun,2023,492,4457.84,28,208,61,27,16,19,161,12,2
U244,Apr,2024,372,3361.7,30,155,36,20,11,30,120,9,6
U535,Apr,2024,919,8359.13,28,413,98,50,27,36,295,20,1
U585,Nov,2023,223,2015.92,29,77,36,6,6,21,77,10,4
U186,Jun,2024,298,2764.48,31,115,44,17,8,12,102,18,6
U285,Dec,2024,605,5452.03,29,151,117,21,25,35,256,23,0
U385,Nov,2024,555,5132.14,30,203,66,24,19,34,209,8,3
U562,Jul,2025,338,3061.02,30,122,38,25,13,27,113,18,1
U320,Sep,2025,702,6583.4,28,298,102,30,21,61,190,16,5
U169,Oct,2023,373,3496.22,28,152,29,28,14,17,133,21,0
U147,May,2025,228,2072.57,30,99,21,6,7,11,84,16,6
U597,Sep,2024,695,6425.81,30,289,44,35,24,47,256,14,2
U194,Apr,2025,854,7695.57,29,356,58,24,34,86,296,23,0
U338,Oct,2023,550,5154.99,29,118,69,41,19,51,252,10,7
U546,Feb,2025,753,6934.52,28,309,46,23,25,51,299,11,6
U600,Mar,2024,498,4490.61,29,175,52,18,20,42,191,14,1
U553,Nov,2024,919,8396.9,28,271,170,36,22,58,362,19,6
U304,Jan,2023,391,3531.02,28,83,35,34,17,35,187,12,2
U500,Jun,2025,871,7975.9,31,321,115,28,32,56,319,17,8
U318,Jun,2025,263,2437.48,28,74,62,17,10,22,78,19,7
U574,Jan,2025,954,8765.31,29,302,194,28,40,93,297,15,4
U532,Nov,2024,969,8869.73,30,358,107,26,30,95,353,22,6
U441,Mar,2023,863,7808.13,30,369,163,29,22,46,234,8,2
U139,May,2025,414,3766.56,29,168,44,29,9,28,136,10,0
U200,Mar,2024,365,3299.62,30,114,29,13,12,23,174,9,0
U389,Oct,2024,742,6917.67,28,220,181,20,28,62,231,12,1
U354,Mar,2024,431,3902.32,30,112,101,27,10,34,147,8,7
U322,Oct,2025,993,9173.48,29,291,151,44,31,112,364,17,0
U457,Mar,2025,740,6761.45,30,168,152,51,35,43,291,17,4
U123,May,2025,394,3581.61,28,174,58,11,13,29,109,12,8
U350,May,2025,705,6525.33,28,242,68,37,31,66,261,22,8
U110,Apr,2025,533,4894.43,29,123,61,26,30,40,253,15,1
U346,Jan,2025,967,8857.78,29,278,149,51,42,89,358,24,6
U425,May,2025,992,9163.24,29,334,215,56,21,87,279,19,0
U200,Oct,2025,503,4625.84,31,167,34,38,20,58,186,19,2
U390,May,2025,636,5801.21,31,132,148,36,23,61,236,8,5
U280,Apr,2024,522,4814.73,28,228,33,37,14,22,188,11,8
U323,Jun,2025,701,6496.73,31,188,112,30,34,77,260,15,1
U494,Oct,2023,592,5334.32,31,120,122,25,23,59,243,8,6
U350,Apr,2024,798,7330.71,30,174,169,50,21,56,328,22,3
U247,Jul,2025,348,3140.03,31,120,26,22,11,21,148,8,1
U542,Jul,2023,960,8711.58,30,225,150,31,34,61,459,18,2
U196,Feb,2025,604,5571.42,29,127,117,39,30,31,260,9,5
U357,Mar,2023,482,4505.0,30,142,39,26,22,53,200,8,8
U425,Jan,2023,561,5247.1,30,199,48,39,21,34,220,19,7
U593,Aug,2023,578,5218.17,29,131,118,43,21,27,238,23,8
U104,Sep,2023,397,3639.55,29,110,66,23,16,29,153,17,3
U116,Apr,2024,755,6971.07,28,229,73,22,37,67,327,22,3
U380,Jun,2024,555,5027.65,28,133,98,36,22,33,233,24,8
U436,Sep,2023,739,6877.26,28,241,163,41,28,28,238,17,7
U347,Jun,2025,628,5838.95,28,138,50,32,40,47,321,10,1
U358,Dec,2023,216,2022.05,30,45,44,12,11,20,84,23,7
U597,Dec,2024,838,7544.84,30,276,66,72,35,43,346,13,0
U576,Dec,2025,578,5252.1,28,151,43,30,34,58,262,10,8
U484,Sep,2024,879,8201.84,31,196,94,42,38,62,447,16,8
U260,Apr,2024,705,6534.1,28,215,100,27,33,42,288,18,7
U575,Aug,2025,955,8936.66,31,409,164,40,32,49,261,20,4
U440,Sep,2023,275,2481.29,29,104,29,20,11,12,99,11,4
U252,Apr,2023,430,3972.68,30,173,65,21,15,19,137,15,2
U496,May,2023,915,8443.27,30,382,108,34,27,55,309,20,4
U278,Aug,2023,447,4029.38,31,198,39,23,10,26,151,17,3
U263,Dec,2025,501,4611.91,28,195,69,26,14,41,156,9,0
U480,Oct,2025,925,8550.52,30,325,179,46,33,38,304,15,8
U133,Jun,2025,414,3757.68,31,120,90,13,11,41,139,13,3
U517,Dec,2024,357,3252.03,29,87,84,21,12,34,119,23,2
U545,Jul,2025,268,2480.65,29,99,31,12,9,25,92,24,5
U279,Mar,2023,592,5438.89,30,265,97,11,17,29,173,13,0
U527,Jul,2024,284,2653.47,28,89,29,17,14,30,105,20,4
U201,Dec,2023,466,4257.82,31,177,82,30,14,20,143,21,6
U368,Aug,2023,268,2440.59,30,86,61,10,9,12,90,17,1
U423,Oct,2025,810,7609.1,29,249,58,73,34,42,354,18,8
U165,Jun,2025,546,5112.99,28,165,80,17,26,62,196,20,5
U517,Oct,2023,927,8353.75,31,302,163,56,25,55,326,19,1
U268,Sep,2023,872,8116.83,30,254,170,27,25,94,302,16,7
U430,Jun,2024,622,5625.45,31,240,55,25,29,38,235,11,7
U143,Dec,2025,805,7253.85,28,336,160,33,23,59,194,14,0
U144,Sep,2024,373,3397.84,28,156,55,17,12,31,102,9,0
U385,Apr,2024,876,7978.38,29,225,91,71,35,108,346,14,0
U497,Aug,2024,314,2928.91,28,133,19,18,9,23,112,16,3
U112,Nov,2023,419,3890.11,30,119,88,23,14,40,135,12,3
U195,Apr,2024,230,2160.31,31,63,20,20,7,29,91,22,7
U402,Feb,2024,722,6703.48,28,275,60,36,25,48,278,11,0
U486,Oct,2023,542,4968.68,28,149,95,21,20,41,216,14,2
U353,Nov,2025,576,5345.03,30,122,113,22,24,61,234,15,0
U599,Sep,2025,329,3092.53,31,96,63,15,12,20,123,24,8
U342,May,2024,816,7575.79,31,310,100,49,34,68,255,20,8
U135,Apr,2023,738,6866.85,29,207,155,20,29,36,291,18,6
U315,Feb,2025,938,8794.07,29,335,207,24,35,60,277,8,7
U437,Jan,2024,201,1818.14,31,73,21,6,7,11,83,9,0
U190,Nov,2024,300,2784.57,30,115,51,14,9,15,96,24,4
U364,Jul,2023,732,6837.12,30,310,140,20,14,34,214,12,1
U193,Jun,2024,257,2411.11,29,79,48,8,6,26,90,13,0
U510,Feb,2025,588,5341.62,28,142,120,35,22,34,235,14,2
U558,Aug,2023,891,8198.6,30,249,100,68,33,97,344,22,6
U190,Nov,2025,540,5007.0,28,166,87,23,23,52,189,23,0
U518,Apr,2025,219,1992.68,30,82,32,11,7,15,72,20,1
U215,Aug,2025,454,4195.05,31,92,99,15,23,30,195,12,1
U205,Jul,2024,516,4697.16,29,143,130,34,20,25,164,10,3
U491,May,2024,237,2164.61,28,93,15,10,6,19,94,10,2
U296,Oct,2025,859,7882.71,28,315,63,72,28,38,343,21,2
U414,Oct,2025,736,6779.79,31,281,54,59,28,56,258,23,4
U214,Dec,2023,585,5370.15,30,235,100,31,14,49,156,24,2
U593,Aug,2023,832,7652.14,28,329,67,22,26,47,341,11,6
U175,Sep,2024,225,2051.87,30,83,36,11,8,16,71,20,4
U513,May,2024,653,5918.52,31,202,81,21,34,76,239,15,3
U476,Oct,2023,880,7936.67,29,392,104,53,29,69,233,12,2
U520,May,2025,522,4738.92,28,178,52,37,19,53,183,9,3
U317,Feb,2024,936,8641.88,30,234,222,70,29,85,296,22,1
U377,May,2025,712,6631.89,28,194,127,43,26,47,275,9,0
U349,Mar,2023,972,8813.8,30,362,205,41,26,78,260,18,2
U264,Jul,2024,212,1917.21,30,91,29,9,6,18,59,20,1
U494,Oct,2024,759,7058.48,30,185,75,44,27,74,354,17,0
U457,May,2023,570,5199.58,31,125,63,37,32,47,266,10,0
U557,Aug,2024,490,4596.49,29,205,98,21,14,24,128,12,1
U508,Jan,2023,531,4930.72,28,227,85,31,15,25,148,10,8
U292,Mar,2024,805,7350.22,29,216,66,57,45,55,366,13,4
U327,Mar,2023,460,4193.28,30,135,89,32,13,36,155,20,8
U277,Sep,2024,989,9108.18,30,361,127,68,23,75,335,17,7
U199,May,2025,404,3648.79,29,114,51,24,19,33,163,15,5
U596,Dec,2025,896,8106.18,29,375,72,38,41,42,328,10,0
U136,Sep,2025,886,8036.32,28,201,212,53,33,84,303,24,4
U566,Sep,2024,586,5455.6,30,122,53,38,19,44,310,15,0
U597,Jan,2024,667,6140.1,29,168,86,24,34,41,314,17,6
U587,Feb,2025,614,5528.6,31,166,79,32,18,61,258,9,7
U196,May,2025,268,2484.2,30,61,29,26,11,22,119,19,7
U252,Apr,2023,671,6152.72,30,145,119,22,24,39,322,13,6
U251,Oct,2023,303,2788.92,28,117,19,19,14,20,114,9,1
U290,Sep,2023,957,8694.96,31,230,127,80,37,104,379,10,4
U324,Jul,2025,360,3319.46,28,154,68,15,11,21,91,24,3
U137,Jun,2025,399,3747.27,31,116,50,24,13,30,166,14,4
U368,Jul,2025,415,3747.19,28,152,50,25,13,22,153,12,8
U469,Jan,2023,411,3745.68,31,105,66,22,21,38,159,8,3
U283,Jan,2024,707,6431.72,31,183,125,23,22,82,272,15,7
U113,Aug,2025,215,1956.38,31,73,42,14,6,15,65,19,7
U379,Feb,2024,697,6378.58,29,237,67,36,24,73,260,21,1
U317,Dec,2024,531,4952.77,30,208,102,25,17,31,148,23,5
U455,Oct,2024,916,8578.47,31,356,162,41,20,69,268,17,4
U461,Nov,2023,750,6810.66,29,275,133,18,23,70,231,22,1
U386,Sep,2024,800,7373.74,29,249,67,70,35,81,298,22,3
U373,Jul,2025,455,4210.92,28,192,27,30,14,45,147,17,6
U469,Jun,2023,965,8886.43,30,343,154,30,23,68,347,14,0
U162,Jan,2025,927,8503.96,30,414,161,52,25,64,211,10,8
U184,Jan,2025,371,3367.49,28,150,54,20,11,26,110,9,0
U468,Feb,2023,848,7797.6,30,178,102,55,25,112,376,13,4
U317,Jun,2025,697,6384.86,28,195,61,49,31,38,323,16,6
U442,Jun,2025,670,6243.21,29,229,121,19,28,54,219,17,7
U497,Feb,2023,583,5425.07,29,221,101,27,12,50,172,11,1
U287,Jan,2025,889,8048.65,31,300,84,28,37,55,385,10,3
U119,Oct,2024,788,7119.9,28,312,50,44,33,69,280,16,1
U277,May,2025,899,8417.57,29,243,132,55,25,99,345,24,3
U200,May,2024,706,6505.23,29,173,130,55,17,47,284,21,5
U496,Feb,2025,726,6783.11,28,154,158,50,26,54,284,17,5
U545,Jun,2023,524,4728.19,29,179,104,18,19,37,167,20,1
U333,Sep,2023,413,3803.98,30,153,65,27,9,28,131,19,3
U503,Feb,2025,407,3750.82,29,114,37,27,21,22,186,8,3
U176,Oct,2023,368,3438.7,28,130,64,19,12,16,127,13,0
U365,Feb,2025,529,4781.65,30,112,144,18,16,27,212,20,1
U555,Mar,2023,479,4357.07,30,107,121,34,16,28,173,20,2
U384,Jul,2024,504,4617.96,29,189,100,30,18,22,145,11,4
U306,Jun,2025,345,3224.49,31,100,43,25,10,35,132,9,7
U323,Dec,2024,974,9131.79,30,358,177,63,28,64,284,22,5
U484,Aug,2024,715,6718.92,28,291,132,23,21,53,195,19,2
U152,Aug,2025,289,2711.88,31,119,45,17,6,11,91,14,5
U439,Jun,2024,652,5869.55,31,158,80,40,19,61,294,20,6
