user_id,num_people,num_children,bathrooms,has_garden,has_pool,washing_frequency,dishwasher_usage,shower_minutes_daily,vacation_days,climate
U645,2,0,1,1,0,2,0,28,25,Continental
U646,2,0,3,1,0,7,10,16,15,Temperate
U647,1,0,4,0,0,3,5,8,24,Tropical
U648,7,4,1,0,0,6,7,84,9,Continental
U649,2,1,5,1,0,3,10,10,28,Arid
U650,6,0,4,0,0,2,10,72,13,Continental
U651,6,4,2,1,0,7,3,66,5,Tropical
U652,1,0,2,1,0,1,1,11,19,Tropical
U653,5,1,2,1,0,6,10,65,21,Arid
U654,5,4,4,1,0,1,1,70,25,Continental
U655,1,0,4,0,0,4,9,11,6,Temperate
U656,5,3,4,0,0,7,0,30,5,Tropical
U657,7,5,1,1,0,5,4,35,26,Tropical
U658,7,1,1,0,0,3,12,35,16,Arid
U659,5,3,2,1,0,6,5,55,20,Continental
U660,6,5,3,0,0,3,3,54,23,Temperate
U661,5,1,2,1,0,4,3,40,7,Continental
U662,7,2,5,1,0,4,4,63,11,Continental
U663,3,0,1,1,0,3,13,42,25,Temperate
U664,4,3,4,0,0,6,14,56,24,Arid
U665,2,0,1,0,0,7,4,20,3,Tropical
U666,3,1,4,1,0,2,13,42,9,Arid
U667,5,0,5,0,0,7,13,50,5,Arid
U668,6,5,5,1,0,2,13,30,6,Continental
U669,1,0,1,1,1,5,13,6,20,Temperate
U670,5,3,4,1,0,7,8,35,26,Tropical
U671,6,3,5,1,0,3,7,48,7,Continental
U672,4,3,2,0,0,3,8,40,2,Tropical
U673,5,0,2,1,0,6,12,65,7,Continental
U674,7,6,4,1,0,3,13,42,14,Temperate
U675,1,0,1,0,0,6,2,12,29,Tropical
U676,6,3,5,1,0,3,13,78,20,Tropical
U677,6,0,1,0,0,4,2,36,0,Arid
U678,6,3,2,0,0,1,0,78,12,Continental
U679,4,0,5,0,0,3,13,44,21,Continental
U680,5,3,1,1,0,1,9,65,17,Continental
U681,4,1,3,0,0,2,12,40,14,Arid
U682,2,1,4,1,1,5,5,12,6,Arid
U683,2,1,4,1,1,7,3,24,14,Tropical
U684,5,3,3,0,1,7,10,70,24,Continental
U685,7,6,2,0,0,2,14,91,2,Continental
U686,4,2,5,1,1,3,14,48,29,Tropical
U687,1,0,4,0,0,7,13,6,25,Tropical
U688,6,3,3,1,0,6,7,72,13,Tropical
U689,6,5,3,0,0,2,1,42,19,Temperate
U690,5,1,2,0,0,4,10,35,3,Temperate
U691,7,5,2,1,0,1,1,91,3,Tropical
U692,2,0,1,0,0,6,6,26,2,Arid
U693,2,1,4,0,0,7,12,26,4,Arid
U694,6,0,1,0,0,6,14,48,24,Continental
U695,5,4,3,0,0,3,4,55,10,Temperate
U696,4,1,5,1,0,4,12,48,7,Temperate
U697,2,1,5,1,0,1,0,18,25,Tropical
U698,4,0,2,0,0,4,6,20,1,Tropical
U699,7,4,5,1,0,2,6,91,27,Tropical
U700,2,1,5,1,0,3,9,20,15,Tropical
U701,2,1,5,0,0,6,5,14,24,Tropical
U702,3,2,3,0,0,6,3,21,27,Arid
U703,2,1,5,1,0,2,11,28,9,Arid
U704,1,0,5,1,0,6,12,5,17,Tropical
U705,5,1,5,1,0,5,7,60,6,Arid
U706,5,1,1,1,0,3,11,30,4,Tropical
U707,4,2,3,0,0,2,10,20,28,Tropical
U708,7,0,2,1,0,3,1,77,6,Temperate
U709,2,0,1,1,1,1,1,26,20,Arid
U710,1,0,4,1,0,3,1,10,27,Arid
U711,4,3,3,0,0,3,2,48,5,Temperate
U712,3,1,3,0,0,1,5,36,23,Arid
U713,4,0,4,0,1,2,0,52,0,Temperate
U714,4,2,4,1,0,3,10,44,28,Continental
U715,2,0,4,0,0,4,1,26,10,Arid
U716,3,1,2,0,0,3,9,39,12,Tropical
U717,4,2,5,0,0,2,14,20,11,Temperate
U718,1,0,3,0,0,6,1,10,0,Tropical
U719,1,0,5,1,0,7,13,12,20,Tropical
U720,5,1,5,1,0,1,11,70,14,Arid
U721,3,2,4,1,0,6,0,39,0,Temperate
U722,3,2,2,0,0,2,2,24,2,Continental
U723,5,4,1,1,0,5,9,30,25,Tropical
U724,4,1,2,0,0,7,6,52,14,Tropical
U725,3,1,5,0,1,6,14,39,8,Continental
U726,1,0,2,0,0,3,12,12,13,Temperate
U727,1,0,4,0,0,7,0,7,28,Arid
U728,2,1,1,0,0,3,6,18,22,Tropical
U729,3,1,4,1,0,1,4,18,27,Arid
U730,4,0,1,1,0,3,8,28,21,Temperate
U731,5,4,5,1,0,7,1,25,23,Continental
U732,5,1,1,0,0,4,0,40,7,Arid
U733,4,0,1,0,1,4,8,36,21,Temperate
U734,7,1,1,0,0,6,7,42,3,Arid
U735,6,4,2,1,1,2,9,42,19,Arid
U736,2,0,2,1,0,1,5,20,19,Tropical
U737,5,1,5,1,1,5,14,50,5,Arid
U738,3,0,1,0,0,6,4,33,0,Tropical
U739,2,1,3,1,0,2,7,26,27,Temperate
U740,3,0,5,0,1,1,7,24,17,Temperate
U741,7,2,1,1,0,7,13,63,5,Tropical
U742,1,0,1,1,0,1,4,6,29,Continental
U743,2,0,2,1,0,7,11,20,13,Arid
U744,5,0,5,1,0,6,6,40,10,Temperate
U745,2,0,1,0,0,2,12,18,16,Temperate
U746,2,1,1,1,1,2,12,22,8,Continental
U747,2,1,5,1,0,3,0,20,27,Temperate
U748,6,0,3,0,0,5,3,72,21,Tropical
U749,2,0,5,0,0,4,1,20,6,Continental
U750,3,0,5,0,0,3,9,42,13,Temperate
U751,1,0,3,0,0,1,2,12,27,Continental
U752,7,0,5,0,0,5,11,56,16,Continental
U753,4,1,1,1,0,5,0,44,7,Temperate
U754,2,0,5,0,0,2,10,14,27,Temperate
U755,5,3,3,0,0,5,10,25,15,Temperate
U756,2,0,4,1,0,6,1,26,11,Continental
U757,5,1,5,1,0,5,12,65,11,Tropical
U758,3,0,2,1,0,1,0,30,27,Tropical
U759,5,0,1,0,0,6,7,30,27,Arid
U760,4,0,1,1,0,6,3,48,4,Temperate
U761,1,0,2,1,1,3,2,14,4,Tropical
U762,5,4,2,0,0,5,0,50,13,Arid
U763,5,4,5,0,0,2,1,55,5,Arid
U764,1,0,2,1,0,7,2,5,6,Temperate
U765,4,1,4,1,0,3,2,28,22,Arid
U766,2,1,3,1,1,2,5,10,20,Tropical
U767,5,1,2,1,0,5,9,70,16,Arid
U768,1,0,2,1,0,3,7,5,26,Arid
U769,3,2,4,1,0,5,5,15,8,Tropical
U770,1,0,1,0,0,1,1,8,21,Arid
U771,3,0,1,0,0,3,1,33,12,Arid
U772,4,2,5,0,0,2,13,44,8,Continental
U773,2,1,4,1,1,1,6,18,26,Arid
U774,1,0,3,1,1,4,0,10,15,Arid
U775,7,0,3,1,0,2,0,42,3,Continental
U776,7,0,4,0,0,7,6,63,1,Continental
U777,6,1,3,1,0,5,8,66,12,Continental
U778,5,1,1,0,1,2,4,65,12,Temperate
U779,4,0,3,0,1,4,10,40,18,Temperate
U780,1,0,3,1,0,2,0,14,11,Tropical
U781,7,1,4,1,0,1,4,56,3,Arid
U782,5,4,4,1,0,6,10,35,9,Tropical
U783,7,4,3,0,0,2,0,91,15,Temperate
U784,1,0,2,0,0,3,9,11,27,Arid
U785,3,1,4,0,0,7,14,30,23,Arid
U786,1,0,5,0,0,4,11,11,18,Continental
U787,6,5,5,1,0,2,8,72,7,Temperate
U788,1,0,1,1,0,4,3,9,5,Arid
U789,1,0,3,1,0,6,8,7,3,Continental
U790,6,0,2,0,0,1,1,42,29,Arid
U791,4,1,1,1,0,3,6,24,6,Temperate
U792,1,0,3,0,0,5,14,12,13,Tropical
U793,6,1,4,1,0,2,11,30,26,Tropical
U794,5,1,5,0,0,1,12,60,12,Arid
U795,3,2,2,0,0,4,1,21,20,Continental
U796,3,0,5,1,0,6,11,39,4,Continental
U797,1,0,4,1,0,7,3,6,8,Continental
U798,4,2,3,0,0,4,5,56,28,Temperate
U799,4,1,4,0,0,7,13,52,2,Tropical
U800,5,3,4,1,0,6,1,50,9,Tropical
U801,1,0,5,0,0,7,1,5,14,Arid
U802,3,2,2,0,0,6,1,27,19,Tropical
U803,4,3,4,0,0,1,2,56,20,Continental
U804,1,0,5,0,0,2,4,13,16,Temperate
U805,7,5,2,1,0,5,8,70,22,Continental
U806,4,3,3,1,0,2,5,44,23,Continental
U807,6,2,3,1,0,3,14,48,5,Tropical
U808,7,1,1,1,1,2,14,35,24,Temperate
U809,4,2,5,0,0,6,11,36,2,Temperate
U810,3,2,2,0,0,6,13,18,17,Continental
U811,2,0,4,0,0,3,8,24,4,Arid
U812,7,0,3,0,1,4,9,56,12,Tropical
U813,5,4,2,0,0,6,14,25,24,Arid
U814,5,3,5,1,0,3,13,70,26,Continental
U815,3,1,1,1,0,6,12,33,0,Tropical
U816,4,2,3,0,0,5,4,24,16,Arid
U817,1,0,2,1,0,6,10,7,25,Arid
U818,4,3,2,1,0,1,5,52,2,Arid
U819,3,1,2,1,0,3,9,39,25,Tropical
U820,5,3,5,1,0,7,11,30,18,Arid
U821,4,1,5,1,0,2,7,28,20,Temperate
U822,5,4,5,1,0,3,2,65,19,Continental
U823,7,6,4,1,0,4,1,35,21,Tropical
U824,1,0,2,1,0,6,2,6,11,Temperate
U825,7,5,3,0,0,3,13,42,7,Arid
U826,5,3,5,0,0,5,8,70,7,Continental
U827,5,3,5,1,0,3,14,35,14,Arid
U828,2,1,2,0,0,5,5,28,10,Temperate
U829,2,0,5,0,0,6,9,14,19,Arid
U830,7,4,4,1,0,2,11,98,0,Tropical
U831,6,0,4,0,0,6,3,36,28,Temperate
U832,7,1,5,1,0,4,9,84,15,Tropical
U833,2,1,2,1,0,1,2,24,29,Continental
U834,5,1,2,1,1,2,12,60,13,Tropical
U835,3,0,2,0,0,2,1,18,6,Tropical
U836,7,6,1,0,0,1,14,91,5,Arid
U837,5,1,5,1,0,3,13,55,20,Arid
U838,3,0,2,1,0,6,3,27,3,Temperate
U839,3,1,4,1,0,3,8,33,21,Continental
U840,2,0,3,0,0,3,3,24,7,Temperate
U841,7,3,3,0,0,6,12,91,21,Continental
U842,4,0,2,1,1,4,11,24,18,Continental
U843,1,0,3,0,0,2,4,10,24,Tropical
U844,2,1,3,1,0,5,14,26,2,Arid
U845,2,1,1,0,1,1,7,20,3,Continental
U846,4,2,4,0,0,2,1,24,12,Arid
U847,1,0,4,0,0,3,11,5,20,Continental
U848,5,3,1,0,0,1,10,35,26,Arid
U849,6,0,1,1,0,5,13,54,1,Temperate
U850,7,2,3,1,0,2,2,77,10,Arid
U851,6,1,5,0,0,2,5,84,15,Tropical
U852,5,2,3,1,0,4,11,70,9,Continental
U853,2,0,1,0,1,2,6,14,14,Tropical
U854,1,0,4,1,1,2,3,13,26,Continental
U855,2,0,3,0,1,5,13,28,9,Tropical
U856,3,2,5,1,0,5,14,24,1,Continental
U857,2,0,3,1,0,1,0,28,5,Arid
U858,2,1,2,1,0,3,6,12,13,Continental
U859,5,3,3,1,0,5,11,35,1,Tropical
U860,5,1,1,1,1,1,8,45,9,Tropical
U861,5,3,4,1,0,2,0,35,16,Continental
U862,6,3,4,1,1,1,13,54,7,Continental
U863,3,0,1,1,0,1,0,24,25,Temperate
U864,5,3,2,1,1,1,0,70,15,Temperate
U865,1,0,1,0,1,6,9,7,13,Arid
U866,6,4,3,1,0,1,6,60,9,Arid
U867,4,0,1,0,0,5,10,48,12,Arid
U868,1,0,1,1,0,7,8,8,0,Arid
U869,7,6,2,0,0,7,2,91,9,Arid
U870,7,0,3,1,0,7,7,70,29,Continental
U871,1,0,5,0,0,7,8,9,21,Temperate
U872,5,1,5,0,1,6,2,35,11,Continental
U873,4,1,4,0,0,3,11,36,29,Temperate
U874,4,3,1,1,0,1,11,36,16,Temperate
U875,6,3,4,0,0,4,2,48,23,Tropical
U876,4,1,2,0,0,7,14,40,13,Tropical
U877,7,3,5,1,0,2,0,49,4,Temperate
U878,3,1,1,1,0,7,1,42,18,Continental
U879,5,2,2,0,0,7,6,25,4,Temperate
U880,4,0,2,0,0,2,2,44,14,Arid
U881,6,2,1,0,0,6,6,66,12,Continental
U882,7,2,2,1,0,2,4,56,16,Continental
U883,3,1,1,0,0,2,9,39,0,Temperate
U884,2,0,1,0,0,6,7,12,27,Arid
U885,2,1,3,0,0,2,4,10,13,Temperate
U886,3,1,4,0,1,1,2,21,3,Arid
U887,7,0,2,1,0,7,8,77,24,Continental
U888,6,3,2,0,0,3,14,78,29,Temperate
U889,3,0,3,0,0,6,6,18,8,Arid
U890,5,4,3,0,0,4,4,50,16,Tropical
U891,5,3,3,0,1,6,6,35,2,Continental
U892,2,1,5,0,0,5,10,18,12,Continental
U893,4,2,5,1,0,4,9,52,11,Tropical
U894,6,4,5,1,0,5,8,42,15,Arid
U895,2,1,1,1,0,6,4,10,3,Continental
U896,4,1,2,1,0,5,6,36,17,Arid
U897,4,1,4,1,0,4,10,20,22,Tropical
U898,5,2,1,0,0,1,8,60,2,Temperate
U899,7,0,2,1,0,6,0,77,16,Continental
U900,1,0,2,1,0,6,3,6,0,Continental
U901,7,3,3,1,0,2,0,91,18,Arid
U902,1,0,3,1,0,6,7,9,21,Continental
U903,3,2,1,0,0,7,2,33,3,Temperate
U904,5,0,3,1,0,7,1,40,16,Tropical
U905,4,2,2,1,0,6,13,20,6,Continental
U906,6,4,3,1,0,1,3,72,1,Tropical
U907,1,0,5,0,0,2,10,5,11,Arid
U908,7,6,3,0,0,3,2,49,4,Temperate
U909,4,0,2,0,0,5,10,40,15,Continental
U910,1,0,1,1,1,4,4,12,7,Tropical
U911,1,0,4,0,0,3,14,12,22,Temperate
U912,1,0,3,0,0,2,12,6,26,Tropical
U913,6,4,2,1,0,7,7,78,27,Arid
U914,5,4,4,0,1,7,9,40,7,Temperate
U915,6,1,4,1,0,7,7,48,12,Temperate
U916,2,1,5,0,1,1,10,12,25,Arid
U917,4,3,4,1,1,7,6,20,13,Arid
U918,5,1,2,1,0,4,7,70,10,Continental
U919,5,2,2,1,1,5,12,55,5,Arid
U920,5,2,3,1,0,6,12,70,15,Arid
U921,7,4,3,0,0,6,4,49,22,Tropical
U922,5,0,3,0,0,3,9,40,24,Temperate
U923,6,2,4,0,0,5,9,78,21,Tropical
U924,5,0,4,1,0,2,10,50,24,Arid
U925,3,0,5,1,0,5,11,15,14,Continental
U926,4,3,3,0,0,1,10,52,15,Tropical
U927,5,1,1,1,0,3,12,65,12,Tropical
U928,4,1,5,0,0,3,5,36,11,Temperate
U929,3,1,1,1,0,1,7,36,17,Temperate
U930,3,1,4,1,0,5,14,33,28,Temperate
U931,4,0,5,0,0,7,12,48,17,Continental
U932,1,0,5,0,0,1,0,13,13,Continental
U933,2,0,2,0,0,7,5,12,1,Arid
U934,7,4,4,1,0,4,5,98,21,Arid
U935,1,0,4,1,0,1,14,9,1,Temperate
U936,1,0,5,0,0,7,10,12,2,Tropical
U937,6,3,4,0,1,5,12,42,28,Temperate
U938,7,4,5,0,0,7,4,70,23,Arid
U939,7,0,2,1,1,1,3,70,7,Tropical
U940,1,0,5,1,0,2,0,11,10,Arid
U941,5,3,4,0,0,6,10,35,11,Continental
U942,6,5,4,1,0,1,9,72,3,Temperate
U943,6,1,5,1,0,6,10,72,8,Temperate
U944,3,1,5,0,0,1,7,39,23,Tropical
U945,7,2,5,0,0,5,5,84,16,Temperate
U946,1,0,3,1,0,4,2,7,23,Arid
U947,3,0,4,1,0,4,11,30,15,Arid
U948,4,2,4,0,0,6,2,52,16,Continental
U949,2,1,3,0,0,5,11,10,14,Arid
U950,6,3,5,0,0,7,5,42,19,Tropical
U951,4,3,2,1,0,5,11,24,25,Arid
U952,4,0,5,0,0,5,14,48,21,Continental
U953,5,4,5,0,0,2,6,50,6,Continental
U954,2,1,3,1,0,3,7,28,9,Temperate
U955,4,1,4,1,1,1,4,48,28,Tropical
U956,4,1,5,0,0,5,9,24,3,Arid
U957,2,0,4,0,0,5,5,20,23,Continental
U958,2,1,1,1,0,5,11,22,23,Arid
U959,4,3,4,0,0,4,0,48,13,Continental
U960,2,1,2,0,0,5,5,26,13,Temperate
U961,4,1,2,1,0,1,8,36,13,Continental
U962,4,3,5,0,0,7,9,28,24,Temperate
U963,5,4,4,1,0,7,3,30,13,Tropical
U964,1,0,5,1,0,5,13,12,21,Arid
U965,4,3,3,0,0,1,13,20,19,Arid
U966,3,1,2,0,0,2,9,42,17,Temperate
U967,6,5,5,1,0,7,12,60,14,Tropical
U968,7,0,3,1,0,3,0,42,22,Temperate
U969,1,0,5,1,0,4,13,7,25,Continental
U970,1,0,4,1,0,1,10,12,18,Temperate
U971,1,0,4,0,0,7,8,5,26,Tropical
U972,5,4,4,1,1,7,3,50,12,Continental
U973,4,2,4,0,0,6,1,28,11,Arid
U974,5,3,1,0,0,2,0,50,18,Arid
U975,4,1,3,0,0,3,2,28,18,Arid
U976,5,0,3,0,0,3,6,60,19,Tropical
U977,5,2,4,1,0,3,10,45,1,Tropical
U978,6,1,1,0,0,1,9,48,28,Tropical
U979,3,1,4,0,0,2,1,39,28,Tropical
U980,5,2,1,0,0,5,14,45,20,Tropical
U981,6,0,4,1,0,6,8,48,2,Continental
U982,2,0,2,1,0,2,11,24,9,Temperate
U983,3,1,2,0,0,2,12,36,4,Arid
U984,5,0,5,0,0,7,10,60,11,Tropical
U985,7,4,4,0,0,2,1,56,28,Arid
U986,1,0,3,1,0,1,4,5,6,Tropical
U987,2,1,5,1,0,6,7,12,8,Arid
U988,2,0,2,1,0,1,12,16,1,Temperate
U989,6,5,4,1,0,6,12,84,24,Arid
U990,2,0,5,0,0,6,11,12,9,Arid
U991,3,2,4,1,0,7,9,42,5,Tropical
U992,5,2,2,1,0,1,7,35,11,Continental
U993,5,0,5,0,0,6,2,65,5,Continental
U994,7,3,2,0,0,2,1,91,26,Arid
U995,1,0,1,1,0,1,8,13,2,Continental
U996,6,4,2,1,0,6,2,66,29,Temperate
U997,1,0,4,0,0,3,7,8,9,Temperate
U998,2,1,3,1,0,1,1,10,28,Continental
U999,7,1,2,1,0,7,2,49,8,Continental
U1000,1,0,3,0,1,4,0,12,19,Temperate
U1001,3,1,1,0,0,1,13,24,4,Continental
U1002,5,2,5,0,1,1,10,70,2,Continental
U1003,2,1,5,1,1,1,5,28,4,Tropical
U1004,7,3,3,0,0,6,12,42,7,Tropical
U1005,1,0,5,0,1,1,6,12,7,Continental
U1006,6,5,2,1,0,4,3,66,13,Continental
U1007,3,0,3,1,0,5,0,42,23,Tropical
U1008,3,0,4,0,0,1,2,39,21,Tropical
U1009,1,0,2,0,0,3,8,6,16,Continental
U1010,5,2,2,0,0,4,4,45,10,Tropical
U1011,1,0,2,1,0,5,5,10,25,Temperate
U1012,2,1,4,1,0,6,3,12,15,Arid
U1013,1,0,1,0,0,1,0,6,27,Temperate
U1014,3,1,5,1,0,5,13,42,5,Tropical
U1015,7,0,3,1,1,3,4,56,27,Temperate
U1016,1,0,1,1,0,4,4,12,10,Arid
U1017,5,4,3,1,0,4,4,45,9,Tropical
U1018,7,2,5,0,0,6,14,91,22,Temperate
U1019,6,0,4,0,0,6,5,48,29,Temperate
U1020,4,0,2,1,0,6,10,28,8,Arid
U1021,1,0,2,1,0,5,1,14,27,Tropical
U1022,5,4,4,1,0,1,0,60,23,Continental
U1023,7,5,1,0,0,2,14,35,26,Tropical
U1024,5,3,1,1,1,4,1,65,27,Arid
U1025,6,5,3,1,0,2,12,48,23,Arid
U1026,3,0,4,0,0,7,9,39,14,Arid
U1027,5,0,1,0,0,4,5,60,6,Arid
U1028,7,2,4,1,0,6,4,49,17,Continental
U1029,5,3,5,1,0,1,14,35,0,Tropical
U1030,5,4,2,0,0,1,4,65,14,Tropical
U1031,5,1,2,1,0,4,11,35,1,Temperate
U1032,2,0,2,0,0,5,11,16,21,Continental
U1033,2,0,4,0,0,7,14,26,28,Continental
U1034,3,1,4,1,0,6,5,24,1,Temperate
U1035,1,0,3,1,0,1,13,7,9,Temperate
U1036,5,2,2,1,0,7,9,55,19,Tropical
U1037,6,2,3,1,0,7,6,60,14,Tropical
U1038,1,0,2,0,0,1,8,5,9,Tropical
U1039,6,2,3,1,0,3,6,84,18,Continental
U1040,1,0,3,0,0,7,1,12,21,Continental
U1041,3,2,5,0,0,1,5,15,27,Temperate
U1042,5,1,3,0,0,3,8,40,27,Arid
U1043,5,3,4,0,0,1,6,50,12,Arid
U1044,4,0,3,0,1,1,1,40,29,Arid
U1045,6,5,2,0,0,7,2,66,23,Arid
U1046,1,0,3,0,0,5,7,9,10,Arid
U1047,1,0,1,0,0,5,10,9,21,Tropical
U1048,2,0,2,1,0,6,8,16,1,Temperate
U1049,4,2,1,0,0,1,3,40,20,Arid
U1050,7,5,2,0,0,6,8,77,26,Arid
U1051,7,6,4,1,0,6,1,98,12,Arid
U1052,2,1,4,1,0,6,12,28,21,Tropical
U1053,2,0,4,1,0,6,10,10,24,Arid
U1054,2,1,1,0,0,4,4,26,21,Temperate
U1055,6,0,5,1,0,7,10,72,25,Tropical
U1056,6,0,2,0,0,7,1,66,20,Tropical
U1057,3,1,4,0,0,4,10,39,0,Continental
U1058,3,1,2,0,0,1,0,21,25,Continental
U1059,2,1,1,1,0,4,12,28,4,Tropical
U1060,4,2,5,0,0,1,13,32,20,Arid
U1061,1,0,1,0,0,5,4,11,21,Arid
U1062,6,5,2,0,0,7,1,60,6,Arid
U1063,4,3,5,1,0,2,13,24,12,Arid
U1064,5,0,5,1,1,3,12,30,12,Continental
U1065,6,2,1,0,0,7,6,84,19,Temperate
U1066,6,5,4,1,0,4,7,66,22,Tropical
U1067,3,2,2,1,0,4,1,39,20,Arid
U1068,1,0,3,1,0,5,6,13,5,Continental
U1069,1,0,3,0,0,4,3,11,19,Temperate
U1070,7,2,1,1,0,1,0,84,11,Tropical
U1071,7,1,2,0,0,1,10,98,7,Tropical
U1072,7,2,2,1,0,2,14,49,8,Tropical
U1073,7,0,1,0,0,2,2,35,17,Arid
U1074,5,3,2,0,0,7,10,55,27,Tropical
U1075,5,3,4,0,0,2,11,60,10,Arid
U1076,6,4,1,1,0,1,0,36,19,Temperate
U1077,2,0,4,0,0,6,4,26,10,Continental
U1078,3,1,2,1,1,6,14,24,23,Continental
U1079,3,2,1,0,0,2,12,42,23,Continental
U1080,7,0,2,1,0,2,7,91,14,Tropical
U1081,6,2,1,1,0,1,0,42,8,Continental
U1082,4,3,2,1,0,5,13,48,2,Temperate
U1083,2,0,4,1,0,7,8,12,16,Arid
U1084,6,0,4,1,0,4,2,42,24,Continental
U1085,2,1,2,0,0,7,4,10,16,Arid
U1086,2,0,1,1,0,3,8,18,2,Arid
U1087,2,0,3,0,0,6,4,16,18,Continental
U1088,6,3,4,1,0,6,8,30,8,Continental
U1089,7,5,4,1,0,1,9,98,16,Continental
U1090,3,1,3,0,0,7,7,39,22,Tropical
U1091,3,0,2,0,0,1,6,30,17,Continental
U1092,7,4,1,0,0,3,10,70,22,Tropical
U1093,2,1,2,1,0,7,0,12,14,Temperate
U1094,4,3,5,1,0,3,3,44,0,Arid
U1095,1,0,4,1,0,2,8,13,28,Temperate
U1096,6,0,5,1,0,7,9,60,25,Continental
U1097,1,0,4,1,0,3,7,12,9,Arid
U1098,7,5,4,0,0,4,3,63,7,Continental
U1099,4,0,5,0,1,4,11,24,9,Continental
U1100,6,0,5,1,0,6,0,48,28,Arid
U1101,7,3,2,1,0,4,9,35,25,Temperate
U1102,2,0,5,1,0,7,3,10,1,Continental
U1103,3,1,2,0,0,4,14,30,18,Arid
U1104,1,0,2,0,0,4,2,6,13,Temperate
U1105,5,2,2,0,0,2,5,50,7,Tropical
U1106,5,4,4,0,0,6,10,25,18,Temperate
U1107,4,2,4,0,0,1,4,56,0,Temperate
U1108,2,0,5,1,0,6,4,14,15,Arid
U1109,1,0,4,0,0,6,1,13,24,Temperate
U1110,2,0,5,1,0,6,11,12,23,Tropical
U1111,1,0,4,0,0,3,2,12,14,Tropical
U1112,4,1,1,1,0,1,10,40,19,Continental
U1113,4,1,1,0,1,3,5,40,23,Tropical
U1114,5,0,5,0,0,2,1,55,29,Continental
U1115,2,1,4,0,0,2,14,18,4,Tropical
U1116,6,2,4,1,0,5,3,48,2,Temperate
U1117,5,3,2,1,0,5,1,50,16,Continental
U1118,2,1,3,0,0,2,8,24,28,Tropical
U1119,5,1,5,0,0,2,2,40,9,Temperate
U1120,6,0,3,1,0,3,9,54,4,Temperate
U1121,3,0,3,0,0,2,9,33,10,Continental
U1122,3,1,5,0,0,7,5,30,5,Arid
U1123,3,1,4,1,0,1,14,24,3,Temperate
U1124,3,0,5,1,0,3,0,24,6,Temperate
U1125,7,6,3,0,0,2,12,98,18,Arid
U1126,1,0,4,0,0,3,10,8,6,Continental
U1127,7,6,1,1,0,3,13,35,13,Tropical
U1128,7,6,5,0,0,4,14,63,16,Tropical
U1129,7,4,5,0,0,5,14,84,22,Temperate
U1130,3,1,4,1,1,3,9,33,16,Arid
U1131,6,0,1,1,0,6,2,54,12,Temperate
U1132,4,3,1,0,0,7,7,28,26,Continental
U1133,4,1,4,1,0,7,4,20,0,Temperate
U1134,1,0,2,1,0,3,7,11,1,Tropical
U1135,3,2,5,0,0,6,14,21,17,Arid
U1136,3,2,5,1,0,7,1,24,3,Continental
U1137,3,1,3,0,1,4,6,27,12,Temperate
U1138,5,1,4,0,0,2,8,60,0,Tropical
U1139,2,0,3,1,0,3,6,22,3,Temperate
U1140,5,4,3,0,0,4,2,65,1,Tropical
U1141,2,0,1,0,0,1,6,14,3,Arid
U1142,3,0,5,0,0,4,14,42,15,Continental
U1143,3,2,3,0,0,5,7,15,3,Temperate
U1144,5,3,1,1,0,5,13,25,24,Continental
U1145,5,0,4,1,1,2,0,70,8,Arid
U1146,2,0,3,1,0,6,12,10,16,Tropical
U1147,4,0,5,0,0,2,12,24,20,Arid
U1148,2,0,3,0,1,7,2,12,22,Arid
U1149,5,4,4,0,0,6,4,55,19,Continental
U1150,6,0,3,0,1,6,11,78,27,Arid
U1151,5,3,5,0,1,6,5,60,20,Temperate
U1152,6,2,1,1,1,6,2,48,1,Tropical
U1153,1,0,5,1,0,5,14,6,2,Arid
U1154,5,0,1,1,0,7,3,35,22,Temperate
U1155,1,0,2,0,0,5,4,14,25,Tropical
U1156,4,1,5,1,1,3,14,36,28,Continental
U1157,2,1,5,0,0,7,2,26,14,Tropical
U1158,6,0,4,0,0,5,3,72,6,Continental
U1159,2,1,3,1,0,2,4,14,3,Tropical
U1160,1,0,1,1,0,5,1,13,11,Arid
U1161,6,4,1,0,0,7,9,84,0,Continental
U1162,2,0,4,0,0,7,8,14,16,Continental
U1163,5,3,4,0,0,2,9,70,3,Continental
U1164,3,1,3,1,0,1,7,36,3,Arid
U1165,1,0,3,0,1,7,11,5,21,Arid
U1166,2,1,5,1,0,5,5,16,22,Tropical
U1167,1,0,2,0,0,2,9,8,24,Tropical
U1168,7,5,3,0,0,6,10,70,8,Arid
U1169,1,0,4,0,0,7,2,6,25,Arid
U1170,6,0,3,1,0,4,10,66,27,Continental
U1171,7,2,1,0,1,6,1,63,27,Tropical
U1172,6,1,2,1,0,3,6,84,20,Tropical
U1173,3,0,5,1,0,7,7,30,9,Continental
U1174,7,5,1,1,0,2,9,70,26,Continental
U1175,5,4,1,1,0,6,0,50,18,Continental
U1176,1,0,2,1,0,5,13,14,18,Temperate
U1177,2,0,5,1,0,5,14,24,14,Temperate
U1178,4,1,4,1,0,7,5,56,21,Arid
U1179,1,0,5,0,0,1,6,8,16,Tropical
U1180,1,0,3,0,0,4,14,14,6,Continental
U1181,3,0,1,0,0,7,12,36,2,Continental
U1182,5,4,3,0,0,2,8,65,4,Tropical
U1183,4,2,4,0,0,6,11,32,15,Temperate
