user_id,vehicle_count,vehicle_type,daily_distance_km,work_days,vacation_days,previous_month_liters,previous_bill,trip_frequency
U901,2,Petrol,78,16,8,155,16002.92,Daily
U902,1,Diesel,102,24,14,231,23620.06,Weekdays
U903,1,Electric,112,25,13,0,0.0,Weekdays
U904,2,Petrol,59,15,9,121,11705.3,Weekdays
U905,2,Diesel,76,24,2,157,15264.41,Daily
U906,1,Diesel,105,22,14,205,20474.19,Daily
U907,3,Electric,64,23,9,0,0.0,Weekends
U908,2,Petrol,101,21,3,217,21043.81,Weekdays
U909,3,Diesel,115,22,9,230,24083.45,Weekdays
U910,2,Petrol,10,18,11,18,1732.97,Weekdays
U911,1,Petrol,112,18,7,231,22349.43,Daily
U912,1,Petrol,108,16,3,206,19914.5,Weekdays
U913,3,Electric,113,22,10,0,0.0,Daily
U914,2,Diesel,23,25,9,45,4687.89,Weekdays
U915,1,Diesel,100,16,9,225,21949.0,Rarely
U916,1,Hybrid,31,23,12,59,5931.29,Weekdays
U917,1,Petrol,5,18,6,9,870.82,Daily
U918,2,Petrol,111,15,4,234,23706.86,Daily
U919,4,Petrol,37,18,8,81,7794.83,Weekdays
U920,1,Petrol,44,17,3,91,9092.09,Weekends
U921,1,Petrol,36,26,2,68,6905.52,Weekdays
U922,1,Petrol,73,20,12,132,13304.45,Weekdays
U923,3,Petrol,21,21,1,44,4241.6,Daily
U924,2,Petrol,12,22,0,22,2125.5,Weekdays
U925,2,Petrol,61,16,10,120,12205.67,Weekdays
U926,1,Petrol,46,20,5,98,10102.73,Rarely
U927,1,Electric,102,20,9,0,0.0,Daily
U928,1,Diesel,13,24,1,24,2475.27,Weekdays
U929,1,Electric,91,26,7,0,0.0,Daily
U930,2,Petrol,39,19,5,89,8818.34,Weekdays
U931,2,Petrol,118,24,11,235,23103.24,Weekends
U932,4,Diesel,75,24,11,168,16007.35,Daily
U933,4,Petrol,83,21,4,161,16019.33,Daily
U934,1,Petrol,57,17,12,124,12587.7,Weekdays
U935,2,Petrol,58,18,1,110,11346.95,Weekdays
U936,3,Petrol,88,24,6,180,17581.42,Daily
U937,2,Petrol,118,23,1,261,26135.47,Daily
U938,1,Petrol,29,18,12,64,6503.69,Weekdays
U939,1,Diesel,71,17,13,155,15579.98,Weekends
U940,1,Petrol,66,16,4,145,14172.33,Daily
U941,3,Petrol,59,19,1,112,11531.84,Weekends
U942,1,Diesel,50,18,10,102,9866.83,Daily
U943,1,Petrol,28,22,9,57,5930.84,Daily
U944,2,Petrol,102,21,10,229,23936.45,Daily
U945,1,Diesel,50,20,10,97,9569.61,Weekends
U946,1,Petrol,26,25,1,58,5728.19,Daily
U947,1,Petrol,15,26,14,30,3072.98,Weekdays
U948,2,Petrol,52,16,6,111,11051.48,Daily
U949,1,Petrol,12,17,8,23,2191.58,Rarely
U950,2,Diesel,43,24,4,86,8961.09,Weekends
U951,1,Diesel,111,23,6,239,23734.49,Weekdays
U952,2,Petrol,39,23,3,80,7762.8,Weekends
U953,1,Diesel,53,19,1,120,12066.8,Weekdays
U954,1,Petrol,50,17,2,108,10496.42,Weekends
U955,2,Petrol,42,16,1,87,8444.24,Daily
U956,1,Diesel,12,22,4,26,2611.89,Daily
U957,1,Petrol,58,20,5,123,12165.98,Weekdays
U958,1,Petrol,41,24,14,87,8763.5,Daily
U959,2,Petrol,95,25,14,182,19104.22,Daily
U960,1,Petrol,96,26,6,191,19785.72,Weekdays
U961,2,Petrol,44,21,2,94,8937.21,Daily
U962,1,Diesel,38,15,3,85,8117.97,Weekdays
U963,1,Petrol,100,15,7,195,19714.65,Daily
U964,1,Petrol,83,24,3,158,15999.48,Rarely
U965,1,Petrol,112,16,6,234,24284.97,Weekends
U966,1,Diesel,21,24,11,38,3849.04,Weekends
U967,1,Diesel,37,17,5,79,7684.89,Daily
U968,1,Diesel,51,26,6,109,10865.68,Weekdays
U969,3,Diesel,114,15,0,225,23195.22,Rarely
U970,1,Diesel,56,19,2,125,13028.53,Weekends
U971,1,Petrol,84,17,5,172,16747.49,Weekdays
U972,2,Petrol,97,15,2,205,20581.19,Daily
U973,1,Diesel,13,22,14,24,2318.14,Weekdays
U974,1,Electric,37,26,13,0,0.0,Weekdays
U975,2,Diesel,64,25,14,142,13617.96,Daily
U976,3,Petrol,117,20,13,223,23285.05,Weekdays
U977,1,Petrol,97,23,6,193,19566.45,Weekends
U978,3,Petrol,81,17,8,158,16359.66,Weekdays
U979,1,Diesel,25,23,2,46,4829.22,Daily
U980,1,Petrol,62,23,13,120,11619.2,Weekdays
U981,1,Petrol,89,26,0,170,17330.04,Rarely
U982,4,Diesel,73,26,9,165,17138.53,Weekdays
U983,1,Petrol,14,15,14,30,3022.78,Weekdays
U984,1,Diesel,10,17,12,19,1926.54,Weekdays
U985,1,Petrol,119,20,5,259,25660.87,Weekdays
U986,1,Petrol,17,22,11,30,3052.43,Weekdays
U987,1,Petrol,69,18,0,142,14051.72,Daily
U988,1,Diesel,24,19,0,46,4589.25,Daily
U989,1,Petrol,61,23,13,113,10851.29,Daily
U990,1,Petrol,115,20,7,257,24435.07,Daily
U991,1,Electric,50,26,8,0,0.0,Daily
U992,1,Petrol,12,21,1,26,2520.06,Daily
U993,1,Diesel,14,21,8,28,2787.85,Weekends
U994,1,Diesel,77,18,4,139,13234.18,Daily
U995,2,Petrol,117,18,12,253,24429.52,Daily
U996,1,Diesel,109,18,7,228,23441.69,Daily
U997,2,Petrol,71,25,6,140,14367.03,Weekdays
U998,1,Diesel,15,19,6,29,2984.02,Daily
U999,1,Petrol,16,19,3,29,3022.25,Daily
U1000,1,Diesel,14,22,1,31,2981.91,Daily
U1001,1,Petrol,29,23,4,59,5701.25,Weekends
U1002,1,Diesel,53,16,13,97,9538.55,Rarely
U1003,1,Petrol,53,25,10,118,12289.87,Rarely
U1004,1,Petrol,93,21,10,180,18495.86,Daily
U1005,1,Petrol,15,15,2,28,2750.75,Weekdays
U1006,1,Petrol,66,15,14,128,12272.17,Weekdays
U1007,1,Diesel,40,18,13,83,8396.6,Daily
U1008,1,Petrol,43,24,8,78,7610.32,Daily
U1009,1,Hybrid,57,21,5,116,11636.14,Daily
U1010,2,Electric,94,16,0,0,0.0,Weekdays
U1011,1,Diesel,82,25,2,155,15612.56,Daily
U1012,2,Petrol,107,16,11,210,21890.05,Daily
U1013,1,Petrol,60,15,3,119,11772.72,Daily
U1014,1,Diesel,108,24,8,226,22901.37,Weekdays
U1015,2,Petrol,5,16,10,11,1143.33,Weekends
U1016,3,Petrol,60,21,5,119,12004.7,Weekdays
U1017,1,Diesel,8,23,3,14,1416.09,Weekdays
U1018,1,Diesel,34,20,0,67,6844.93,Weekdays
U1019,2,Diesel,16,24,7,30,3114.63,Daily
U1020,2,Petrol,39,16,13,82,7862.31,Daily
U1021,1,Diesel,81,26,10,146,14361.81,Rarely
U1022,1,Petrol,56,24,1,108,10689.5,Rarely
U1023,1,Petrol,35,24,10,72,7494.99,Weekdays
U1024,1,Diesel,106,23,14,205,21434.82,Daily
U1025,1,Petrol,111,21,10,230,22126.88,Daily
U1026,1,Petrol,91,25,7,169,16256.29,Daily
U1027,1,Petrol,72,15,5,163,17008.82,Weekends
U1028,2,Diesel,56,26,7,108,10579.43,Weekdays
U1029,1,Diesel,84,23,5,189,18412.03,Weekends
U1030,1,Diesel,11,16,4,21,2002.48,Weekdays
U1031,2,Diesel,26,18,4,56,5474.33,Daily
U1032,2,Petrol,97,23,13,186,18959.96,Daily
U1033,1,Petrol,79,18,13,168,16675.74,Daily
U1034,1,Petrol,60,17,9,117,11719.74,Weekdays
U1035,1,Petrol,101,15,9,207,21563.8,Daily
U1036,1,Petrol,62,21,10,132,12691.39,Weekdays
U1037,1,Hybrid,97,20,7,203,19429.62,Weekdays
U1038,1,Petrol,68,24,6,141,14596.22,Daily
U1039,1,Petrol,107,18,7,196,20138.72,Daily
U1040,1,Petrol,16,20,11,30,2929.12,Daily
U1041,1,Petrol,11,20,7,22,2161.33,Weekdays
U1042,1,Hybrid,59,18,6,106,10398.89,Daily
U1043,1,Petrol,107,20,1,206,20904.49,Daily
U1044,1,Petrol,110,24,10,210,20078.54,Weekends
U1045,1,Diesel,66,25,14,127,12686.54,Weekdays
U1046,2,Petrol,116,22,8,239,23024.96,Weekdays
U1047,1,Petrol,94,17,12,196,20226.69,Weekdays
U1048,2,Petrol,108,18,6,243,24010.01,Weekends
U1049,2,Diesel,77,24,11,153,15342.19,Weekdays
U1050,1,Electric,109,26,10,0,0.0,Daily
U1051,1,Diesel,102,15,14,216,20645.85,Daily
U1052,1,Petrol,113,18,5,254,25844.64,Weekdays
U1053,1,Diesel,81,25,8,179,18377.52,Weekdays
U1054,2,Petrol,59,24,12,126,12864.64,Weekdays
U1055,1,Petrol,40,24,0,79,8087.24,Weekends
U1056,1,Petrol,93,26,10,178,17096.22,Weekends
U1057,1,Petrol,28,23,1,53,5402.53,Daily
U1058,1,Petrol,48,22,12,109,10553.1,Daily
U1059,1,Diesel,21,25,0,47,4511.07,Daily
U1060,1,Hybrid,6,18,9,12,1230.86,Weekdays
U1061,1,Petrol,17,26,11,38,3947.97,Daily
U1062,4,Petrol,35,21,2,79,8071.2,Daily
U1063,1,Petrol,97,24,10,199,20508.09,Daily
U1064,1,Petrol,118,17,4,249,26122.81,Daily
U1065,1,Diesel,32,23,0,64,6166.24,Daily
U1066,1,Petrol,64,24,3,128,13395.4,Daily
U1067,1,Diesel,31,18,13,56,5656.67,Weekdays
U1068,1,Petrol,19,16,12,38,3919.04,Daily
U1069,1,Petrol,99,24,7,211,21416.86,Daily
U1070,1,Petrol,108,19,5,217,21851.98,Weekends
U1071,1,Petrol,83,16,12,185,18876.7,Weekends
U1072,2,Petrol,37,24,0,72,7070.59,Daily
U1073,1,Diesel,24,20,11,44,4586.68,Daily
U1074,1,Petrol,46,25,0,101,9711.45,Weekdays
U1075,1,Diesel,16,24,2,34,3338.13,Daily
U1076,4,Petrol,105,15,13,201,19157.64,Daily
U1077,1,Petrol,77,20,9,159,15536.4,Daily
U1078,1,Petrol,27,18,14,54,5247.84,Daily
U1079,3,Diesel,76,17,7,172,16425.37,Weekdays
U1080,2,Petrol,100,16,10,210,20982.73,Weekends
U1081,2,Diesel,116,21,10,217,21631.94,Weekdays
U1082,1,Petrol,18,23,13,36,3447.99,Weekdays
U1083,1,Diesel,95,26,7,211,20597.5,Daily
U1084,2,Petrol,29,17,12,61,6376.53,Weekdays
U1085,3,Diesel,81,20,2,179,17203.22,Daily
U1086,1,Diesel,89,23,6,171,16766.58,Daily
U1087,1,Hybrid,113,16,11,253,24125.73,Weekdays
U1088,1,Petrol,35,21,2,76,7333.15,Weekends
U1089,2,Petrol,105,19,3,227,23152.63,Daily
U1090,1,Petrol,116,19,8,228,22496.11,Weekends
U1091,1,Diesel,111,25,12,249,24780.67,Daily
U1092,1,Petrol,58,21,3,122,11781.51,Daily
U1093,1,Diesel,9,23,2,20,2036.43,Daily
U1094,1,Petrol,17,18,4,33,3383.0,Weekdays
U1095,1,Petrol,32,23,6,59,5711.86,Weekends
U1096,1,Petrol,47,25,4,92,8781.39,Weekdays
U1097,1,Electric,93,24,3,0,0.0,Daily
U1098,1,Diesel,119,23,7,245,24884.76,Daily
U1099,1,Hybrid,103,18,3,211,20330.93,Weekdays
U1100,1,Petrol,51,17,1,105,10493.61,Daily
U1101,1,Diesel,107,16,9,237,22876.76,Daily
U1102,1,Diesel,75,23,12,141,13634.91,Rarely
U1103,1,Petrol,42,26,13,82,7793.58,Weekdays
U1104,1,Diesel,100,16,5,224,21998.65,Daily
U1105,1,Hybrid,71,20,1,147,14097.0,Daily
U1106,4,Diesel,66,19,2,138,13653.67,Daily
U1107,1,Diesel,113,19,0,230,23224.9,Weekdays
U1108,2,Petrol,43,18,4,89,8782.1,Weekends
U1109,1,Petrol,41,20,8,77,7857.91,Weekdays
U1110,2,Electric,118,19,1,0,0.0,Daily
U1111,2,Petrol,90,25,11,206,21005.01,Daily
U1112,1,Diesel,12,18,6,24,2504.81,Rarely
U1113,1,Diesel,85,23,4,154,14995.43,Rarely
U1114,1,Diesel,56,20,1,123,11918.03,Weekdays
U1115,1,Electric,95,25,7,0,0.0,Daily
U1116,3,Petrol,37,24,10,69,6965.47,Weekdays
U1117,2,Petrol,114,24,14,254,25425.65,Weekends
U1118,3,Petrol,85,24,12,161,15302.01,Weekdays
U1119,1,Petrol,46,17,12,103,10356.9,Weekdays
U1120,2,Petrol,80,24,5,161,16796.8,Daily
U1121,3,Petrol,116,20,3,251,24684.79,Daily
U1122,1,Diesel,114,15,12,236,24703.53,Daily
U1123,1,Hybrid,31,19,3,59,5815.49,Weekends
U1124,2,Petrol,116,24,1,247,23810.44,Weekdays
U1125,1,Petrol,12,20,2,27,2672.57,Weekdays
U1126,2,Hybrid,27,25,14,58,5796.87,Daily
U1127,1,Petrol,110,22,6,231,23399.06,Weekends
U1128,2,Petrol,117,25,2,268,26813.07,Weekends
U1129,1,Petrol,68,23,12,131,13148.1,Daily
U1130,1,Diesel,97,25,4,177,16857.6,Weekends
U1131,1,Petrol,118,17,9,214,20872.75,Daily
U1132,2,Electric,24,16,5,0,0.0,Daily
U1133,2,Petrol,20,18,5,44,4614.32,Daily
U1134,1,Petrol,21,22,13,44,4310.05,Weekends
U1135,1,Petrol,84,25,3,189,19649.53,Weekends
U1136,2,Petrol,23,22,5,49,4804.32,Daily
U1137,1,Diesel,12,17,2,23,2207.11,Weekdays
U1138,2,Diesel,42,18,6,79,7700.62,Weekdays
U1139,1,Diesel,42,17,6,95,9284.19,Weekends
U1140,1,Diesel,57,24,3,105,11002.16,Daily
U1141,1,Hybrid,97,16,1,200,20348.58,Weekdays
U1142,1,Diesel,109,18,10,213,22219.48,Weekdays
U1143,2,Diesel,104,20,6,201,20773.34,Daily
U1144,1,Petrol,94,25,2,199,20056.41,Daily
U1145,1,Petrol,35,25,14,67,6817.51,Weekdays
U1146,2,Petrol,48,19,0,108,10934.82,Daily
U1147,1,Diesel,64,17,1,128,13012.82,Rarely
U1148,1,Petrol,80,16,9,171,16697.76,Daily
U1149,3,Petrol,21,23,8,45,4458.66,Rarely
U1150,1,Diesel,83,15,11,177,17863.93,Daily
U1151,1,Diesel,77,23,14,173,16497.16,Daily
U1152,3,Hybrid,43,15,7,82,8185.92,Daily
U1153,1,Petrol,46,21,14,84,8702.17,Weekdays
U1154,1,Diesel,52,20,14,95,9492.75,Weekdays
U1155,1,Petrol,16,21,13,35,3518.31,Daily
U1156,2,Petrol,100,17,5,228,22120.34,Daily
U1157,1,Petrol,93,17,13,181,18632.76,Weekdays
U1158,1,Petrol,107,25,5,229,22576.83,Daily
U1159,2,Petrol,22,15,13,39,4078.07,Weekdays
U1160,2,Diesel,83,18,0,157,16475.13,Daily
U1161,1,Petrol,100,26,1,214,22290.24,Weekdays
U1162,1,Diesel,10,16,3,18,1725.28,Weekdays
U1163,1,Petrol,112,24,2,227,22321.33,Rarely
U1164,2,Petrol,47,22,13,100,10445.14,Weekdays
U1165,1,Petrol,39,17,0,85,8758.85,Daily
U1166,1,Petrol,102,21,7,206,21447.04,Daily
U1167,2,Diesel,106,21,6,224,22562.52,Weekdays
U1168,2,Petrol,58,26,3,120,11976.48,Weekdays
U1169,1,Petrol,66,23,11,120,11527.8,Weekends
U1170,2,Petrol,73,20,11,158,16336.37,Weekdays
U1171,1,Petrol,86,15,8,162,16597.13,Weekdays
U1172,2,Hybrid,20,22,10,36,3441.2,Daily
U1173,1,Petrol,12,15,13,24,2330.26,Daily
U1174,1,Diesel,93,17,3,207,20818.56,Daily
U1175,2,Diesel,100,25,0,187,19044.83,Daily
U1176,1,Hybrid,94,19,14,169,16287.66,Weekdays
U1177,1,Diesel,90,22,9,166,16176.41,Daily
U1178,2,Diesel,35,23,14,69,6688.25,Daily
U1179,2,Diesel,111,21,0,231,22453.19,Daily
U1180,1,Diesel,14,23,0,26,2709.39,Daily
U1181,2,Petrol,60,25,0,132,13484.88,Daily
U1182,1,Petrol,80,17,3,174,17812.57,Weekdays
U1183,1,Petrol,96,19,0,206,21205.63,Daily
U1184,1,Diesel,74,24,1,151,14883.43,Weekdays
U1185,1,Diesel,24,22,3,47,4825.58,Weekdays
U1186,3,Petrol,9,26,6,17,1781.33,Rarely
U1187,1,Diesel,27,15,1,55,5609.12,Daily
U1188,1,Petrol,13,22,7,23,2280.85,Daily
U1189,1,Petrol,62,21,12,132,13485.59,Daily
U1190,3,Electric,63,15,6,0,0.0,Daily
U1191,1,Petrol,97,24,8,185,17813.21,Weekends
U1192,1,Petrol,84,26,13,162,15819.78,Weekdays
U1193,1,Diesel,58,24,5,109,11357.03,Weekdays
U1194,1,Diesel,50,26,3,112,11699.78,Daily
U1195,1,Petrol,26,20,5,48,4792.39,Weekdays
U1196,2,Diesel,68,15,14,152,15009.32,Daily
U1197,3,Petrol,12,16,3,25,2445.7,Weekdays
U1198,1,Petrol,24,19,6,53,5299.34,Weekdays
U1199,2,Petrol,55,16,8,112,11686.67,Daily
U1200,3,Diesel,82,24,2,185,17852.15,Daily
U1201,2,Petrol,43,15,2,81,8035.06,Weekends
U1202,1,Hybrid,41,20,1,85,8849.87,Daily
U1203,1,Diesel,54,22,0,100,9849.12,Daily
U1204,1,Electric,38,22,13,0,0.0,Daily
U1205,1,Petrol,79,22,0,164,16218.39,Daily
U1206,2,Electric,108,25,12,0,0.0,Weekdays
U1207,3,Petrol,37,20,2,73,7651.13,Weekdays
U1208,3,Petrol,35,25,13,64,6328.21,Weekdays
U1209,1,Petrol,58,17,6,123,12724.47,Daily
U1210,1,Petrol,48,15,14,98,10278.65,Weekdays
U1211,4,Diesel,38,16,10,71,7443.52,Weekends
U1212,2,Petrol,118,19,8,267,26523.17,Daily
U1213,1,Petrol,75,24,13,170,16975.79,Daily
U1214,3,Diesel,117,19,1,260,25488.84,Weekends
U1215,2,Petrol,66,24,6,146,14328.47,Daily
U1216,1,Diesel,27,15,0,49,4896.31,Daily
U1217,1,Petrol,50,15,1,114,11058.59,Daily
U1218,1,Diesel,60,23,5,120,12253.35,Daily
U1219,1,Diesel,11,16,10,20,2007.26,Daily
U1220,1,Petrol,93,21,4,205,21316.04,Daily
U1221,2,Petrol,65,24,7,124,12785.12,Weekdays
U1222,1,Petrol,7,18,11,14,1375.15,Daily
U1223,1,Diesel,42,21,10,78,7804.53,Weekends
U1224,1,Petrol,88,22,1,179,18348.42,Daily
U1225,1,Petrol,38,19,0,79,7657.63,Rarely
U1226,3,Petrol,117,26,6,236,22494.57,Rarely
U1227,1,Petrol,48,26,5,88,9110.03,Weekdays
U1228,1,Petrol,112,15,7,228,21973.61,Weekends
U1229,2,Diesel,34,18,10,69,7168.69,Weekdays
U1230,1,Petrol,21,24,14,40,4165.44,Weekends
U1231,1,Petrol,63,17,14,142,14144.19,Daily
U1232,1,Diesel,14,24,12,28,2885.9,Daily
U1233,1,Diesel,103,26,13,229,22586.71,Weekdays
U1234,1,Petrol,88,19,7,163,16883.97,Daily
U1235,1,Petrol,22,24,1,43,4439.61,Weekends
U1236,1,Petrol,49,24,13,92,8812.24,Weekends
U1237,3,Hybrid,112,20,7,224,22585.03,Daily
U1238,1,Petrol,95,16,5,176,17846.4,Weekends
U1239,1,Hybrid,63,21,8,127,12066.09,Daily
U1240,1,Diesel,66,17,11,130,13623.89,Daily
U1241,1,Petrol,63,15,6,120,11887.88,Weekdays
U1242,2,Petrol,53,24,1,112,11219.42,Daily
U1243,1,Petrol,104,17,7,236,22879.74,Weekdays
U1244,3,Petrol,67,23,8,127,12840.87,Weekdays
U1245,1,Petrol,91,24,6,196,20208.81,Daily
U1246,1,Diesel,36,25,3,78,7867.0,Weekdays
U1247,1,Electric,14,25,8,0,0.0,Weekdays
U1248,4,Diesel,15,20,3,33,3376.27,Daily
U1249,1,Diesel,106,25,11,242,23565.13,Daily
U1250,1,Petrol,74,20,3,146,14506.29,Weekends
U1251,1,Petrol,109,18,8,231,22288.33,Weekends
U1252,2,Petrol,66,22,13,140,13358.71,Daily
U1253,1,Diesel,51,19,7,102,9754.33,Daily
U1254,2,Hybrid,38,21,3,74,7727.45,Weekends
U1255,1,Diesel,104,23,13,235,24638.66,Weekdays
U1256,1,Petrol,105,19,7,230,22068.45,Daily
U1257,1,Petrol,21,25,14,39,3835.73,Weekdays
U1258,1,Diesel,108,19,7,200,19228.84,Daily
U1259,1,Petrol,108,18,6,244,25215.52,Weekdays
U1260,1,Diesel,58,20,9,106,10596.07,Daily
U1261,2,Diesel,80,16,12,171,17307.36,Daily
U1262,1,Diesel,89,17,5,170,17067.85,Daily
U1263,1,Petrol,44,15,7,79,8066.1,Rarely
U1264,1,Petrol,23,16,6,42,4124.04,Weekdays
U1265,1,Petrol,71,16,4,141,13588.87,Weekdays
U1266,1,Petrol,86,22,11,158,15037.84,Weekdays
U1267,1,Petrol,57,22,12,119,11835.37,Daily
U1268,1,Diesel,119,16,12,252,26227.74,Weekends
U1269,2,Diesel,68,20,3,135,13237.11,Daily
U1270,3,Petrol,87,19,13,188,18228.4,Weekends
U1271,1,Petrol,51,17,11,104,10843.08,Daily
U1272,1,Petrol,10,19,1,20,1921.09,Daily
U1273,1,Petrol,20,19,10,40,3820.72,Weekdays
U1274,1,Diesel,76,19,7,153,15880.5,Weekdays
U1275,1,Petrol,116,17,8,264,26930.4,Weekends
U1276,1,Petrol,22,17,3,47,4663.37,Weekdays
U1277,2,Petrol,56,18,3,109,11175.05,Daily
U1278,2,Diesel,52,21,4,112,11470.41,Weekends
U1279,1,Diesel,47,26,1,92,8776.86,Daily
U1280,1,Petrol,43,26,6,80,8141.0,Weekends
U1281,1,Petrol,53,26,14,107,10850.73,Weekdays
U1282,2,Diesel,117,16,4,254,26578.0,Daily
U1283,1,Electric,16,24,5,0,0.0,Daily
U1284,1,Petrol,113,18,3,252,24892.05,Daily
U1285,2,Diesel,14,18,7,27,2724.26,Daily
U1286,1,Hybrid,75,15,7,148,14269.21,Daily
U1287,2,Hybrid,114,24,11,262,25064.12,Daily
U1288,1,Diesel,59,22,4,120,11919.34,Daily
U1289,1,Diesel,5,15,11,11,1120.89,Weekdays
U1290,1,Petrol,53,22,5,116,11678.6,Weekends
U1291,2,Diesel,40,21,2,90,8936.69,Daily
U1292,2,Petrol,25,23,0,46,4746.33,Daily
U1293,2,Diesel,41,22,8,79,8132.6,Daily
U1294,1,Petrol,28,19,8,61,6241.48,Weekdays
U1295,2,Diesel,59,22,2,122,11683.98,Weekends
U1296,1,Diesel,29,25,3,60,6177.88,Weekdays
U1297,1,Petrol,11,24,12,20,2083.88,Weekends
U1298,2,Diesel,110,26,6,213,20361.61,Weekdays
U1299,1,Petrol,85,26,1,175,17327.92,Weekdays
U1300,1,Diesel,97,17,11,188,19718.11,Daily
U1301,1,Petrol,98,24,2,186,18784.58,Weekends
U1302,1,Petrol,75,21,5,138,13818.74,Weekends
U1303,1,Hybrid,101,26,10,189,18290.37,Weekdays
U1304,1,Petrol,75,18,7,163,16406.74,Weekends
U1305,1,Diesel,28,19,14,60,5963.43,Daily
U1306,2,Petrol,15,23,0,27,2599.41,Weekends
U1307,2,Petrol,77,21,3,146,14547.93,Daily
U1308,1,Petrol,16,18,14,33,3189.25,Daily
U1309,1,Diesel,39,20,0,76,7775.3,Daily
U1310,1,Petrol,67,24,1,148,15501.0,Rarely
U1311,1,Petrol,72,25,7,157,15652.24,Weekends
U1312,1,Petrol,104,21,5,233,23608.42,Weekends
U1313,1,Petrol,96,24,8,199,19762.64,Weekends
U1314,1,Electric,61,23,1,0,0.0,Daily
U1315,1,Electric,17,18,2,0,0.0,Weekends
U1316,1,Petrol,27,24,8,49,4718.49,Rarely
U1317,1,Diesel,87,17,8,157,15090.25,Weekdays
U1318,3,Petrol,110,22,12,198,19719.16,Daily
U1319,2,Diesel,105,15,5,210,21333.66,Weekdays
U1320,1,Diesel,43,23,13,82,8081.04,Rarely
U1321,2,Hybrid,92,15,14,172,16671.13,Weekends
U1322,1,Petrol,84,16,2,177,18264.57,Weekends
U1323,2,Diesel,101,22,4,232,22882.4,Weekends
U1324,2,Petrol,16,23,14,30,2908.3,Weekends
U1325,1,Electric,38,21,1,0,0.0,Weekdays
U1326,1,Petrol,75,17,6,139,13503.23,Weekdays
U1327,1,Diesel,79,21,9,179,17934.81,Daily
U1328,1,Diesel,35,20,10,68,6914.44,Weekdays
U1329,1,Diesel,97,16,7,217,22350.04,Weekdays
U1330,1,Petrol,66,17,5,128,12451.28,Weekends
U1331,1,Hybrid,17,25,7,37,3576.77,Daily
U1332,2,Petrol,35,26,1,66,6282.94,Daily
U1333,4,Diesel,6,24,2,11,1070.09,Daily
U1334,1,Petrol,107,24,6,202,19238.29,Weekdays
U1335,1,Petrol,19,26,9,36,3544.37,Weekdays
U1336,1,Petrol,61,19,11,135,13021.69,Daily
U1337,1,Petrol,79,24,0,167,16833.43,Daily
U1338,3,Petrol,38,18,6,76,7511.63,Daily
U1339,1,Petrol,107,16,5,244,23408.35,Daily
U1340,1,Petrol,72,18,7,146,14453.81,Daily
U1341,1,Diesel,79,26,6,180,17476.83,Daily
U1342,1,Diesel,33,22,3,62,6311.71,Daily
U1343,2,Petrol,70,19,2,157,15487.16,Daily
U1344,2,Petrol,20,19,2,36,3472.93,Daily
U1345,1,Petrol,43,26,14,89,8766.15,Weekends
U1346,1,Petrol,81,26,3,162,15753.49,Daily
U1347,1,Diesel,41,24,14,84,8648.45,Daily
U1348,3,Diesel,85,17,8,176,18450.73,Daily
U1349,2,Petrol,25,22,8,49,4667.49,Daily
U1350,1,Petrol,48,20,12,110,11209.02,Daily
U1351,1,Petrol,23,16,1,52,5077.26,Daily
U1352,2,Diesel,75,16,4,171,16358.56,Weekdays
U1353,1,Electric,106,23,0,0,0.0,Weekdays
U1354,3,Petrol,12,21,3,26,2699.06,Weekdays
U1355,1,Petrol,81,24,1,185,18229.17,Weekdays
U1356,1,Diesel,105,23,7,235,24662.18,Daily
U1357,1,Hybrid,70,20,3,140,13919.33,Weekends
U1358,1,Petrol,45,19,4,98,9493.85,Daily
U1359,1,Petrol,79,26,10,178,18293.32,Weekdays
U1360,2,Petrol,92,15,3,198,20644.45,Daily
U1361,1,Diesel,74,26,4,148,15267.12,Weekends
U1362,1,Petrol,65,20,4,119,12191.79,Weekdays
U1363,1,Petrol,30,20,4,66,6490.9,Daily
U1364,1,Diesel,75,17,10,170,16259.63,Weekdays
U1365,1,Petrol,107,17,2,211,20469.74,Daily
U1366,1,Diesel,87,17,6,163,16213.3,Weekdays
U1367,2,Petrol,74,17,2,145,15161.49,Weekdays
U1368,1,Petrol,111,21,1,232,23717.02,Daily
U1369,1,Diesel,33,24,2,64,6610.1,Daily
U1370,1,Petrol,111,25,10,233,22781.09,Daily
U1371,2,Electric,107,16,2,0,0.0,Weekdays
U1372,3,Petrol,70,24,7,149,15440.03,Daily
U1373,2,Petrol,23,24,3,45,4490.74,Weekdays
U1374,1,Diesel,72,16,2,163,16185.72,Rarely
U1375,1,Petrol,62,17,9,129,13183.03,Daily
U1376,1,Hybrid,74,24,4,137,13782.08,Rarely
U1377,1,Petrol,117,26,3,239,25078.68,Weekdays
U1378,1,Petrol,61,21,8,129,12803.38,Daily
U1379,1,Petrol,41,17,7,90,8708.35,Daily
U1380,1,Petrol,65,21,10,147,14658.74,Weekdays
U1381,1,Diesel,96,23,6,188,18302.19,Daily
U1382,2,Diesel,34,25,14,63,6338.59,Daily
U1383,1,Petrol,75,24,7,137,13187.34,Daily
U1384,1,Petrol,77,26,12,167,17451.46,Weekdays
U1385,2,Diesel,29,25,4,63,6526.69,Weekdays
U1386,1,Hybrid,101,18,3,202,19504.24,Weekdays
U1387,2,Petrol,69,21,6,137,13251.18,Daily
