user_id,month,year,gas_units,bill_amount,cooking_units,heating_units,occupancy_days
U585,Nov,2024,229,265.0,116,113,26
U762,Jul,2025,204,246.42,102,102,21
U520,Sep,2025,126,156.27,52,74,22
U369,Oct,2023,326,375.29,164,162,23
U347,May,2025,101,121.18,57,44,28
U797,Sep,2024,200,237.0,79,121,19
U394,Apr,2025,120,144.96,70,50,30
U538,Oct,2023,157,184.09,47,110,26
U746,Feb,2025,279,322.66,112,167,18
U800,Mar,2024,440,533.54,149,291,22
U753,Nov,2024,448,533.87,151,297,21
U504,Jan,2023,119,144.26,64,55,29
U700,Jun,2025,354,414.55,203,151,20
U518,Jun,2025,416,492.49,221,195,19
U774,Jan,2025,137,165.25,81,56,28
U732,Nov,2024,247,298.7,90,157,27
U641,Mar,2023,124,147.22,42,82,24
U339,May,2025,220,259.16,100,120,18
U400,Mar,2024,125,147.17,68,57,22
U589,Oct,2024,268,312.88,83,185,25
U554,Mar,2024,422,499.03,252,170,31
U522,Oct,2025,324,379.06,155,169,25
U657,Mar,2025,100,121.34,59,41,30
U323,May,2025,406,490.0,166,240,26
U550,May,2025,360,427.77,157,203,27
U310,Apr,2025,112,132.45,58,54,30
U546,Jan,2025,147,172.54,79,68,15
U625,May,2025,412,495.86,152,260,30
U400,Oct,2025,390,484.34,225,165,29
U590,May,2025,431,525.2,241,190,20
U480,Apr,2024,193,236.32,58,135,26
U523,Jun,2025,360,444.04,121,239,22
U694,Oct,2023,377,446.81,169,208,21
U550,Apr,2024,304,351.51,133,171,16
U447,Jul,2025,284,344.28,145,139,26
U742,Jul,2023,274,320.27,89,185,28
U396,Feb,2025,408,492.42,201,207,30
U557,Mar,2023,168,205.62,81,87,25
U625,Jan,2023,203,249.36,75,128,23
U793,Aug,2023,345,407.16,159,186,24
U304,Sep,2023,260,312.32,95,165,31
U316,Apr,2024,299,362.42,102,197,26
U580,Jun,2024,315,388.06,148,167,20
U636,Sep,2023,311,381.33,184,127,25
U547,Jun,2025,115,143.61,42,73,23
U558,Dec,2023,431,496.0,175,256,20
U797,Dec,2024,304,362.9,114,190,30
U776,Dec,2025,138,162.23,52,86,30
U684,Sep,2024,188,218.45,79,109,20
U460,Apr,2024,355,440.61,181,174,19
U775,Aug,2025,353,441.18,110,243,18
U640,Sep,2023,315,367.94,184,131,16
U452,Apr,2023,402,463.85,126,276,20
U696,May,2023,271,319.1,152,119,23
U478,Aug,2023,236,291.1,134,102,31
U463,Dec,2025,277,326.69,126,151,28
U680,Oct,2025,176,203.4,60,116,21
U333,Jun,2025,287,331.56,134,153,15
U717,Dec,2024,114,135.97,55,59,29
U745,Jul,2025,391,486.08,217,174,17
U479,Mar,2023,418,492.65,194,224,16
U727,Jul,2024,424,505.71,179,245,24
U401,Dec,2023,313,363.14,172,141,25
U568,Aug,2023,307,368.2,182,125,17
U623,Oct,2025,268,326.87,132,136,21
U365,Jun,2025,429,504.98,241,188,22
U717,Oct,2023,379,447.1,181,198,27
U468,Sep,2023,404,498.62,204,200,27
U630,Jun,2024,245,282.0,124,121,26
U343,Dec,2025,362,439.34,185,177,31
U344,Sep,2024,103,122.51,40,63,26
U585,Apr,2024,189,222.99,89,100,27
U697,Aug,2024,159,193.31,76,83,26
U312,Nov,2023,410,505.72,161,249,28
U395,Apr,2024,115,138.67,46,69,21
U602,Feb,2024,326,375.91,172,154,27
U686,Oct,2023,128,153.11,60,68,20
U553,Nov,2025,250,299.07,86,164,18
U799,Sep,2025,344,414.31,189,155,23
U542,May,2024,369,449.11,208,161,30
U335,Apr,2023,178,205.04,78,100,18
U515,Feb,2025,388,465.68,140,248,20
U637,Jan,2024,252,304.63,147,105,22
U390,Nov,2024,376,445.31,212,164,30
U564,Jul,2023,378,459.96,141,237,19
U393,Jun,2024,156,182.96,51,105,24
U710,Feb,2025,285,336.8,123,162,27
U758,Aug,2023,192,239.28,96,96,28
U390,Nov,2025,375,444.3,132,243,21
U718,Apr,2025,257,304.46,116,141,20
U415,Aug,2025,374,452.38,159,215,21
U405,Jul,2024,280,349.19,158,122,19
U691,May,2024,176,219.7,75,101,26
U496,Oct,2025,250,301.99,115,135,20
U614,Oct,2025,337,387.59,197,140,15
U414,Dec,2023,388,481.15,151,237,18
U793,Aug,2023,330,398.32,127,203,26
U375,Sep,2024,117,138.83,63,54,29
U713,May,2024,172,212.06,65,107,17
U676,Oct,2023,288,342.72,158,130,22
U720,May,2025,116,133.79,38,78,25
U517,Feb,2024,118,145.39,39,79,30
U577,May,2025,318,383.06,181,137,23
U549,Mar,2023,425,503.12,196,229,17
U464,Jul,2024,219,257.34,112,107,19
U694,Oct,2024,200,241.88,73,127,28
U657,May,2023,133,155.72,46,87,29
U757,Aug,2024,183,216.38,100,83,20
U708,Jan,2023,295,358.03,120,175,18
U492,Mar,2024,429,531.17,187,242,22
U527,Mar,2023,301,362.19,92,209,19
U477,Sep,2024,443,543.08,184,259,27
U399,May,2025,440,539.57,233,207,30
U796,Dec,2025,110,133.81,60,50,15
U336,Sep,2025,446,523.86,227,219,27
U766,Sep,2024,317,392.03,160,157,25
U797,Jan,2024,352,420.16,159,193,22
U787,Feb,2025,321,370.57,148,173,22
U396,May,2025,179,210.23,93,86,28
U452,Apr,2023,106,130.01,39,67,27
U451,Oct,2023,371,429.21,137,234,17
U490,Sep,2023,326,379.7,190,136,18
U524,Jul,2025,115,140.23,35,80,29
U337,Jun,2025,111,137.56,37,74,29
U568,Jul,2025,390,473.22,183,207,27
U669,Jan,2023,340,398.56,177,163,23
U483,Jan,2024,120,138.64,55,65,24
U313,Aug,2025,277,335.59,112,165,26
U579,Feb,2024,327,377.6,194,133,28
U517,Dec,2024,372,450.59,190,182,15
U655,Oct,2024,387,453.78,212,175,28
U661,Nov,2023,396,491.22,123,273,28
U586,Sep,2024,233,279.02,86,147,22
U573,Jul,2025,382,447.85,157,225,30
U669,Jun,2023,252,311.3,89,163,28
U362,Jan,2025,165,193.94,53,112,15
U384,Jan,2025,236,278.64,86,150,30
U668,Feb,2023,191,235.58,87,104,21
U517,Jun,2025,416,491.25,211,205,29
U642,Jun,2025,358,426.38,190,168,31
U697,Feb,2023,202,239.32,63,139,27
U487,Jan,2025,154,178.89,65,89,23
U319,Oct,2024,356,410.78,119,237,29
U477,May,2025,200,244.49,85,115,17
U400,May,2024,297,360.71,127,170,15
U696,Feb,2025,400,471.29,179,221,30
U745,Jun,2023,325,383.36,184,141,22
U533,Sep,2023,336,418.15,181,155,27
U703,Feb,2025,125,156.1,61,64,22
U376,Oct,2023,220,263.42,124,96,31
U565,Feb,2025,281,345.7,141,140,28
U755,Mar,2023,298,364.65,162,136,21
U584,Jul,2024,401,473.07,188,213,29
U506,Jun,2025,354,409.17,161,193,30
U523,Dec,2024,221,257.3,114,107,20
U684,Aug,2024,130,160.4,39,91,15
U352,Aug,2025,414,506.37,209,205,26
U639,Jun,2024,384,467.11,222,162,30
U667,Dec,2025,205,238.43,105,100,26
U444,Nov,2024,323,392.12,100,223,27
U673,Oct,2025,372,456.52,153,219,22
U369,Mar,2025,331,409.14,179,152,15
U399,Mar,2023,355,408.72,208,147,21
U696,Jan,2025,123,149.87,50,73,29
U325,Jul,2025,208,239.6,114,94,27
U736,May,2024,290,354.0,162,128,27
U679,Apr,2025,446,541.25,150,296,23
U769,Oct,2023,124,144.44,68,56,29
U784,Apr,2024,286,350.81,113,173,18
U353,Apr,2024,387,447.7,184,203,27
U451,Jun,2023,215,265.02,99,116,26
U444,Aug,2024,437,514.0,218,219,19
U357,Aug,2024,136,165.77,71,65,21
U339,May,2024,381,473.34,164,217,22
U409,Jun,2024,236,279.42,133,103,19
U481,Apr,2023,326,391.29,176,150,23
U342,Dec,2023,419,501.25,224,195,28
U486,Nov,2024,427,497.78,186,241,26
U723,Sep,2024,281,339.74,87,194,18
U698,Aug,2023,185,226.5,82,103,22
U523,Oct,2023,152,188.74,86,66,31
U422,Dec,2023,447,552.08,159,288,22
U433,Oct,2024,334,401.13,198,136,15
U463,Jan,2024,366,447.22,198,168,16
U515,Feb,2025,386,474.81,197,189,18
U521,Sep,2023,199,238.67,100,99,15
U535,Aug,2024,186,216.05,88,98,21
U631,Mar,2023,114,136.09,58,56,15
U446,Aug,2024,200,246.85,85,115,23
U539,Dec,2023,264,319.35,146,118,17
U376,Jan,2024,128,156.47,65,63,26
U309,Oct,2025,213,248.9,113,100,29
U374,Apr,2025,206,256.77,110,96,30
U742,Mar,2023,229,272.6,75,154,24
U792,Jun,2024,183,222.41,57,126,20
U701,Jul,2024,370,426.2,199,171,31
U553,Apr,2023,343,398.82,129,214,31
U530,Jul,2024,313,384.43,148,165,25
U307,Sep,2023,405,504.95,175,230,21
U474,Nov,2024,265,313.23,81,184,24
U441,Feb,2023,378,436.11,117,261,21
U468,Nov,2024,158,187.4,86,72,19
U470,Mar,2023,189,217.68,91,98,26
U693,May,2024,430,502.77,196,234,30
U734,Mar,2025,293,359.0,170,123,17
U583,Nov,2024,222,276.1,78,144,29
U422,Aug,2023,235,272.31,88,147,19
U494,Dec,2025,238,286.98,125,113,27
U305,Oct,2024,328,385.53,174,154,26
U329,Aug,2025,373,434.14,157,216,19
U465,Aug,2024,149,174.61,87,62,20
U722,Dec,2025,217,262.09,126,91,21
U639,Dec,2023,301,348.11,91,210,24
U436,Sep,2024,290,346.09,101,189,30
U796,Apr,2024,422,491.01,230,192,22
U665,May,2023,280,329.63,112,168,23
U621,May,2025,177,206.93,58,119,18
U642,Aug,2023,174,215.46,93,81,22
U800,Jul,2023,394,481.0,171,223,21
U445,Sep,2025,380,470.0,170,210,29
U627,Aug,2023,120,142.6,42,78,17
U517,Feb,2024,270,318.96,134,136,31
U601,Oct,2024,114,135.44,53,61,25
U432,Dec,2024,310,357.07,112,198,23
U592,Apr,2023,147,179.7,59,88,19
U370,Jun,2024,185,219.22,88,97,24
U552,Dec,2024,248,292.97,143,105,29
U715,Feb,2024,287,347.22,165,122,28
U575,Jul,2024,405,483.42,156,249,18
U745,Mar,2024,250,312.02,130,120,16
U664,Mar,2024,240,284.55,127,113,26
U482,Nov,2023,168,203.51,91,77,15
U467,Feb,2024,359,424.04,169,190,19
U391,Nov,2024,433,540.84,131,302,20
U502,Aug,2025,108,129.01,57,51,25
U646,Jun,2023,220,266.95,73,147,22
U319,Jan,2023,200,232.53,67,133,21
U339,Dec,2023,248,303.38,119,129,18
U426,Jan,2023,245,288.35,145,100,20
U751,Jul,2024,342,408.64,127,215,30
U473,Aug,2024,340,421.03,167,173,29
U441,May,2025,436,543.72,170,266,28
U542,Dec,2025,142,169.33,80,62,26
U520,Nov,2023,194,239.3,92,102,26
U426,May,2025,325,375.48,117,208,30
U358,Apr,2025,105,129.65,39,66,29
U448,Jun,2023,313,379.65,134,179,27
U776,Jun,2023,305,365.66,102,203,25
U756,Mar,2025,166,205.67,53,113,31
U617,Sep,2024,199,245.67,100,99,29
U683,Dec,2025,111,130.95,46,65,28
U661,Nov,2025,336,412.99,174,162,24
U723,Jul,2024,421,488.34,140,281,26
U301,Jan,2024,357,439.92,172,185,30
U687,Jul,2023,436,530.85,188,248,29
U761,May,2023,234,271.16,74,160,24
U648,May,2025,321,391.08,148,173,18
U490,Feb,2024,255,308.05,82,173,23
U491,Apr,2023,241,291.48,132,109,23
U669,Dec,2025,257,303.03,125,132,25
U709,Jun,2024,425,500.08,198,227,25
U612,Oct,2025,443,543.23,150,293,21
U717,Nov,2023,361,424.42,139,222,24
U722,Jul,2023,382,456.35,171,211,18
U417,Nov,2024,437,532.91,214,223,19
U434,May,2025,443,512.98,157,286,19
U358,Sep,2024,328,396.7,99,229,25
U344,Mar,2023,379,458.19,152,227,23
U473,Jan,2023,389,473.97,173,216,30
U460,Apr,2025,267,316.93,94,173,23
U473,Sep,2025,146,174.46,65,81,18
U617,Apr,2025,302,357.27,121,181,16
U603,Feb,2024,313,385.25,136,177,28
U449,Oct,2025,345,401.26,139,206,17
U380,May,2025,123,153.29,60,63,20
U674,Mar,2023,420,509.66,131,289,25
U513,Dec,2023,373,462.03,131,242,26
U503,Sep,2025,143,170.55,61,82,19
U552,Apr,2025,431,509.97,175,256,23
U529,Jun,2023,412,510.91,172,240,17
U464,Feb,2025,255,295.77,137,118,23
U527,Jun,2024,298,346.19,168,130,18
U447,Mar,2024,261,307.96,97,164,31
U320,Dec,2024,333,414.91,183,150,31
U741,Dec,2025,262,317.89,114,148,16
U702,Sep,2023,215,259.17,82,133,23
U347,Nov,2025,192,234.34,114,78,23
U533,Feb,2025,141,168.04,77,64,19
U605,Dec,2023,383,469.48,229,154,29
U314,Dec,2023,309,367.5,108,201,29
U443,Sep,2023,305,375.95,104,201,17
U715,May,2024,319,375.38,143,176,17
U301,Aug,2025,379,446.37,186,193,20
U673,Feb,2023,235,282.53,82,153,18
U354,Jun,2025,205,244.58,114,91,27
U674,Mar,2024,217,263.61,99,118,27
U559,Dec,2024,336,398.64,142,194,25
U444,Dec,2023,408,478.61,196,212,19
U771,Oct,2023,199,238.2,97,102,15
U741,May,2025,360,434.19,112,248,23
U759,Dec,2023,404,470.36,242,162,31
U312,Aug,2025,385,464.18,157,228,15
U630,Oct,2023,427,504.68,135,292,17
U524,Jan,2025,202,240.23,112,90,29
U572,May,2025,162,190.82,96,66,24
U756,Mar,2025,274,340.62,149,125,22
U658,Apr,2025,381,464.19,211,170,26
U760,Feb,2024,392,461.09,191,201,29
U708,Sep,2025,325,394.71,187,138,23
U456,Mar,2023,106,130.89,32,74,24
U673,Feb,2024,226,268.98,119,107,23
U308,Oct,2024,191,235.5,95,96,29
U422,Nov,2025,289,336.81,90,199,15
U648,Sep,2024,152,187.31,70,82,16
U464,Jul,2025,341,410.57,154,187,28
U390,Jun,2023,231,270.8,117,114,22
U436,Jan,2025,211,251.24,68,143,20
U486,May,2024,106,132.37,57,49,26
U616,Dec,2023,329,404.13,112,217,29
U478,Nov,2025,255,307.91,108,147,28
U328,Nov,2023,296,343.81,167,129,15
U520,Mar,2023,422,502.93,197,225,25
U657,Jan,2024,322,378.77,133,189,17
U341,Apr,2023,349,403.83,109,240,16
U528,Feb,2024,182,219.17,91,91,21
U492,Feb,2023,339,419.99,202,137,22
U711,Mar,2025,422,513.81,242,180,29
U747,Aug,2023,362,425.34,186,176,24
U445,Aug,2025,288,347.72,95,193,15
U501,Dec,2025,389,484.04,144,245,20
U717,Jul,2023,157,191.9,55,102,27
U512,Jun,2025,108,131.65,43,65,28
U761,Sep,2023,403,502.47,149,254,17
U520,Apr,2023,214,263.2,79,135,25
U540,Dec,2025,309,359.57,149,160,17
U713,Jan,2025,140,165.87,55,85,24
U697,Aug,2024,403,502.35,202,201,29
U346,Jul,2025,272,326.12,158,114,25
U335,Jul,2024,333,386.67,163,170,29
U553,Mar,2025,380,454.43,199,181,27
U690,Apr,2023,177,215.89,93,84,19
U382,Oct,2025,207,258.7,82,125,18
U671,Sep,2023,380,449.31,115,265,27
U556,Jun,2023,138,165.79,43,95,23
U497,May,2023,218,269.88,83,135,31
U603,Mar,2024,434,514.52,219,215,16
U709,Sep,2025,435,505.0,248,187,19
U750,May,2023,126,156.86,74,52,30
U310,May,2023,203,243.37,62,141,21
U612,Apr,2024,173,207.65,103,70,15
U586,Apr,2025,290,351.51,115,175,26
U542,Dec,2025,423,486.6,233,190,25
U551,Jan,2024,246,305.81,87,159,26
U665,Jul,2024,354,419.9,112,242,26
U305,Sep,2025,383,455.65,158,225,26
U419,Mar,2024,312,364.23,173,139,28
U589,Dec,2025,222,263.69,81,141,16
U674,Feb,2025,305,375.27,105,200,16
U365,Mar,2023,339,416.97,194,145,18
U446,Jan,2023,438,544.69,254,184,30
U524,Jun,2025,385,458.27,116,269,24
U539,Nov,2025,121,147.73,62,59,27
U477,Nov,2025,358,429.86,140,218,16
U567,Jul,2025,204,251.0,84,120,17
U641,Nov,2025,357,435.99,157,200,20
U582,Nov,2025,303,359.6,129,174,22
U363,Feb,2024,409,484.12,185,224,28
U517,Aug,2025,361,424.26,171,190,24
U642,Jun,2024,206,248.78,90,116,17
U615,Apr,2024,350,436.23,178,172,20
U583,May,2025,320,374.4,164,156,29
U477,Aug,2025,321,372.21,138,183,28
U761,Mar,2024,357,414.81,122,235,24
U717,Mar,2024,300,368.49,147,153,29
U398,Nov,2025,357,423.05,189,168,18
U405,Apr,2025,448,525.25,220,228,16
U399,Jan,2024,324,384.03,154,170,17
U685,Sep,2024,301,365.57,111,190,21
U705,Aug,2024,325,391.52,160,165,30
U796,Aug,2023,335,410.16,134,201,24
U611,Oct,2024,282,333.86,162,120,31
U306,Jun,2023,299,357.37,148,151,19
U776,Jul,2025,345,400.27,132,213,27
U765,Jun,2025,210,243.03,92,118,27
U497,Sep,2024,105,125.6,58,47,25
U651,Mar,2025,335,395.35,134,201,25
U433,Mar,2025,226,273.75,103,123,30
U658,Mar,2025,203,234.32,102,101,29
U559,Oct,2025,336,390.49,176,160,31
U737,Mar,2023,254,314.08,89,165,18
U323,Sep,2023,356,429.56,167,189,19
U785,Dec,2024,334,407.88,191,143,21
U353,Apr,2024,388,478.87,229,159,16
U465,Jul,2024,139,166.3,69,70,15
U502,Sep,2025,387,474.5,230,157,26
U758,Nov,2025,296,355.93,139,157,24
U383,Dec,2023,372,436.09,160,212,22
U445,Jul,2023,363,429.71,168,195,15
U385,Sep,2024,156,187.05,52,104,26
U378,Dec,2023,397,469.13,166,231,16
U757,Mar,2023,197,233.16,86,111,24
U666,Apr,2023,236,279.36,130,106,31
U301,Aug,2023,186,216.18,98,88,17
U351,Jun,2023,341,395.04,163,178,21
U473,May,2024,298,344.09,120,178,26
U505,Apr,2024,409,474.89,145,264,22
U560,Aug,2023,183,216.74,73,110,26
U746,Jan,2024,341,412.4,171,170,17
U749,Sep,2025,380,444.15,143,237,31
U669,Jan,2023,422,522.77,180,242,23
U788,Aug,2025,351,432.02,146,205,24
U588,Apr,2024,289,347.39,153,136,20
U334,Sep,2024,251,306.83,141,110,15
U648,Nov,2025,401,475.84,204,197,26
U395,May,2024,377,434.94,151,226,19
U372,Mar,2023,238,295.22,102,136,27
U339,Sep,2025,275,319.76,94,181,29
U454,Nov,2023,107,133.19,37,70,25
U550,Sep,2025,394,475.63,137,257,22
U462,Apr,2024,334,394.31,113,221,19
U738,Nov,2025,262,314.28,92,170,16
U418,Apr,2025,148,177.62,53,95,26
U559,Dec,2023,401,462.08,133,268,16
U679,Aug,2024,137,162.42,67,70,30
U606,Feb,2023,235,287.64,140,95,17
U568,Sep,2024,409,491.21,230,179,24
U749,Jun,2023,318,373.47,99,219,22
U354,Sep,2025,447,529.03,190,257,21
U536,Aug,2023,395,488.34,220,175,15
U689,Jul,2024,133,159.94,45,88,26
U778,Jan,2024,178,214.1,98,80,19
U522,Dec,2025,335,417.46,160,175,30
U551,Mar,2024,372,439.74,215,157,18
U613,Nov,2023,260,311.47,146,114,31
U701,Feb,2025,274,337.34,137,137,16
U412,May,2024,407,498.94,202,205,26
U555,May,2024,320,376.51,116,204,15
U603,May,2023,108,125.83,36,72,26
U707,Apr,2023,388,473.39,164,224,26
U507,May,2025,212,249.26,75,137,26
U529,Mar,2024,304,377.65,100,204,31
U641,Dec,2023,285,331.43,111,174,25
U698,Jan,2025,440,520.01,245,195,27
U366,May,2024,296,342.02,90,206,22
U375,Sep,2024,365,445.42,141,224,24
U735,Sep,2025,361,447.32,154,207,22
U403,Apr,2025,347,421.11,157,190,22
U722,Mar,2023,214,266.17,75,139,23
U492,Jan,2024,220,255.83,129,91,21
U552,Feb,2024,240,278.11,113,127,28
U526,Aug,2024,164,202.35,74,90,16
U594,Jan,2025,375,463.33,113,262,25
U606,Aug,2023,412,508.04,183,229,22
U398,Jul,2024,338,415.71,186,152,27
U638,Aug,2025,401,475.68,146,255,29
U586,Dec,2024,109,127.72,44,65,17
U635,Jun,2023,332,412.64,101,231,28
U647,Dec,2024,294,347.13,174,120,29
U735,Sep,2023,111,132.07,35,76,16
U747,Mar,2023,276,336.71,157,119,26
U782,Oct,2024,276,325.5,108,168,18
U608,Apr,2024,316,389.28,150,166,17
U549,Jun,2023,110,127.27,55,55,19
U466,Aug,2025,217,266.72,74,143,17
U781,May,2023,263,318.28,113,150,29
U772,Mar,2024,138,166.61,54,84,16
U635,Jun,2024,152,181.77,48,104,26
U330,Apr,2025,317,373.33,174,143,19
U547,Sep,2023,305,364.9,95,210,31
U406,Mar,2023,411,491.15,203,208,28
U351,Apr,2023,155,187.3,61,94,24
U381,Jul,2024,217,255.66,77,140,17
U433,Jul,2023,352,407.53,176,176,18
U585,Dec,2025,385,448.34,181,204,20
U688,Dec,2024,367,447.71,144,223,30
U438,Apr,2024,390,449.38,177,213,21
U484,Jun,2023,432,533.8,161,271,29
U701,Dec,2025,279,340.22,155,124,25
U630,Mar,2024,334,409.75,131,203,15
U573,Jun,2024,442,545.25,165,277,19
U640,Dec,2023,295,342.87,155,140,27
U772,Feb,2023,407,501.52,124,283,28
U369,Aug,2025,179,214.88,68,111,23
U334,Feb,2023,234,289.82,96,138,31
U562,Nov,2025,121,149.88,68,53,29
U353,Jul,2024,430,495.54,251,179,21
U750,Sep,2025,324,385.0,166,158,26
U505,Jan,2025,157,188.81,70,87,20
U426,Aug,2025,192,233.82,94,98,30
U535,Jul,2024,291,342.98,123,168,19
U343,Jun,2023,202,237.39,78,124,23
U540,Jun,2024,106,125.94,62,44,28
U759,Jun,2023,227,272.42,75,152,22
U671,Sep,2025,154,191.75,62,92,28
U411,Feb,2025,330,404.65,188,142,26
U549,Jan,2025,161,192.06,83,78,24
U451,Dec,2025,339,391.69,104,235,27
U483,Jun,2025,189,220.54,58,131,29
U636,Oct,2023,331,395.74,150,181,22
U395,Nov,2023,332,408.82,147,185,24
U759,Aug,2025,432,513.25,187,245,17
U674,Mar,2024,391,470.71,152,239,17
U700,Dec,2024,444,550.2,264,180,19
U308,Oct,2025,251,311.59,95,156,30
U688,Jan,2023,244,285.86,109,135,31
U660,Sep,2024,229,264.35,96,133,20
U688,Jan,2024,240,283.33,84,156,30
U484,Mar,2024,192,234.16,69,123,16
U581,Aug,2025,213,265.21,122,91,29
U495,Mar,2024,383,443.4,213,170,15
U652,Apr,2024,242,278.99,87,155,26
U495,Aug,2024,322,398.77,181,141,22
U455,Jan,2024,331,405.41,120,211,20
U393,Jun,2023,132,164.9,64,68,26
U460,Jan,2025,375,446.13,121,254,21
U734,Jan,2025,269,320.54,151,118,28
U361,Aug,2023,239,278.97,75,164,22
U422,Nov,2023,300,348.48,139,161,28
U351,Apr,2025,122,147.36,65,57,19
U703,Dec,2024,323,383.22,108,215,23
U577,Jan,2024,369,427.31,155,214,22
U305,Oct,2025,446,552.46,139,307,16
U766,Jul,2024,252,294.8,127,125,30
U392,May,2023,432,529.14,169,263,27
U470,May,2024,184,216.79,86,98,21
U617,Jan,2024,208,256.11,120,88,30
U322,Oct,2024,130,151.04,50,80,21
U705,Nov,2025,328,402.0,103,225,28
U626,Jun,2023,339,393.18,170,169,28
U301,Sep,2024,409,488.63,219,190,26
U433,Sep,2025,240,293.62,140,100,15
U533,Aug,2024,255,297.67,88,167,15
U312,May,2023,398,469.07,166,232,26
U646,Jan,2024,444,549.0,245,199,29
U346,Sep,2023,198,245.23,107,91,18
U334,Jan,2024,146,168.56,71,75,21
U733,Aug,2023,426,497.06,162,264,30
U378,May,2024,166,192.85,63,103,17
U518,Mar,2023,161,188.04,54,107,21
U601,Nov,2024,208,259.38,119,89,20
U711,Jul,2024,266,320.57,93,173,30
U373,Jul,2025,136,162.77,64,72,22
U582,Sep,2025,218,272.16,103,115,20
U549,Jul,2023,185,223.05,76,109,24
U347,Nov,2024,151,183.63,61,90,30
U421,Mar,2023,190,224.82,95,95,25
U514,Nov,2025,388,461.03,161,227,27
U539,Jan,2023,436,527.32,164,272,20
U356,Aug,2023,397,459.32,166,231,15
U650,Dec,2025,303,356.2,164,139,26
U407,Mar,2024,337,394.18,198,139,20
U619,Dec,2023,254,292.5,124,130,27
U348,Aug,2025,339,408.05,181,158,21
U361,Aug,2024,235,283.43,108,127,27
U637,May,2025,163,193.71,79,84,22
U326,Dec,2023,222,261.27,132,90,31
U592,Jan,2024,353,428.97,152,201,23
U557,Oct,2024,213,247.82,68,145,27
U308,Jul,2025,119,143.02,69,50,16
U413,Dec,2025,115,141.08,61,54,18
U655,Oct,2025,244,284.61,102,142,16
U553,May,2024,307,376.18,182,125,18
U480,Aug,2024,118,144.68,47,71,19
U507,Sep,2023,265,306.34,109,156,24
U603,Nov,2024,137,157.81,66,71,24
U427,Jul,2023,280,349.27,107,173,19
U356,Jul,2025,448,523.86,228,220,31
U514,Jan,2025,204,251.37,70,134,27
U314,Apr,2024,199,240.03,66,133,31
U774,Feb,2025,189,222.35,87,102,23
U328,Feb,2025,399,464.04,186,213,26
U771,Feb,2024,431,517.06,143,288,28
U378,Apr,2023,178,211.95,104,74,28
U516,Jan,2024,172,209.82,81,91,22
U686,Apr,2023,275,341.11,94,181,19
U665,Feb,2024,195,239.95,76,119,28
U454,May,2024,444,522.79,239,205,23
U314,Mar,2025,202,250.05,92,110,21
U487,Dec,2024,323,398.37,115,208,22
U612,Aug,2024,105,130.51,34,71,28
U671,Apr,2023,221,264.29,94,127,28
U307,Jan,2025,335,411.0,134,201,25
U303,Jan,2023,215,259.97,106,109,28
U411,Dec,2023,262,309.44,151,111,22
U707,Oct,2025,325,406.07,121,204,17
U538,Mar,2025,329,379.61,183,146,17
U663,Sep,2025,281,327.71,161,120,27
U539,Jul,2024,348,431.26,198,150,26
U793,Feb,2025,417,482.08,244,173,29
U574,Sep,2025,309,382.75,170,139,19
U594,Oct,2025,243,296.83,116,127,21
U527,Feb,2023,444,512.23,187,257,25
U671,Mar,2023,195,232.62,87,108,25
U315,Nov,2024,445,545.32,249,196,29
U492,Oct,2023,343,414.45,133,210,24
U773,Feb,2024,185,230.06,64,121,29
U419,Mar,2023,283,350.0,96,187,27
U785,Jun,2025,220,260.32,120,100,28
U328,Sep,2023,431,499.3,227,204,31
U502,Sep,2024,191,237.69,85,106,27
U339,Jul,2023,169,203.09,64,105,24
U741,Dec,2025,232,268.53,116,116,15
U573,Mar,2024,378,465.57,117,261,15
U531,Apr,2025,236,291.9,111,125,29
U386,Jun,2025,413,501.36,173,240,30
U774,Nov,2024,286,341.7,169,117,26
U426,May,2025,320,389.19,144,176,20
U600,Feb,2025,145,177.0,67,78,20
U325,Jun,2023,377,467.22,193,184,26
U445,Mar,2025,291,362.47,129,162,29
U313,Aug,2025,107,128.55,39,68,18
U512,Feb,2025,375,461.19,172,203,18
U325,Jan,2025,278,346.51,162,116,16
U368,Sep,2024,433,504.5,183,250,26
U694,Dec,2023,138,158.95,69,69,21
U367,Mar,2025,392,484.86,232,160,23
U533,Nov,2025,277,323.96,152,125,23
U409,Jan,2024,261,301.26,129,132,22
U446,Jul,2025,430,501.38,223,207,28
U411,Oct,2024,203,241.25,117,86,15
U528,May,2023,260,304.7,152,108,26
U411,May,2023,386,455.68,228,158,16
U770,Jan,2025,222,276.95,108,114,27
U334,Sep,2025,153,186.73,63,90,18
U411,Jul,2025,133,162.42,45,88,30
U564,Aug,2024,341,395.38,141,200,28
U724,Sep,2025,212,259.32,123,89,22
U669,Jun,2025,417,510.38,236,181,26
U536,Dec,2023,122,148.35,55,67,23
U383,May,2025,145,170.06,66,79,20
U342,Jun,2023,411,490.04,161,250,16
U725,Nov,2025,234,288.9,102,132,22
U401,Feb,2023,217,264.09,111,106,28
U306,Apr,2025,288,352.3,121,167,20
U480,Mar,2023,230,278.01,81,149,24
U582,Jul,2024,311,371.63,143,168,22
U620,Sep,2023,212,259.89,77,135,31
U526,May,2023,143,165.42,84,59,26
U743,Jun,2023,227,276.33,94,133,31
