user_id,num_people,cooking_hours_daily,gas_stove_count,water_heating,cooking_type,vacation_days
U1016,4,4,1,Solar,Moderate,6
U1017,1,1,2,Electric,Moderate,8
U1018,4,4,1,Gas,Moderate,11
U1019,3,3,1,Electric,Moderate,28
U1020,5,5,1,Gas,Heavy,13
U1021,4,4,1,Electric,Moderate,13
U1022,5,5,1,Gas,Moderate,14
U1023,7,7,1,Gas,Light,2
U1024,1,1,2,Electric,Moderate,14
U1025,7,7,1,Gas,Light,18
U1026,5,5,1,Gas,Heavy,23
U1027,5,5,1,Electric,Light,19
U1028,2,2,1,Gas,Moderate,13
U1029,2,2,3,Gas,Light,7
U1030,7,7,1,Gas,Light,4
U1031,6,6,1,Gas,Moderate,29
U1032,7,7,1,Solar,Moderate,18
U1033,2,2,1,Gas,Light,3
U1034,5,5,1,Gas,Moderate,13
U1035,3,3,3,Electric,Moderate,15
U1036,7,7,2,Electric,Moderate,19
U1037,5,5,3,Gas,Light,23
U1038,3,3,1,Gas,Moderate,5
U1039,3,3,1,Solar,Light,22
U1040,2,2,1,Electric,Moderate,24
U1041,7,7,1,Gas,Light,5
U1042,4,4,2,Gas,Moderate,2
U1043,1,1,1,Gas,Light,14
U1044,2,2,2,Gas,Heavy,28
U1045,2,2,2,Gas,Moderate,2
U1046,4,4,1,Electric,Light,10
U1047,1,1,1,Gas,Light,2
U1048,5,5,1,Electric,Heavy,27
U1049,6,6,1,Gas,Moderate,9
U1050,7,7,2,Electric,Moderate,17
U1051,6,6,1,Electric,Heavy,0
U1052,5,5,1,Gas,Heavy,15
U1053,2,2,1,Gas,Moderate,15
U1054,1,1,3,Gas,Light,26
U1055,2,2,1,Electric,Heavy,9
U1056,3,3,2,Electric,Light,0
U1057,2,2,1,Gas,Moderate,3
U1058,2,2,2,Gas,Moderate,2
U1059,5,5,2,Gas,Moderate,4
U1060,5,5,1,Electric,Moderate,11
U1061,5,5,1,Gas,Moderate,24
U1062,6,6,2,Gas,Heavy,11
U1063,3,3,1,Gas,Light,12
U1064,5,5,2,Gas,Moderate,23
U1065,1,1,1,Electric,Moderate,11
U1066,6,6,2,Gas,Heavy,24
U1067,4,4,2,Gas,Light,15
U1068,1,1,2,Gas,Light,12
U1069,7,7,1,Gas,Light,4
U1070,7,7,1,Gas,Light,23
U1071,1,1,1,Solar,Heavy,3
U1072,5,5,1,Electric,Moderate,20
U1073,4,4,1,Gas,Moderate,14
U1074,4,4,1,Gas,Moderate,11
U1075,6,6,2,Electric,Moderate,18
U1076,4,4,1,Gas,Light,20
U1077,7,7,1,Gas,Moderate,27
U1078,3,3,1,Electric,Moderate,18
U1079,5,5,1,Electric,Light,20
U1080,4,4,1,Solar,Moderate,10
U1081,6,6,3,Solar,Moderate,29
U1082,7,7,2,Electric,Light,20
U1083,3,3,1,Gas,Light,5
U1084,2,2,1,Gas,Moderate,8
U1085,2,2,2,Gas,Light,0
U1086,3,3,1,Gas,Heavy,11
U1087,7,7,1,Gas,Light,25
U1088,6,6,1,Gas,Moderate,13
U1089,3,3,1,Gas,Heavy,5
U1090,5,5,1,Gas,Heavy,0
U1091,5,5,1,Gas,Heavy,21
U1092,2,2,1,Gas,Light,1
U1093,4,4,2,Gas,Moderate,23
U1094,6,6,1,Electric,Moderate,10
U1095,2,2,2,Gas,Light,2
U1096,4,4,2,Gas,Light,9
U1097,4,4,1,Electric,Heavy,29
U1098,5,5,1,Gas,Moderate,5
U1099,7,7,1,Gas,Moderate,5
U1100,1,1,1,Gas,Heavy,19
U1101,7,7,2,Gas,Moderate,20
U1102,1,1,1,Solar,Moderate,1
U1103,3,3,3,Gas,Moderate,25
U1104,5,5,1,Electric,Light,25
U1105,4,4,1,Gas,Moderate,23
U1106,6,6,1,Gas,Heavy,9
U1107,1,1,1,Gas,Heavy,22
U1108,7,7,1,Gas,Heavy,25
U1109,4,4,1,Gas,Moderate,5
U1110,1,1,1,Gas,Heavy,22
U1111,1,1,1,Gas,Light,27
U1112,1,1,3,Gas,Light,16
U1113,6,6,1,Gas,Moderate,29
U1114,5,5,2,Electric,Moderate,13
U1115,6,6,2,Gas,Light,4
U1116,2,2,2,Gas,Moderate,22
U1117,4,4,1,Gas,Light,16
U1118,5,5,2,Gas,Moderate,1
U1119,5,5,1,Electric,Moderate,8
U1120,5,5,1,Gas,Moderate,11
U1121,7,7,1,Electric,Light,18
U1122,5,5,2,Gas,Moderate,21
U1123,6,6,1,Electric,Moderate,6
U1124,5,5,2,Gas,Moderate,8
U1125,3,3,1,Electric,Moderate,20
U1126,4,4,2,Gas,Moderate,15
U1127,5,5,3,Gas,Heavy,19
U1128,4,4,1,Gas,Light,10
U1129,3,3,3,Gas,Moderate,11
U1130,3,3,1,Solar,Moderate,14
U1131,4,4,1,Gas,Moderate,17
U1132,1,1,1,Gas,Light,18
U1133,2,2,1,Gas,Light,15
U1134,7,7,1,Gas,Light,14
U1135,1,1,1,Gas,Heavy,4
U1136,1,1,1,Electric,Moderate,10
U1137,6,6,2,Gas,Moderate,14
U1138,7,7,2,Solar,Heavy,28
U1139,7,7,2,Gas,Light,17
U1140,1,1,2,Gas,Heavy,12
U1141,5,5,2,Electric,Moderate,3
U1142,6,6,1,Gas,Moderate,16
U1143,6,6,1,Gas,Heavy,3
U1144,3,3,2,Gas,Heavy,15
U1145,7,7,1,Gas,Heavy,22
U1146,1,1,1,Gas,Light,14
U1147,3,3,1,Electric,Heavy,13
U1148,4,4,1,Gas,Heavy,11
U1149,2,2,1,Gas,Moderate,2
U1150,6,6,1,Electric,Light,9
U1151,4,4,1,Solar,Light,7
U1152,4,4,1,Gas,Heavy,5
U1153,5,5,1,Gas,Moderate,21
U1154,2,2,1,Gas,Moderate,13
U1155,4,4,2,Solar,Light,16
U1156,4,4,1,Electric,Light,20
U1157,2,2,1,Gas,Moderate,18
U1158,2,2,2,Gas,Moderate,15
U1159,4,4,1,Gas,Heavy,14
U1160,2,2,1,Electric,Moderate,25
U1161,4,4,1,Gas,Moderate,14
U1162,4,4,2,Electric,Light,0
U1163,5,5,1,Solar,Light,23
U1164,1,1,1,Gas,Moderate,22
U1165,4,4,2,Gas,Moderate,22
U1166,3,3,1,Gas,Light,11
U1167,6,6,1,Gas,Heavy,9
U1168,7,7,1,Gas,Moderate,13
U1169,1,1,1,Gas,Light,9
U1170,1,1,1,Electric,Light,9
U1171,1,1,1,Electric,Light,19
U1172,5,5,2,Gas,Heavy,28
U1173,4,4,1,Gas,Light,10
U1174,5,5,1,Gas,Moderate,21
U1175,4,4,1,Electric,Moderate,15
U1176,5,5,1,Electric,Light,28
U1177,5,5,1,Gas,Light,8
U1178,6,6,2,Gas,Light,14
U1179,3,3,1,Gas,Moderate,13
U1180,5,5,2,Gas,Light,18
U1181,6,6,2,Gas,Light,8
U1182,2,2,1,Electric,Heavy,3
U1183,3,3,2,Electric,Light,20
U1184,5,5,1,Gas,Moderate,6
U1185,7,7,1,Electric,Moderate,21
U1186,1,1,1,Solar,Moderate,25
U1187,2,2,1,Gas,Moderate,7
U1188,2,2,1,Gas,Light,23
U1189,6,6,1,Solar,Moderate,7
U1190,2,2,1,Gas,Moderate,18
U1191,3,3,1,Solar,Moderate,14
U1192,5,5,1,Solar,Light,15
U1193,5,5,2,Electric,Heavy,29
U1194,7,7,2,Electric,Light,25
U1195,1,1,1,Electric,Moderate,21
U1196,6,6,1,Electric,Moderate,22
U1197,1,1,2,Gas,Light,8
U1198,2,2,2,Gas,Moderate,25
U1199,7,7,2,Gas,Moderate,25
U1200,1,1,1,Electric,Heavy,29
U1201,3,3,1,Gas,Heavy,11
U1202,5,5,1,Gas,Moderate,15
U1203,2,2,1,Gas,Moderate,3
U1204,7,7,2,Electric,Light,4
U1205,1,1,2,Solar,Moderate,7
U1206,6,6,1,Solar,Light,0
U1207,3,3,2,Gas,Moderate,27
U1208,3,3,1,Electric,Moderate,5
U1209,1,1,1,Electric,Moderate,14
U1210,5,5,1,Gas,Moderate,3
U1211,1,1,2,Gas,Heavy,20
U1212,2,2,1,Gas,Moderate,10
U1213,1,1,2,Solar,Heavy,4
U1214,3,3,2,Gas,Moderate,17
U1215,7,7,1,Gas,Moderate,23
U1216,1,1,1,Electric,Moderate,14
U1217,5,5,2,Gas,Light,17
U1218,7,7,1,Gas,Heavy,19
U1219,6,6,2,Gas,Moderate,27
U1220,4,4,2,Gas,Heavy,12
U1221,1,1,1,Electric,Moderate,4
U1222,5,5,1,Gas,Heavy,29
U1223,7,7,2,Gas,Moderate,0
U1224,5,5,1,Gas,Moderate,21
U1225,6,6,1,Gas,Light,17
U1226,3,3,1,Gas,Moderate,13
U1227,5,5,1,Electric,Moderate,4
U1228,7,7,2,Electric,Light,5
U1229,5,5,2,Electric,Heavy,26
U1230,5,5,1,Electric,Moderate,23
U1231,5,5,1,Gas,Heavy,24
U1232,2,2,1,Gas,Heavy,28
U1233,2,2,2,Solar,Moderate,27
U1234,3,3,1,Gas,Heavy,15
U1235,1,1,1,Gas,Moderate,21
U1236,5,5,1,Gas,Heavy,20
U1237,6,6,1,Gas,Moderate,11
U1238,1,1,2,Gas,Moderate,19
U1239,6,6,1,Solar,Moderate,17
U1240,1,1,1,Gas,Moderate,1
U1241,3,3,1,Gas,Moderate,22
U1242,5,5,3,Solar,Moderate,20
U1243,5,5,1,Solar,Moderate,22
U1244,4,4,1,Gas,Heavy,12
U1245,6,6,1,Gas,Moderate,26
U1246,1,1,2,Electric,Moderate,16
U1247,1,1,1,Electric,Moderate,16
U1248,2,2,1,Electric,Moderate,15
U1249,4,4,1,Electric,Heavy,20
U1250,7,7,2,Electric,Moderate,17
U1251,7,7,1,Gas,Light,7
U1252,2,2,2,Electric,Moderate,29
U1253,2,2,1,Gas,Moderate,2
U1254,2,2,1,Electric,Heavy,16
U1255,6,6,1,Gas,Moderate,28
U1256,6,6,2,Gas,Heavy,17
U1257,3,3,1,Gas,Moderate,25
U1258,3,3,2,Gas,Heavy,25
U1259,2,2,2,Gas,Light,22
U1260,4,4,1,Gas,Heavy,5
U1261,1,1,2,Gas,Heavy,27
U1262,6,6,2,Electric,Heavy,7
U1263,4,4,1,Gas,Light,22
U1264,5,5,1,Electric,Light,29
U1265,6,6,2,Electric,Moderate,25
U1266,6,6,1,Electric,Light,12
U1267,3,3,2,Gas,Light,7
U1268,1,1,3,Solar,Light,18
U1269,1,1,1,Gas,Moderate,5
U1270,7,7,1,Gas,Moderate,28
U1271,7,7,1,Gas,Light,22
U1272,7,7,1,Gas,Light,14
U1273,7,7,1,Solar,Moderate,9
U1274,5,5,1,Gas,Moderate,26
U1275,5,5,1,Electric,Light,16
U1276,6,6,2,Electric,Moderate,0
U1277,2,2,2,Gas,Heavy,6
U1278,3,3,1,Gas,Heavy,28
U1279,3,3,1,Gas,Heavy,26
U1280,7,7,1,Gas,Heavy,12
U1281,6,6,1,Gas,Moderate,2
U1282,4,4,2,Solar,Moderate,18
U1283,2,2,2,Solar,Moderate,14
U1284,6,6,2,Gas,Moderate,4
U1285,2,2,2,Gas,Moderate,10
U1286,2,2,1,Electric,Moderate,21
U1287,2,2,2,Gas,Moderate,17
U1288,6,6,1,Electric,Light,2
U1289,7,7,2,Gas,Moderate,5
U1290,3,3,1,Gas,Light,2
U1291,3,3,2,Electric,Light,29
U1292,7,7,2,Gas,Light,4
U1293,2,2,1,Solar,Moderate,8
U1294,4,4,1,Solar,Light,27
U1295,1,1,2,Gas,Heavy,18
U1296,6,6,1,Gas,Moderate,27
U1297,1,1,1,Solar,Moderate,26
U1298,7,7,1,Solar,Moderate,12
U1299,4,4,1,Gas,Moderate,28
U1300,6,6,2,Electric,Moderate,5
U1301,7,7,1,Gas,Moderate,10
U1302,2,2,1,Gas,Moderate,20
U1303,3,3,1,Electric,Heavy,20
U1304,1,1,1,Gas,Heavy,26
U1305,5,5,1,Solar,Moderate,29
U1306,5,5,1,Gas,Light,13
U1307,4,4,1,Gas,Moderate,5
U1308,2,2,1,Gas,Moderate,5
U1309,1,1,2,Gas,Moderate,16
U1310,2,2,1,Electric,Heavy,10
U1311,1,1,1,Gas,Moderate,14
U1312,4,4,1,Gas,Heavy,8
U1313,4,4,1,Gas,Light,20
U1314,5,5,1,Gas,Light,16
U1315,2,2,1,Electric,Light,23
U1316,6,6,2,Gas,Heavy,6
U1317,5,5,1,Gas,Heavy,6
U1318,2,2,1,Gas,Moderate,29
U1319,5,5,2,Gas,Moderate,20
U1320,6,6,1,Gas,Moderate,0
U1321,3,3,1,Gas,Heavy,24
U1322,3,3,1,Gas,Heavy,26
U1323,3,3,1,Electric,Moderate,24
U1324,3,3,2,Electric,Moderate,7
U1325,7,7,2,Gas,Light,4
U1326,1,1,2,Gas,Moderate,29
U1327,7,7,1,Gas,Moderate,18
U1328,7,7,1,Gas,Light,7
U1329,7,7,1,Gas,Heavy,16
U1330,3,3,1,Gas,Moderate,18
U1331,6,6,1,Gas,Heavy,11
U1332,4,4,3,Gas,Light,26
U1333,4,4,1,Gas,Moderate,22
U1334,1,1,1,Gas,Moderate,29
U1335,3,3,1,Gas,Light,14
U1336,3,3,1,Gas,Moderate,3
U1337,3,3,1,Gas,Light,22
U1338,5,5,2,Gas,Light,11
U1339,2,2,1,Gas,Light,26
U1340,5,5,2,Gas,Light,12
U1341,2,2,1,Gas,Moderate,13
U1342,3,3,2,Gas,Light,4
U1343,3,3,2,Gas,Moderate,21
U1344,5,5,1,Gas,Moderate,15
U1345,5,5,1,Electric,Moderate,29
U1346,2,2,3,Gas,Heavy,6
U1347,4,4,1,Gas,Moderate,14
U1348,2,2,2,Electric,Moderate,12
U1349,5,5,1,Gas,Light,25
U1350,6,6,1,Gas,Moderate,15
U1351,5,5,2,Electric,Heavy,11
U1352,6,6,2,Electric,Moderate,6
U1353,1,1,1,Gas,Light,15
U1354,5,5,2,Gas,Moderate,22
U1355,1,1,1,Gas,Moderate,22
U1356,4,4,1,Gas,Moderate,26
U1357,2,2,1,Gas,Moderate,12
U1358,6,6,1,Gas,Light,28
U1359,2,2,2,Gas,Heavy,22
U1360,1,1,1,Solar,Light,2
U1361,6,6,1,Solar,Light,14
U1362,2,2,1,Gas,Moderate,27
U1363,5,5,1,Gas,Light,2
U1364,3,3,1,Gas,Light,6
U1365,1,1,2,Electric,Light,29
U1366,2,2,1,Gas,Moderate,17
U1367,1,1,2,Gas,Heavy,13
U1368,7,7,3,Gas,Heavy,17
U1369,1,1,1,Gas,Moderate,18
U1370,6,6,2,Gas,Light,13
U1371,7,7,2,Electric,Moderate,19
U1372,6,6,1,Electric,Moderate,5
U1373,3,3,1,Gas,Moderate,28
U1374,7,7,1,Gas,Light,7
U1375,5,5,1,Gas,Light,25
U1376,1,1,2,Electric,Moderate,25
U1377,2,2,1,Solar,Moderate,6
U1378,4,4,2,Solar,Heavy,19
U1379,1,1,1,Electric,Moderate,17
U1380,1,1,1,Gas,Light,17
U1381,3,3,3,Gas,Moderate,14
U1382,5,5,1,Gas,Moderate,19
U1383,4,4,1,Solar,Light,21
U1384,7,7,1,Gas,Light,18
U1385,7,7,1,Gas,Light,21
U1386,7,7,1,Electric,Light,20
U1387,6,6,1,Gas,Moderate,20
U1388,6,6,1,Gas,Heavy,1
U1389,2,2,3,Electric,Moderate,7
U1390,4,4,1,Gas,Moderate,20
U1391,7,7,1,Gas,Moderate,10
U1392,6,6,1,Electric,Moderate,17
U1393,2,2,2,Gas,Light,22
U1394,5,5,1,Solar,Moderate,12
U1395,2,2,1,Gas,Moderate,8
U1396,6,6,1,Gas,Light,8
U1397,3,3,1,Electric,Moderate,16
U1398,3,3,2,Gas,Moderate,6
U1399,7,7,2,Gas,Moderate,8
U1400,3,3,1,Electric,Light,21
U1401,7,7,1,Gas,Moderate,0
U1402,7,7,1,Gas,Moderate,1
U1403,6,6,3,Gas,Light,3
U1404,3,3,3,Gas,Light,13
U1405,7,7,1,Gas,Moderate,3
U1406,4,4,2,Gas,Light,1
U1407,5,5,2,Electric,Moderate,7
U1408,2,2,1,Solar,Moderate,17
U1409,2,2,1,Gas,Light,18
U1410,6,6,1,Gas,Light,13
U1411,3,3,2,Gas,Moderate,19
U1412,3,3,3,Gas,Light,24
U1413,7,7,2,Electric,Light,9
U1414,1,1,2,Electric,Moderate,16
U1415,7,7,1,Electric,Moderate,7
U1416,5,5,2,Gas,Moderate,27
U1417,4,4,2,Gas,Light,13
U1418,2,2,1,Gas,Moderate,20
U1419,7,7,1,Gas,Moderate,22
U1420,1,1,2,Gas,Heavy,7
U1421,1,1,1,Solar,Moderate,4
U1422,7,7,2,Gas,Light,15
U1423,6,6,1,Electric,Moderate,7
U1424,2,2,1,Gas,Moderate,9
U1425,6,6,2,Gas,Moderate,26
U1426,4,4,1,Gas,Heavy,7
U1427,1,1,1,Gas,Moderate,8
U1428,1,1,1,Gas,Light,17
U1429,5,5,2,Gas,Moderate,2
U1430,4,4,1,Electric,Light,16
U1431,1,1,2,Gas,Moderate,19
U1432,4,4,1,Gas,Moderate,14
U1433,2,2,3,Electric,Moderate,20
U1434,3,3,3,Electric,Light,26
U1435,1,1,1,Electric,Moderate,16
U1436,5,5,1,Gas,Moderate,7
U1437,2,2,1,Solar,Moderate,1
U1438,7,7,1,Gas,Light,16
U1439,4,4,1,Gas,Moderate,17
U1440,7,7,1,Gas,Light,28
U1441,6,6,1,Gas,Light,4
U1442,2,2,1,Gas,Light,8
U1443,7,7,1,Gas,Light,8
U1444,1,1,1,Gas,Moderate,1
U1445,4,4,3,Gas,Heavy,1
U1446,3,3,1,Gas,Moderate,18
U1447,2,2,1,Electric,Light,22
U1448,1,1,1,Solar,Moderate,26
U1449,5,5,2,Gas,Moderate,2
U1450,6,6,2,Electric,Light,16
U1451,4,4,2,Electric,Heavy,13
U1452,2,2,3,Gas,Moderate,13
U1453,2,2,1,Gas,Heavy,13
U1454,3,3,2,Electric,Moderate,5
U1455,3,3,2,Solar,Moderate,2
U1456,5,5,1,Gas,Light,0
U1457,6,6,3,Gas,Moderate,29
U1458,5,5,1,Gas,Light,15
U1459,1,1,1,Gas,Heavy,28
U1460,1,1,1,Electric,Moderate,3
U1461,5,5,1,Electric,Heavy,28
U1462,6,6,2,Gas,Moderate,0
U1463,5,5,1,Electric,Heavy,16
U1464,6,6,1,Gas,Light,27
U1465,6,6,1,Solar,Moderate,17
U1466,7,7,2,Gas,Moderate,25
U1467,4,4,1,Gas,Moderate,7
U1468,6,6,1,Gas,Moderate,1
U1469,3,3,2,Gas,Light,26
U1470,6,6,2,Gas,Light,17
U1471,6,6,1,Gas,Heavy,26
U1472,6,6,2,Gas,Moderate,26
U1473,7,7,2,Electric,Light,15
U1474,7,7,2,Gas,Moderate,25
U1475,1,1,1,Gas,Heavy,9
U1476,7,7,1,Gas,Light,7
U1477,3,3,1,Electric,Heavy,11
U1478,3,3,1,Gas,Heavy,21
U1479,7,7,1,Solar,Heavy,15
U1480,5,5,1,Electric,Heavy,11
U1481,4,4,1,Gas,Moderate,10
U1482,7,7,1,Gas,Moderate,19
U1483,6,6,1,Gas,Light,18
U1484,2,2,2,Gas,Light,0
U1485,4,4,1,Electric,Moderate,26
U1486,4,4,1,Solar,Moderate,2
U1487,3,3,2,Gas,Light,11
U1488,4,4,1,Gas,Moderate,29
U1489,7,7,2,Electric,Light,8
U1490,6,6,2,Gas,Heavy,20
U1491,6,6,1,Gas,Light,28
U1492,1,1,2,Gas,Moderate,21
U1493,6,6,1,Gas,Moderate,4
U1494,6,6,1,Electric,Light,0
U1495,3,3,1,Gas,Heavy,9
U1496,6,6,1,Gas,Moderate,16
U1497,1,1,2,Solar,Moderate,3
U1498,2,2,1,Gas,Light,14
U1499,7,7,1,Electric,Moderate,18
U1500,3,3,1,Gas,Light,26
U1501,2,2,1,Gas,Moderate,7
U1502,3,3,1,Solar,Moderate,27
U1503,5,5,1,Gas,Heavy,27
U1504,4,4,2,Gas,Moderate,22
U1505,5,5,1,Gas,Light,14
U1506,6,6,1,Gas,Light,26
U1507,2,2,1,Gas,Moderate,6
U1508,6,6,1,Electric,Light,14
U1509,4,4,2,Solar,Light,7
U1510,3,3,1,Solar,Heavy,29
U1511,4,4,1,Gas,Light,25
U1512,1,1,1,Gas,Heavy,22
U1513,4,4,2,Gas,Light,9
U1514,1,1,1,Electric,Heavy,17
U1515,4,4,1,Gas,Moderate,3
U1516,7,7,2,Gas,Moderate,14
U1517,1,1,1,Electric,Light,10
U1518,2,2,2,Gas,Heavy,21
U1519,6,6,2,Gas,Heavy,2
U1520,6,6,1,Solar,Moderate,14
U1521,5,5,1,Solar,Moderate,2
U1522,6,6,1,Gas,Moderate,14
U1523,3,3,1,Gas,Light,5
U1524,7,7,3,Solar,Moderate,0
U1525,4,4,1,Gas,Heavy,13
U1526,5,5,1,Gas,Moderate,15
U1527,3,3,2,Gas,Light,0
U1528,3,3,1,Gas,Moderate,20
U1529,1,1,1,Gas,Moderate,16
U1530,6,6,1,Gas,Light,25
U1531,2,2,1,Gas,Light,7
U1532,2,2,2,Gas,Light,17
U1533,5,5,1,Solar,Moderate,15
U1534,7,7,1,Electric,Light,5
U1535,2,2,1,Electric,Moderate,9
U1536,4,4,1,Gas,Moderate,9
U1537,2,2,1,Gas,Moderate,4
U1538,5,5,1,Gas,Heavy,25
U1539,2,2,1,Solar,Light,27
U1540,4,4,2,Gas,Moderate,11
U1541,1,1,1,Gas,Heavy,19
U1542,7,7,1,Electric,Light,16
U1543,5,5,1,Gas,Light,13
U1544,1,1,2,Gas,Heavy,13
U1545,1,1,2,Solar,Heavy,2
U1546,1,1,1,Electric,Moderate,28
U1547,3,3,3,Gas,Light,11
U1548,7,7,1,Solar,Moderate,19
U1549,6,6,1,Electric,Light,17
U1550,7,7,1,Electric,Moderate,11
U1551,3,3,1,Gas,Moderate,1
U1552,6,6,2,Gas,Heavy,1
U1553,7,7,1,Gas,Light,26
U1554,1,1,1,Electric,Moderate,16
U1555,5,5,2,Gas,Light,9
U1556,6,6,1,Gas,Moderate,17
U1557,4,4,1,Gas,Moderate,21
U1558,4,4,1,Electric,Light,18
U1559,2,2,1,Gas,Moderate,25
U1560,6,6,1,Gas,Moderate,20
U1561,5,5,1,Gas,Heavy,0
U1562,3,3,1,Gas,Moderate,23
U1563,1,1,1,Electric,Heavy,28
U1564,2,2,2,Electric,Moderate,3
U1565,4,4,1,Gas,Light,24
U1566,3,3,1,Gas,Moderate,3
U1567,3,3,1,Electric,Moderate,29
U1568,1,1,1,Gas,Moderate,1
U1569,6,6,1,Gas,Moderate,18
U1570,4,4,1,Solar,Moderate,20
U1571,5,5,1,Gas,Light,11
U1572,3,3,2,Solar,Light,9
U1573,1,1,1,Gas,Moderate,12
U1574,5,5,2,Gas,Moderate,28
U1575,6,6,1,Gas,Moderate,29
U1576,4,4,2,Solar,Moderate,21
U1577,6,6,1,Gas,Light,22
U1578,3,3,2,Gas,Moderate,19
U1579,5,5,1,Solar,Moderate,22
U1580,5,5,1,Gas,Moderate,14
U1581,5,5,1,Gas,Moderate,25
U1582,3,3,2,Gas,Moderate,2
U1583,3,3,1,Electric,Moderate,22
U1584,6,6,1,Gas,Heavy,19
U1585,2,2,1,Gas,Moderate,28
U1586,6,6,1,Gas,Moderate,12
U1587,4,4,1,Gas,Moderate,7
U1588,1,1,1,Solar,Moderate,24
U1589,5,5,3,Solar,Moderate,6
U1590,2,2,2,Electric,Moderate,23
U1591,1,1,3,Electric,Moderate,7
U1592,2,2,1,Electric,Light,17
U1593,7,7,2,Gas,Heavy,8
U1594,6,6,2,Electric,Moderate,5
U1595,3,3,1,Gas,Moderate,26
U1596,5,5,1,Gas,Moderate,3
U1597,6,6,1,Electric,Light,14
U1598,1,1,2,Gas,Light,4
U1599,7,7,1,Electric,Light,25
U1600,7,7,1,Gas,Moderate,4
U1601,7,7,1,Gas,Heavy,6
U1602,1,1,2,Gas,Moderate,29
U1603,1,1,2,Gas,Moderate,8
U1604,1,1,3,Electric,Moderate,6
U1605,1,1,1,Gas,Light,8
U1606,7,7,1,Gas,Light,19
U1607,7,7,1,Gas,Moderate,9
U1608,2,2,1,Gas,Heavy,29
U1609,6,6,1,Gas,Moderate,25
U1610,5,5,1,Solar,Moderate,3
U1611,3,3,1,Gas,Heavy,5
U1612,7,7,1,Electric,Light,23
U1613,3,3,2,Electric,Moderate,13
U1614,6,6,1,Gas,Moderate,8
U1615,6,6,2,Electric,Moderate,0
U1616,3,3,1,Electric,Light,16
U1617,7,7,1,Gas,Moderate,12
U1618,3,3,1,Gas,Moderate,23
U1619,2,2,1,Gas,Light,26
U1620,4,4,1,Solar,Moderate,6
U1621,7,7,1,Solar,Light,8
U1622,7,7,1,Electric,Heavy,10
U1623,5,5,1,Gas,Moderate,2
U1624,1,1,1,Gas,Heavy,25
U1625,4,4,3,Gas,Moderate,11
U1626,6,6,2,Gas,Light,20
U1627,7,7,2,Gas,Light,2
U1628,3,3,1,Solar,Light,14
U1629,4,4,2,Solar,Light,20
U1630,5,5,2,Electric,Moderate,9
U1631,6,6,1,Gas,Light,0
U1632,1,1,3,Gas,Moderate,13
U1633,1,1,1,Gas,Moderate,26
U1634,5,5,2,Electric,Moderate,19
U1635,5,5,2,Electric,Moderate,5
U1636,3,3,1,Gas,Moderate,1
U1637,7,7,1,Gas,Heavy,28
U1638,1,1,3,Gas,Light,22
U1639,6,6,1,Gas,Moderate,7
U1640,4,4,1,Gas,Moderate,0
U1641,6,6,3,Gas,Moderate,28
U1642,2,2,1,Gas,Moderate,3
U1643,2,2,1,Electric,Moderate,26
U1644,5,5,1,Gas,Moderate,3
U1645,3,3,1,Gas,Moderate,28
U1646,2,2,1,Gas,Heavy,4
U1647,1,1,1,Gas,Heavy,29
U1648,6,6,1,Gas,Moderate,27
U1649,6,6,1,Gas,Light,27
U1650,5,5,2,Gas,Heavy,19
U1651,7,7,1,Gas,Heavy,8
U1652,7,7,1,Electric,Light,22
U1653,4,4,1,Gas,Moderate,12
U1654,5,5,1,Electric,Heavy,17
U1655,4,4,1,Gas,Moderate,16
U1656,7,7,1,Gas,Light,24
U1657,5,5,2,Gas,Moderate,0
U1658,5,5,1,Gas,Heavy,21
U1659,5,5,1,Solar,Heavy,14
U1660,7,7,1,Electric,Moderate,1
U1661,4,4,1,Solar,Moderate,15
U1662,4,4,1,Solar,Light,19
U1663,5,5,1,Gas,Heavy,21
U1664,2,2,1,Gas,Light,4
U1665,3,3,2,Gas,Heavy,26
U1666,7,7,1,Solar,Moderate,21
U1667,3,3,1,Electric,Heavy,18
U1668,3,3,1,Gas,Light,4
U1669,4,4,1,Electric,Moderate,1
U1670,4,4,1,Gas,Light,6
U1671,2,2,1,Gas,Moderate,2
U1672,3,3,1,Gas,Heavy,16
U1673,3,3,1,Electric,Moderate,29
U1674,5,5,1,Electric,Moderate,23
U1675,4,4,1,Gas,Light,23
U1676,3,3,1,Gas,Heavy,2
U1677,6,6,1,Gas,Moderate,12
U1678,2,2,1,Electric,Moderate,6
U1679,6,6,2,Gas,Moderate,24
U1680,6,6,1,Gas,Moderate,23
U1681,7,7,2,Gas,Moderate,2
U1682,7,7,1,Gas,Moderate,14
U1683,2,2,1,Gas,Moderate,28
U1684,6,6,1,Electric,Heavy,17
U1685,3,3,1,Gas,Heavy,28
U1686,4,4,1,Electric,Light,9
U1687,2,2,2,Gas,Moderate,22
U1688,5,5,1,Gas,Light,6
U1689,6,6,2,Gas,Light,8
U1690,2,2,1,Electric,Moderate,4
U1691,1,1,2,Solar,Heavy,19
U1692,1,1,1,Solar,Light,7
U1693,7,7,2,Gas,Moderate,13
U1694,4,4,1,Gas,Heavy,3
U1695,3,3,1,Electric,Heavy,19
U1696,4,4,1,Electric,Moderate,27
U1697,4,4,2,Gas,Moderate,13
U1698,4,4,1,Electric,Moderate,11
